name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,270.0,373,408,5,17,Sentinel,373.0390625,-408.8671875
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,270.0,382,408,5,13,Sentinel,382.0390625,-408.8984375
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,270.0,388,408,58,8,Sentinel,388.453125,-408.9375
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,270.0,392,408,73,4,Sentinel,392.5703125,-408.96875
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,270.0,397,409,27,9,Sentinel,397.2109375,-409.9296875
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,,401,417,6,4,Sentinel,401.046875,-417.96875
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,,401,421,12,56,Sentinel,401.09375,-421.5625
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,,403,423,14,108,Sentinel,403.109375,-423.15625
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,180.0,413,421,109,51,Sentinel,413.8515625,-421.6015625
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,270.0,421,419,18,17,Sentinel,421.140625,-419.8671875
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,270.0,426,419,4,10,Sentinel,426.03125,-419.921875
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,270.0,433,419,125,14,Sentinel,433.9765625,-419.890625
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,270.0,438,420,67,9,Sentinel,438.5234375,-420.9296875
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,270.0,441,419,93,13,Sentinel,441.7265625,-419.8984375
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,180.0,443,413,115,68,Sentinel,443.8984375,-413.46875
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,180.0,443,409,115,74,Sentinel,443.8984375,-409.421875
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,180.0,443,401,111,56,Sentinel,443.8671875,-401.5625
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,180.0,443,397,114,13,Sentinel,443.890625,-397.8984375
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,180.0,444,384,99,74,Sentinel,444.7734375,-384.421875
Sentinel Border Tower,0,WOD_Sentinel_BorderTower_01,180.0,445,374,120,54,Sentinel,445.9375,-374.578125
