fid,name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
1914,Orc Camp,0,WOD_OrcCamp_Small_03,835,201,40,105,83540201105,Menevia,835.3125,-201.1796875,1
1918,Orc Camp,0,WOD_OrcCamp_Large_01,804,214,108,97,80411921497,Menevia,804.9296875,-214.2421875,1
1919,Orc Camp,0,WOD_OrcCamp_Small_01,849,174,82,10,8498217410,Menevia,849.640625,-174.921875,1
1920,Orc Camp,0,WOD_OrcCamp_Small_02,841,188,24,96,8412418896,Menevia,841.1875,-188.25,1
1921,Orc Camp,0,WOD_OrcCamp_Small_03,815,200,104,38,81510420038,Menevia,815.8125,-200.703125,1
1922,Orc Camp,0,WOD_OrcCamp_Medium_01,812,176,41,108,81241176108,Menevia,812.3203125,-176.15625,1
1923,Orc Camp,0,WOD_OrcCamp_Medium_02,836,166,120,120,836120166122,Menevia,836.9375,-166.046875,1
1926,Orc Camp,0,WOD_OrcCamp_Small_01,813,190,109,36,81310919036,Menevia,813.8515625,-190.71875,1
1928,Orc Camp,0,WOD_OrcCamp_Small_03,847,203,92,44,8479220344,Menevia,847.71875,-203.65625,1
1932,Orc Camp,0,WOD_OrcCamp_Large_01,799,212,86,82,7998621282,Menevia,799.671875,-212.359375,1
1933,Orc Camp,0,WOD_OrcCamp_Small_01,849,204,20,120,84920204120,Menevia,849.15625,-204.0625,1
1934,Orc Camp,0,WOD_OrcCamp_Small_02,827,187,52,29,8275218729,Menevia,827.40625,-187.7734375,1
1935,Orc Camp,0,WOD_OrcCamp_Small_03,847,168,118,76,84711816876,Menevia,847.921875,-168.40625,1
1936,Orc Camp,0,WOD_OrcCamp_Medium_01,832,175,15,76,8321517576,Menevia,832.1171875,-175.40625,1
1938,Orc Camp,0,WOD_OrcCamp_Medium_03,809,213,45,77,8093721377,Menevia,809.2890625,-213.3984375,1
1940,Orc Camp,0,WOD_OrcCamp_Small_01,837,183,110,52,83711018352,Menevia,837.859375,-183.59375,1
1941,Orc Camp,0,WOD_OrcCamp_Small_02,849,176,70,27,8497017627,Menevia,849.546875,-176.7890625,1
1944,Orc Camp,0,WOD_OrcCamp_Medium_02,813,204,67,8,8136720406,Menevia,813.5234375,-204.953125,1
1945,Orc Camp,0,WOD_OrcCamp_Medium_03,849,174,41,87,8494117497,Menevia,849.3203125,-174.2421875,1
1947,Orc Camp,0,WOD_OrcCamp_Small_01,841,196,58,6,8415819605,Menevia,841.453125,-196.9609375,1
1948,Orc Camp,0,WOD_OrcCamp_Small_02,847,182,29,10,8472918210,Menevia,847.2265625,-182.921875,1
1949,Orc Camp,0,WOD_OrcCamp_Small_03,829,201,118,116,829127201116,Menevia,829.9921875,-201.09375,1
1950,Orc Camp,0,WOD_OrcCamp_Medium_01,834,174,83,116,83483174116,Menevia,834.6484375,-174.09375,1
1953,Orc Camp,0,WOD_OrcCamp_Large_01,829,169,67,106,82967169110,Menevia,829.5234375,-169.140625,1
1955,Orc Camp,0,WOD_OrcCamp_Small_02,849,183,31,61,8493118361,Menevia,849.2421875,-183.5234375,1
1961,Orc Camp,0,WOD_OrcCamp_Small_01,820,209,106,84,82010620984,Menevia,820.828125,-209.34375,1
1962,Orc Camp,0,WOD_OrcCamp_Small_02,835,175,18,73,8351817573,Menevia,835.140625,-175.4296875,1
1964,Orc Camp,0,WOD_OrcCamp_Medium_01,791,207,95,100,79195207100,Menevia,791.7421875,-207.21875,1
1968,Orc Camp,0,WOD_OrcCamp_Small_01,818,180,70,44,8187018044,Menevia,818.546875,-180.65625,1
1969,Orc Camp,0,WOD_OrcCamp_Small_02,838,170,56,22,8385617022,Menevia,838.4375,-170.828125,1
1970,Orc Camp,0,WOD_OrcCamp_Small_03,840,198,19,13,8401919813,Menevia,840.1484375,-198.8984375,1
1971,Orc Camp,0,WOD_OrcCamp_Medium_01,844,204,108,50,84410820450,Menevia,844.84375,-204.609375,1
1974,Orc Camp,0,WOD_OrcCamp_Large_01,809,174,21,95,8091717495,Menevia,809.1328125,-174.2578125,1
1975,Orc Camp,0,WOD_OrcCamp_Small_01,818,204,27,123,81827204123,Menevia,818.2109375,-204.0390625,1
1976,Orc Camp,0,WOD_OrcCamp_Small_02,804,177,41,108,80441177108,Menevia,804.3203125,-177.15625,1
1978,Orc Camp,0,WOD_OrcCamp_Medium_01,798,160,106,114,798106160114,Menevia,798.828125,-160.109375,1
1981,Orc Camp,0,WOD_OrcCamp_Large_01,812,172,101,21,81210117210,Menevia,812.7890625,-172.921875,1
1982,Orc Camp,0,WOD_OrcCamp_Small_01,830,166,46,73,8304616673,Menevia,830.359375,-166.4296875,1
1983,Orc Camp,0,WOD_OrcCamp_Small_02,797,210,46,77,7974621077,Menevia,797.359375,-210.3984375,1
1984,Orc Camp,0,WOD_OrcCamp_Small_03,842,179,41,97,8424117997,Menevia,842.3203125,-179.2421875,1
1985,Orc Camp,0,WOD_OrcCamp_Medium_01,844,173,100,115,844100173122,Menevia,844.78125,-173.046875,1
1986,Orc Camp,0,WOD_OrcCamp_Medium_02,820,206,119,76,82011920676,Menevia,820.9296875,-206.40625,1
1988,Orc Camp,0,WOD_OrcCamp_Large_01,815,169,108,74,81511616974,Menevia,815.90625,-169.421875,1
1990,Orc Camp,0,WOD_OrcCamp_Small_02,808,190,73,90,8087319090,Menevia,808.5703125,-190.296875,1
1991,Orc Camp,0,WOD_OrcCamp_Small_03,846,211,116,24,84611621124,Menevia,846.90625,-211.8125,1
1992,Orc Camp,0,WOD_OrcCamp_Medium_01,815,209,32,59,8153220959,Menevia,815.25,-209.5390625,1
1994,Orc Camp,0,WOD_OrcCamp_Medium_03,848,186,93,31,84810018618,Menevia,848.78125,-186.859375,1
1995,Orc Camp,0,WOD_OrcCamp_Large_01,798,196,35,20,7983519605,Menevia,798.2734375,-196.9609375,1
1996,Orc Camp,0,WOD_OrcCamp_Small_01,841,205,46,104,84146205104,Menevia,841.359375,-205.1875,1
1997,Orc Camp,0,WOD_OrcCamp_Small_02,819,174,76,116,81976174116,Menevia,819.59375,-174.09375,1
1998,Orc Camp,0,WOD_OrcCamp_Small_03,799,201,63,83,7996320183,Menevia,799.4921875,-201.3515625,1
1999,Orc Camp,0,WOD_OrcCamp_Medium_01,843,181,78,64,8437818164,Menevia,843.609375,-181.5,1
1909,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,836,156,36,8,8363615603,Menevia,836.28125,-156.9765625,3
1915,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,806,158,90,116,80690158119,Menevia,806.703125,-158.0703125,3
1924,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,807,154,37,91,8073715491,Menevia,807.2890625,-154.2890625,3
1927,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,851,146,91,78,8519114678,Menevia,851.7109375,-146.390625,3
1929,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,800,153,37,100,80037153100,Menevia,800.2890625,-153.21875,3
1930,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,800,150,82,101,80082150101,Menevia,800.640625,-150.2109375,3
1931,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,834,155,93,38,83411115510,Menevia,834.8671875,-155.921875,3
1939,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,824,159,22,59,8240915959,Menevia,824.0703125,-159.5390625,3
1951,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,820,147,47,67,8204714767,Menevia,820.3671875,-147.4765625,3
1952,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,827,148,54,54,8275414854,Menevia,827.421875,-148.578125,3
1954,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,837,148,32,83,8373214883,Menevia,837.25,-148.3515625,3
1956,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,815,152,40,79,8154015279,Menevia,815.3125,-152.3828125,3
1958,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,843,164,97,120,84397164120,Menevia,843.7578125,-164.0625,3
1963,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,831,157,82,11,8318215705,Menevia,831.640625,-157.9609375,3
1967,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,838,153,65,15,8386515314,Menevia,838.5078125,-153.890625,3
1972,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,849,154,122,95,84912415495,Menevia,849.96875,-154.2578125,3
1977,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,843,146,37,113,84337146113,Menevia,843.2890625,-146.1171875,3
1980,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,842,149,95,67,84210514967,Menevia,842.8203125,-149.4765625,3
1987,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,835,146,79,95,83579146113,Menevia,835.6171875,-146.1171875,3
1989,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,830,160,17,92,8301716092,Menevia,830.1328125,-160.28125,3
292,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,850,142,72,49,8507214249,Menevia,850.5625,-142.6171875,4
