fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
1112,Orc Camp,0,WOD_OrcCamp_Medium_03,76,367,14,69,40,367691437,Ykalon,367.5390625,-14.7109375,2
1113,Orc Camp,0,WOD_OrcCamp_Large_01,-22,385,7,105,109,38510507116,Ykalon,385.8203125,-7.09375,2
1115,Orc Camp,0,WOD_OrcCamp_Small_02,78,351,25,54,123,3515425125,Ykalon,351.421875,-25.0234375,2
1116,Orc Camp,0,WOD_OrcCamp_Small_03,-125,400,23,114,52,4001142352,Ykalon,400.890625,-23.59375,2
1118,Orc Camp,0,WOD_OrcCamp_Medium_02,-135,325,27,52,8,325522706,Ykalon,325.40625,-27.953125,2
1121,Orc Camp,0,WOD_OrcCamp_Small_01,23,410,19,81,82,410811982,Ykalon,410.6328125,-19.359375,2
1122,Orc Camp,0,WOD_OrcCamp_Small_02,-22,429,10,59,6,429591003,Ykalon,429.4609375,-10.9765625,2
1128,Orc Camp,0,WOD_OrcCamp_Small_01,-36,280,20,114,87,2801142087,Ykalon,280.890625,-20.3203125,2
1130,Orc Camp,0,WOD_OrcCamp_Small_03,111,356,23,88,22,356882322,Ykalon,356.6875,-23.828125,2
1132,Orc Camp,0,WOD_OrcCamp_Medium_02,124,295,33,41,24,295413324,Ykalon,295.3203125,-33.8125,2
1134,Orc Camp,0,WOD_OrcCamp_Large_01,-155,364,30,101,20,3641013001,Ykalon,364.7890625,-30.9921875,2
1135,Orc Camp,0,WOD_OrcCamp_Small_01,-134,338,27,8,81,338082781,Ykalon,338.0625,-27.3671875,2
1138,Orc Camp,0,WOD_OrcCamp_Medium_01,180,403,7,60,87,403600787,Ykalon,403.46875,-7.3203125,2
1142,Orc Camp,0,WOD_OrcCamp_Small_01,-135,307,16,10,17,307101617,Ykalon,307.078125,-16.8671875,2
1143,Orc Camp,0,WOD_OrcCamp_Small_02,46,441,12,102,6,4411021201,Ykalon,441.796875,-12.9921875,2
1144,Orc Camp,0,WOD_OrcCamp_Small_03,177,282,18,65,9,282651803,Ykalon,282.5078125,-18.9765625,2
1145,Orc Camp,0,WOD_OrcCamp_Medium_01,-85,427,8,78,92,427780892,Ykalon,427.609375,-8.28125,2
1146,Orc Camp,0,WOD_OrcCamp_Medium_02,-57,373,14,88,114,3738814114,Ykalon,373.6875,-14.109375,2
1149,Orc Camp,0,WOD_OrcCamp_Small_01,-41,349,27,13,92,349132792,Ykalon,349.1015625,-27.28125,2
1152,Orc Camp,0,WOD_OrcCamp_Medium_01,111,380,15,69,77,380691577,Ykalon,380.5390625,-15.3984375,2
1154,Orc Camp,0,WOD_OrcCamp_Medium_03,-150,399,5,44,43,399370508,Ykalon,399.2890625,-5.9375,2
1156,Orc Camp,0,WOD_OrcCamp_Small_01,129,437,1,67,41,437670141,Ykalon,437.5234375,-1.6796875,2
1159,Orc Camp,0,WOD_OrcCamp_Medium_01,-18,375,21,42,11,375422103,Ykalon,375.328125,-21.9765625,2
1160,Orc Camp,0,WOD_OrcCamp_Medium_02,21,390,26,74,59,390742659,Ykalon,390.578125,-26.5390625,2
1162,Orc Camp,0,WOD_OrcCamp_Large_01,42,357,2,106,22,3571200215,Ykalon,357.9375,-2.8828125,2
1163,Orc Camp,0,WOD_OrcCamp_Small_01,54,385,19,64,60,385641960,Ykalon,385.5,-19.53125,2
1164,Orc Camp,0,WOD_OrcCamp_Small_02,77,293,7,8,83,293080783,Ykalon,293.0625,-7.3515625,2
1166,Orc Camp,0,WOD_OrcCamp_Medium_01,-78,402,28,76,12,402762801,Ykalon,402.59375,-28.9921875,2
1170,Orc Camp,0,WOD_OrcCamp_Small_01,-53,384,7,114,111,38411407111,Ykalon,384.890625,-7.1328125,2
1171,Orc Camp,0,WOD_OrcCamp_Small_02,139,371,19,82,122,3718219122,Ykalon,371.640625,-19.046875,2
1172,Orc Camp,0,WOD_OrcCamp_Small_03,-166,293,15,49,10,293491509,Ykalon,293.3828125,-15.9296875,2
1175,Orc Camp,0,WOD_OrcCamp_Medium_03,25,383,13,85,41,3831191317,Ykalon,383.9296875,-13.8671875,2
1177,Orc Camp,0,WOD_OrcCamp_Small_01,-125,412,16,108,70,4121081670,Ykalon,412.84375,-16.453125,2
1181,Orc Camp,0,WOD_OrcCamp_Medium_02,20,393,20,67,41,393672041,Ykalon,393.5234375,-20.6796875,2
1183,Orc Camp,0,WOD_OrcCamp_Large_01,-81,336,27,106,58,3361062758,Ykalon,336.828125,-27.546875,2
1187,Orc Camp,0,WOD_OrcCamp_Medium_01,58,351,1,102,47,3511020147,Ykalon,351.796875,-1.6328125,2
1189,Orc Camp,0,WOD_OrcCamp_Medium_03,103,311,9,83,39,311830931,Ykalon,311.6484375,-9.7578125,2
1190,Orc Camp,0,WOD_OrcCamp_Large_01,-41,324,15,68,105,3246815105,Ykalon,324.53125,-15.1796875,2
1191,Orc Camp,0,WOD_OrcCamp_Small_01,-130,381,0,31,44,381310044,Ykalon,381.2421875,-0.65625,2
1192,Orc Camp,0,WOD_OrcCamp_Small_02,-114,434,16,17,15,434171615,Ykalon,434.1328125,-16.8828125,2
1193,Orc Camp,0,WOD_OrcCamp_Small_03,-32,321,20,86,35,321862035,Ykalon,321.671875,-20.7265625,2
1195,Orc Camp,0,WOD_OrcCamp_Medium_02,-81,278,22,114,49,2781142249,Ykalon,278.890625,-22.6171875,2
1196,Orc Camp,0,WOD_OrcCamp_Medium_03,98,297,26,73,90,2977326122,Ykalon,297.5703125,-26.046875,2
