fid,name,type,prefab,worldX,worldY,locationID,terrainX,terrainY,region,gisX,gixY,rotYaxis,climate,color,sink
75763,Rocks,1,WOD_Rocks_Round_LightGray_Medium_12,130,255,13010025571,100,71,Betony,130.78125,-255.4453125,-36,Temperate Woodlands,LightGray,0.5
75606,Rocks,1,WOD_Rocks_Round_LightGray_Small_08,121,254,1219125486,91,86,Betony,121.7109375,-254.328125,-104,Temperate Woodlands,LightGray,0.5
75726,Rocks,1,WOD_Rocks_Round_LightGray_Small_05,126,253,126119253127,119,127,Betony,126.9296875,-253.0078125,91,Temperate Woodlands,LightGray,0.5
75673,Rocks,1,WOD_Rocks_Round_LightGray_Medium_12,109,270,1097727071,77,71,Betony,109.6015625,-270.4453125,34,Temperate Woodlands,LightGray,0.5
75688,Rocks,1,WOD_Rocks_Round_LightGray_Medium_02,111,264,11111526408,115,8,Betony,111.8984375,-264.9375,5,Temperate Woodlands,LightGray,0.5
75511,Rocks,1,WOD_Rocks_Round_LightGray_Medium_11,119,262,119112262119,112,119,Betony,119.875,-262.0703125,178,Temperate Woodlands,LightGray,0.5
75756,Rocks,1,WOD_Rocks_Round_LightGray_Medium_05,114,272,1141427278,14,78,Betony,114.109375,-272.390625,72,Temperate Woodlands,LightGray,0.5
75792,Rocks,1,WOD_Rocks_Round_LightGray_Large_06,130,260,1301026083,10,83,Betony,130.078125,-260.3515625,-59,Temperate Woodlands,LightGray,0.5
75770,Rocks,1,WOD_Rocks_Round_LightGray_Large_09,115,260,11519260118,19,118,Betony,115.1484375,-260.078125,-144,Temperate Woodlands,LightGray,0.5
75734,Rocks,1,WOD_Rocks_Round_LightGray_Medium_06,114,271,11410527196,105,96,Betony,114.8203125,-271.25,-84,Temperate Woodlands,LightGray,0.5
75820,Rocks,1,WOD_Rocks_Round_LightGray_Medium_04,118,264,1181326473,13,73,Betony,118.1015625,-264.4296875,-153,Temperate Woodlands,LightGray,0.5
75704,Rocks,1,WOD_Rocks_Round_LightGray_Small_08,126,261,1264226154,42,54,Betony,126.328125,-261.578125,-7,Temperate Woodlands,LightGray,0.5
75647,Rocks,1,WOD_Rocks_Round_LightGray_Medium_03,119,268,1191826893,18,93,Betony,119.140625,-268.2734375,18,Temperate Woodlands,LightGray,0.5
75599,Rocks,1,WOD_Rocks_Round_LightGray_Large_05,119,269,1192026998,20,98,Betony,119.15625,-269.234375,-36,Temperate Woodlands,LightGray,0.5
75827,Rocks,1,WOD_Rocks_Round_LightGray_Large_04,110,262,11001262128,1,128,Betony,110.0078125,-262,41,Temperate Woodlands,LightGray,0.5
75620,Rocks,1,WOD_Rocks_Round_LightGray_Large_06,115,269,11527269108,27,108,Betony,115.2109375,-269.15625,-132,Temperate Woodlands,LightGray,0.5
75667,Rocks,1,WOD_Rocks_Round_LightGray_Medium_04,120,265,1201526578,15,78,Betony,120.1171875,-265.390625,20,Temperate Woodlands,LightGray,0.5
75596,Rocks,1,WOD_Rocks_Round_LightGray_Medium_11,113,263,1139926301,99,1,Betony,113.7734375,-263.9921875,150,Temperate Woodlands,LightGray,0.5
75519,Rocks,1,WOD_Rocks_Round_LightGray_Small_05,131,259,1310925964,9,64,Betony,131.0703125,-259.5,-74,Temperate Woodlands,LightGray,0.5
75684,Rocks,1,WOD_Rocks_Round_LightGray_Small_07,115,262,1157226273,72,73,Betony,115.5625,-262.4296875,94,Temperate Woodlands,LightGray,0.5
75545,Rocks,1,WOD_Rocks_Round_LightGray_Small_06,122,257,12212125749,121,49,Betony,122.9453125,-257.6171875,-64,Temperate Woodlands,LightGray,0.5
75711,Rocks,1,WOD_Rocks_Round_LightGray_Medium_08,111,264,1119126416,91,16,Betony,111.7109375,-264.875,124,Temperate Woodlands,LightGray,0.5
75806,Rocks,1,WOD_Rocks_Round_LightGray_Large_03,112,265,11248265104,48,104,Betony,112.375,-265.1875,11,Temperate Woodlands,LightGray,0.5
75580,Rocks,1,WOD_Rocks_Round_LightGray_Large_06,115,271,1158627133,86,33,Betony,115.671875,-271.7421875,172,Temperate Woodlands,LightGray,0.5
75795,Rocks,1,WOD_Rocks_Round_LightGray_Large_09,114,257,1141625744,16,44,Betony,114.125,-257.65625,44,Temperate Woodlands,LightGray,0.5
75614,Rocks,1,WOD_Rocks_Round_LightGray_Medium_09,111,260,1113626047,36,47,Betony,111.28125,-260.6328125,124,Temperate Woodlands,LightGray,0.5
75674,Rocks,1,WOD_Rocks_Round_LightGray_Large_02,127,253,1277425352,74,52,Betony,127.578125,-253.59375,-174,Temperate Woodlands,LightGray,0.5
75834,Rocks,1,WOD_Rocks_Round_LightGray_Small_07,120,255,1204725563,47,63,Betony,120.3671875,-255.5078125,-132,Temperate Woodlands,LightGray,0.5
75583,Rocks,1,WOD_Rocks_Round_LightGray_Large_09,119,259,1194225910,42,10,Betony,119.328125,-259.921875,-86,Temperate Woodlands,LightGray,0.5
75781,Rocks,1,WOD_Rocks_Round_LightGray_Medium_05,117,257,1177825724,78,24,Betony,117.609375,-257.8125,122,Temperate Woodlands,LightGray,0.5
75615,Rocks,1,WOD_Rocks_Round_LightGray_Medium_11,109,269,1097426933,74,33,Betony,109.578125,-269.7421875,-76,Temperate Woodlands,LightGray,0.5
75693,Rocks,1,WOD_Rocks_Round_LightGray_Medium_11,122,257,1221725711,17,11,Betony,122.1328125,-257.9140625,-112,Temperate Woodlands,LightGray,0.5
75629,Rocks,1,WOD_Rocks_Round_LightGray_Medium_04,114,265,1141826584,18,84,Betony,114.140625,-265.34375,-158,Temperate Woodlands,LightGray,0.5
75570,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_04,130,255,1305025516,50,16,Betony,130.390625,-255.875,32,Temperate Woodlands,LightGray,0.5
75811,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_03,113,258,1138725801,87,1,Betony,113.6796875,-258.9921875,155,Temperate Woodlands,LightGray,0.5
75670,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_07,112,263,1124726371,47,71,Betony,112.3671875,-263.4453125,59,Temperate Woodlands,LightGray,0.5
75691,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_08,130,260,1302126010,21,10,Betony,130.1640625,-260.921875,-138,Temperate Woodlands,LightGray,0.5
75532,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_07,131,257,1314225768,42,68,Betony,131.328125,-257.46875,143,Temperate Woodlands,LightGray,0.5
75844,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_11,115,264,11510826411,108,11,Betony,115.84375,-264.9140625,-161,Temperate Woodlands,LightGray,0.5
75842,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_09,124,257,12477257108,77,108,Betony,124.6015625,-257.15625,135,Temperate Woodlands,LightGray,0.5
75743,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Large_07,110,259,1103125938,31,38,Betony,110.2421875,-259.703125,-151,Temperate Woodlands,LightGray,0.5
75848,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Large_04,111,263,1116126341,61,41,Betony,111.4765625,-263.6796875,103,Temperate Woodlands,LightGray,0.5
75753,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_02,110,271,1101727158,17,58,Betony,110.1328125,-271.546875,125,Temperate Woodlands,LightGray,0.5
75623,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_03,109,263,10910926354,109,54,Betony,109.8515625,-263.578125,-17,Temperate Woodlands,LightGray,0.5
75631,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_07,133,257,13393257105,93,105,Betony,133.7265625,-257.1796875,105,Temperate Woodlands,LightGray,0.5
75762,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_11,115,265,1159826511,98,11,Betony,115.765625,-265.9140625,-36,Temperate Woodlands,LightGray,0.5
75754,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_03,120,269,1203626971,36,71,Betony,120.28125,-269.4453125,-149,Temperate Woodlands,LightGray,0.5
75800,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_09,125,259,1258825949,88,49,Betony,125.6875,-259.6171875,29,Temperate Woodlands,LightGray,0.5
75546,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_08,131,256,13185256110,85,110,Betony,131.6640625,-256.140625,-50,Temperate Woodlands,LightGray,0.5
75669,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_06,121,254,1211625405,16,5,Betony,121.125,-254.9609375,-151,Temperate Woodlands,LightGray,0.5
75752,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_01,112,271,11251271121,51,121,Betony,112.3984375,-271.0546875,12,Temperate Woodlands,LightGray,0.5
75736,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_09,126,261,1263126178,31,78,Betony,126.2421875,-261.390625,135,Temperate Woodlands,LightGray,0.5
75568,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_09,115,268,11543268126,43,126,Betony,115.3359375,-268.015625,71,Temperate Woodlands,LightGray,0.5
75624,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_04,110,259,110124259120,124,120,Betony,110.96875,-259.0625,-113,Temperate Woodlands,LightGray,0.5
75744,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Large_08,116,265,1165226554,52,54,Betony,116.40625,-265.578125,27,Temperate Woodlands,LightGray,0.5
75565,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_05,125,264,125116264100,116,100,Betony,125.90625,-264.21875,-58,Temperate Woodlands,LightGray,0.5
75833,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_06,117,251,1179925102,99,2,Betony,117.7734375,-251.984375,93,Ocean,LightGray,0.5
75793,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Large_07,118,268,1186626853,66,53,Betony,118.515625,-268.5859375,-12,Temperate Woodlands,LightGray,0.5
75775,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_06,114,272,11444272118,44,118,Betony,114.34375,-272.078125,-156,Temperate Woodlands,LightGray,0.5
75638,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Large_07,114,258,114111258126,111,126,Betony,114.8671875,-258.015625,152,Temperate Woodlands,LightGray,0.5
75819,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_03,118,253,1186225309,62,9,Betony,118.484375,-253.9296875,74,Temperate Woodlands,LightGray,0.5
75723,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_01,129,258,1293425827,34,27,Betony,129.265625,-258.7890625,-55,Temperate Woodlands,LightGray,0.5
75657,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_01,127,262,1271526255,15,55,Betony,127.1171875,-262.5703125,-151,Temperate Woodlands,LightGray,0.5
75652,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_12,126,253,1263225391,32,91,Betony,126.25,-253.2890625,-150,Temperate Woodlands,LightGray,0.5
75635,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Large_02,114,257,114127257113,127,113,Betony,114.9921875,-257.1171875,146,Temperate Woodlands,LightGray,0.5
75690,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_06,122,263,1229126350,91,50,Betony,122.7109375,-263.609375,114,Temperate Woodlands,LightGray,0.5
75799,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_07,128,256,1283925676,39,76,Betony,128.3046875,-256.40625,115,Temperate Woodlands,LightGray,0.5
75783,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_07,128,257,1288225718,82,18,Betony,128.640625,-257.859375,53,Temperate Woodlands,LightGray,0.5
75604,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_03,122,259,1225025997,50,97,Betony,122.390625,-259.2421875,112,Temperate Woodlands,LightGray,0.5
75645,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_07,110,265,1101826542,18,42,Betony,110.140625,-265.671875,-162,Temperate Woodlands,LightGray,0.5
75686,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Small_09,117,256,1171125630,11,30,Betony,117.0859375,-256.765625,42,Temperate Woodlands,LightGray,0.5
75578,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Large_03,110,261,1102926166,29,66,Betony,110.2265625,-261.484375,-118,Temperate Woodlands,LightGray,0.5
75731,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Medium_01,112,266,112125266102,125,102,Betony,112.9765625,-266.203125,43,Temperate Woodlands,LightGray,0.5
75715,Rocks,1,WOD_Rocks_Round_LightGray_Grass_Large_01,117,252,11750252126,50,126,Betony,117.390625,-252.015625,-174,Temperate Woodlands,LightGray,0.5
