name,type,prefab,worldX,worldY,locationID,terrainX,terrainY,rotYaxis,region
Rocks,2,WOD_Rocks_Large_05r1,856,189,8565018954,50,54,72,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,907,222,9073622255,36,55,-83,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,921,255,92111625518,116,18,84,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,939,223,9396922361,69,61,178,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,903,213,9032321309,23,9,-180,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,866,217,8666421761,64,61,25,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,902,185,9023618593,36,93,-145,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,918,253,9181325320,13,20,72,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,983,258,9836425854,64,54,33,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,873,197,87383197102,83,102,-23,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,854,216,8547221620,72,20,-168,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,849,215,8493521550,35,50,178,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,932,215,9326021504,60,4,-13,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,943,210,9431021056,10,56,-69,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,901,218,90110221845,102,45,-25,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,890,189,89010518992,105,92,-2,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,964,248,9646124860,61,60,103,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,880,185,88011318550,113,50,-9,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,946,244,9467224482,72,82,111,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,907,207,90711120768,111,68,144,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,884,243,8846124315,61,15,78,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,936,240,9366024063,60,63,31,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,878,214,8785421464,54,64,93,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,929,240,9299624027,96,27,23,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,896,232,8967623269,76,69,-51,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,895,242,8953624274,36,74,42,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,968,246,96809246110,9,110,-13,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,910,201,91073201109,73,109,-95,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,855,189,8.55E+11,120,118,86,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,978,262,97886262108,86,108,-180,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,838,222,83852222105,52,105,38,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,887,220,88736220101,36,101,-75,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,843,242,8437324264,73,64,137,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,978,262,9785226261,52,61,-98,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,844,221,8448622141,86,41,59,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,845,219,8451221983,12,83,113,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,891,235,8.91E+11,115,113,-85,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,927,215,9275121542,51,42,-117,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,979,240,9797424015,74,15,-43,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,880,255,8808425561,84,61,106,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,954,220,95412322073,123,73,-123,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,892,194,8929519442,95,42,-84,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,913,251,9139325184,93,84,156,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,884,240,8843724014,37,14,-178,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,923,261,9232326152,23,52,114,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,970,250,9704725076,47,76,29,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,866,237,8661923779,19,79,69,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,953,254,95369254101,69,101,8,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,916,197,9161519769,15,69,-164,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,879,225,8790322505,3,5,69,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,942,263,94228263105,28,105,150,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,849,201,84964201123,64,123,-149,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,851,202,8515120277,51,77,54,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,849,200,84911420060,114,60,-43,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,859,230,8594423029,44,29,135,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,936,241,9366924197,69,97,-83,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,938,253,93810625365,106,65,-22,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,951,229,95118229101,18,101,94,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,920,255,92082255108,82,108,0,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,880,245,8.80E+11,106,111,11,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,855,204,8551020438,10,38,-92,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,861,249,8612024983,20,83,-64,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,891,214,8912921447,29,47,67,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,898,257,89810225799,102,99,-148,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,901,218,9013321818,33,18,-120,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,927,214,9272421467,24,67,-45,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,830,212,83012321215,123,15,124,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,877,212,8778121274,81,74,47,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,933,236,93310123688,101,88,66,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,932,234,93232234122,32,122,130,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,934,246,93474246118,74,118,15,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,937,261,9370326142,3,42,-146,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,881,251,8818625150,86,50,-42,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,929,230,9299123015,91,15,103,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,839,222,8391822274,18,74,-147,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,885,200,88599200105,99,105,-124,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,860,226,8601822677,18,77,-89,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,914,256,9.14E+11,125,125,146,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,861,239,86169239109,69,109,129,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,910,228,9104922860,49,60,61,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,979,249,9791424933,14,33,134,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,854,194,85410219446,102,46,34,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,880,225,88011322567,113,67,-178,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,982,263,98276263108,76,108,-7,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,901,216,9014021697,40,97,3,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,870,197,87012519736,125,36,-77,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,954,226,95492226101,92,101,-86,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,884,196,8844519604,45,4,-60,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,972,260,97245260114,45,114,-100,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,854,216,8542021658,20,58,33,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,913,206,9135520667,55,67,-122,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,851,202,85112420245,124,45,-50,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,855,229,85579229105,79,105,-133,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,929,221,9298322119,83,19,164,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,951,231,95110123159,101,59,-87,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,897,192,89718192113,18,113,150,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,895,247,8954624792,46,92,-29,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,905,244,90578244114,78,114,-174,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,922,200,9220420017,4,17,-48,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,875,226,8757722614,77,14,-65,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,869,194,8697919447,79,47,13,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,876,215,8767021544,70,44,125,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,868,213,86883213123,83,123,11,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,871,242,8715024290,50,90,-33,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,961,234,9619923436,99,36,93,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,881,187,88120187109,20,109,107,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,918,204,91811120465,111,65,160,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,931,252,9315025277,50,77,162,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,832,224,8325122472,51,72,-76,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,933,212,93315212122,15,122,-30,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,843,220,84311622090,116,90,-121,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,900,211,9000321152,3,52,-172,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,841,221,8416022119,60,19,-65,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,946,263,9462826351,28,51,151,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,874,208,8745620896,56,96,27,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,907,196,90711019663,110,63,125,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,910,235,9106923582,69,82,-169,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,880,199,8808719984,87,84,-173,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,879,254,87952254119,52,119,-65,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,882,245,88250245110,50,110,170,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,901,256,9014025670,40,70,-76,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,854,236,8546523641,65,41,151,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,908,261,9087626113,76,13,25,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,847,227,8476922701,69,1,56,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,893,210,8933821013,38,13,141,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,965,266,9657326656,73,56,163,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,885,251,8859625146,96,46,-62,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,863,220,8630422046,4,46,-50,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,897,218,8978621860,86,60,-144,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,869,248,8691924870,19,70,26,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,904,227,9048322723,83,23,70,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,880,230,88090230114,90,114,15,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,913,217,9136321717,63,17,-171,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,978,245,9781824519,18,19,-23,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,924,244,9242924496,29,96,88,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,909,230,90901230114,1,114,-90,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,948,217,94811321774,113,74,71,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,880,198,8802719899,27,99,-48,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,950,249,9.50E+11,127,106,112,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,970,260,9702326070,23,70,-43,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,956,228,9566522845,65,45,49,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,880,206,8807620684,76,84,-12,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,928,227,9285222763,52,63,-58,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,885,223,8854222347,42,47,-9,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,983,246,98355246113,55,113,14,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,847,228,84758228128,58,128,-170,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,860,236,8605023633,50,33,61,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,898,214,8985021437,50,37,169,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,937,263,9371226397,12,97,120,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,856,239,8564523993,45,93,72,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,847,221,8.47E+11,125,104,174,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,927,250,9278825087,88,87,-13,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,902,245,9028324584,83,84,140,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,929,219,9295421932,54,32,-92,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,885,223,8854922383,49,83,-46,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,959,234,9594123458,41,58,36,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,948,243,9.48E+11,114,113,-91,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,888,236,8882223647,22,47,42,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,941,260,9415026061,50,61,-22,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,881,220,8814022041,40,41,19,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,893,221,8932322169,23,69,-104,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,836,240,8367424045,74,45,20,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,867,242,8675924292,59,92,147,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,955,228,9559622813,96,13,149,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,933,242,93358242106,58,106,-24,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,889,220,8895222045,52,45,14,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,941,256,9418425695,84,95,157,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,937,257,93711925779,119,79,-158,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,892,255,8926125581,61,81,39,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,927,244,9.27E+11,118,122,-163,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,872,208,87212820861,128,61,-156,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,866,214,8660521477,5,77,-99,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,870,215,8706121570,61,70,-70,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,911,199,91182199113,82,113,-95,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,859,232,8592923297,29,97,-148,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,912,187,91210518799,105,99,-93,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,913,223,9136122313,61,13,78,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,869,205,86937205115,37,115,137,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,924,256,9245225614,52,14,-31,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,888,210,8885421064,54,64,-104,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,947,212,9476021203,60,3,174,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,905,236,90564236106,64,106,-59,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,874,222,8744222258,42,58,167,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,842,243,8426924382,69,82,67,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,879,194,8799219497,92,97,-42,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,917,197,91738197102,38,102,-167,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,865,219,8652321904,23,4,134,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,977,270,9776727004,67,4,-5,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,891,241,8917624176,76,76,-88,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,866,222,8661922249,19,49,173,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,971,240,9717324026,73,26,10,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,879,225,8794622554,46,54,165,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,901,211,9.01E+11,109,113,122,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,944,220,94484220108,84,108,-67,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,948,219,9485021945,50,45,-92,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,929,223,9299122397,91,97,-150,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,884,197,8844219746,42,46,-26,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,983,248,98324248127,24,127,124,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,859,196,8592619629,26,29,-120,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,935,247,9350124796,1,96,-129,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,964,240,96412424037,124,37,-28,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,951,228,9514922856,49,56,160,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,861,247,86170247124,70,124,-94,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,868,197,8684219752,42,52,-140,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,873,208,8735020855,50,55,57,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,836,240,8367324050,73,50,-141,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,977,263,97727263111,27,111,-99,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,917,201,9175420184,54,84,-178,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,856,240,8564624003,46,3,-41,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,926,204,9269020477,90,77,0,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,896,228,8965122879,51,79,-109,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,878,198,8787819864,78,64,-171,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,846,223,84610622355,106,55,141,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,865,189,86586189124,86,124,50,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,953,231,9532223126,22,26,-29,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,861,187,8615618756,56,56,-33,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,953,238,9535923876,59,76,40,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,894,184,8940418452,4,52,-87,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,856,189,8568818947,88,47,97,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,919,255,91912725560,127,60,-156,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,938,238,93810023828,100,28,-94,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,957,234,9575823473,58,73,-107,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,849,215,84911421527,114,27,-93,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,895,246,89511524617,115,17,173,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,849,215,84958215101,58,101,16,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,917,224,9173322452,33,52,-178,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,925,257,9255625767,56,67,-29,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,935,254,93510825406,108,6,-45,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,905,219,9054421988,44,88,132,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,888,215,8889221567,92,67,84,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,900,211,9004221167,42,67,137,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,855,236,8554423620,44,20,21,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,946,219,9460121965,1,65,-52,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,976,253,9762225365,22,65,-130,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,842,243,8428224392,82,92,15,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,861,247,8614924701,49,1,-158,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,890,256,8909725646,97,46,-69,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,884,234,88427234120,27,120,-44,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,883,210,8831021022,10,22,-166,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,877,212,8.77E+11,125,100,25,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,903,201,9032920152,29,52,-33,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,923,260,9236526092,65,92,-167,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,919,215,91903215102,3,102,-82,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,947,254,9470925401,9,1,100,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,934,257,9.34E+11,105,104,87,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,877,226,8775122697,51,97,-70,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,882,220,8826822070,68,70,9,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,892,186,8920518667,5,67,55,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,878,226,8784622678,46,78,119,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,970,259,9704025947,40,47,-138,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,840,243,84010224352,102,52,-157,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,982,242,9822324214,23,14,53,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,946,255,94669255109,69,109,71,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,973,262,9734726273,47,73,-55,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,908,191,90868191110,68,110,176,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,873,205,87322205108,22,108,-84,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,888,194,8888119451,81,51,-126,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,955,234,9552723483,27,83,55,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,916,249,9168124915,81,15,159,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,859,234,8597923476,79,76,54,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,928,247,9.28E+11,111,102,117,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,848,224,8484122492,41,92,-110,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,882,255,8824025556,40,56,-99,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,924,256,92411425676,114,76,-14,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,946,212,9466421288,64,88,-101,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,845,218,8453321822,33,22,105,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,929,246,9.29E+11,101,104,104,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,904,242,9.04E+11,102,114,170,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,956,216,9561421633,14,33,-165,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,951,231,9519223101,92,1,158,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,899,211,8995421118,54,18,120,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,961,234,9613623482,36,82,20,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,869,229,86911522963,115,63,-163,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,930,261,9307726156,77,56,-56,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,958,234,9585423413,54,13,-3,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,895,205,89510120569,101,69,115,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,890,237,8900123796,1,96,-60,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,842,224,8422322469,23,69,-157,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,869,236,8694923663,49,63,120,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,946,254,9466425437,64,37,-64,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,985,243,9852824304,28,4,108,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,885,195,88511819570,118,70,47,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,896,232,8.96E+11,118,115,21,Wayrest
Rocks,2,WOD_Rocks_Large_05r1,930,242,9308324295,83,95,6,Wayrest
