fid,name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
431,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,878,169,95,82,8789516982,Orsinium Area,878.7421875,-169.359375,3
432,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,880,168,47,69,8804716869,Orsinium Area,880.3671875,-168.4609375,3
433,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,866,169,93,50,86612516950,Orsinium Area,866.9765625,-169.609375,3
434,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,867,171,28,40,8672817140,Orsinium Area,867.21875,-171.6875,3
435,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,865,169,106,22,86510616922,Orsinium Area,865.828125,-169.828125,3
1501,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,882,161,92,67,8829216167,Orsinium Area,882.71875,-161.4765625,3
1502,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,863,148,116,51,86311614851,Orsinium Area,863.90625,-148.6015625,3
1503,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,853,166,7,78,8530316678,Orsinium Area,853.0234375,-166.390625,3
1504,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,896,175,91,91,89612417591,Orsinium Area,896.96875,-175.2890625,3
1505,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,871,152,102,18,87110215218,Orsinium Area,871.796875,-152.859375,3
1506,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,886,151,13,72,8861315172,Orsinium Area,886.1015625,-151.4375,3
1508,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,857,154,35,47,8573515447,Orsinium Area,857.2734375,-154.6328125,3
1509,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,882,163,10,35,8820516335,Orsinium Area,882.0390625,-163.7265625,3
1513,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,870,170,88,17,8708817017,Orsinium Area,870.6875,-170.8671875,3
1514,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,865,159,31,55,8653115955,Orsinium Area,865.2421875,-159.5703125,3
1516,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,901,178,86,115,90186178122,Orsinium Area,901.671875,-178.046875,3
1517,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,863,166,92,8,8639216608,Orsinium Area,863.71875,-166.9375,3
1520,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,890,162,60,27,8906016227,Orsinium Area,890.46875,-162.7890625,3
1521,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,853,153,24,104,85324153104,Orsinium Area,853.1875,-153.1875,3
1522,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,876,148,23,91,8762314891,Orsinium Area,876.1796875,-148.2890625,3
1523,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,893,162,52,69,8935216269,Orsinium Area,893.40625,-162.4609375,3
1524,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,852,150,120,32,85212315032,Orsinium Area,852.9609375,-150.75,3
1525,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,875,161,34,55,8753316155,Orsinium Area,875.2578125,-161.5703125,3
1527,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,882,166,18,58,8821816658,Orsinium Area,882.140625,-166.546875,3
1528,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,857,156,122,122,857124156127,Orsinium Area,857.96875,-156.0078125,3
1529,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,876,156,108,29,87610815629,Orsinium Area,876.84375,-156.7734375,3
1530,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,872,156,100,78,87210015678,Orsinium Area,872.78125,-156.390625,3
1532,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,889,170,84,51,88911917051,Orsinium Area,889.9296875,-170.6015625,3
1534,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,894,178,90,32,8949017832,Orsinium Area,894.703125,-178.75,3
1535,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,889,146,91,76,8899114676,Orsinium Area,889.7109375,-146.40625,3
1537,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,890,170,47,67,8904717067,Orsinium Area,890.3671875,-170.4765625,3
1539,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,904,180,44,42,9041818017,Orsinium Area,904.140625,-180.8671875,3
1541,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,870,147,90,5,8709014703,Orsinium Area,870.703125,-147.9765625,3
1542,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,855,146,81,38,8558114638,Orsinium Area,855.6328125,-146.703125,3
1543,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,902,161,84,92,9028416192,Orsinium Area,902.65625,-161.28125,3
1545,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,878,155,32,105,87832155105,Orsinium Area,878.25,-155.1796875,3
1546,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,873,161,49,41,8734916138,Orsinium Area,873.3828125,-161.703125,3
1548,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,866,166,65,113,86665166113,Orsinium Area,866.5078125,-166.1171875,3
1549,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,867,165,108,114,867108165114,Orsinium Area,867.84375,-165.109375,3
1550,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,877,175,118,38,87712317538,Orsinium Area,877.9609375,-175.703125,3
1551,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,860,160,99,78,8609916078,Orsinium Area,860.7734375,-160.390625,3
1552,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,872,172,8,37,8720817237,Orsinium Area,872.0625,-172.7109375,3
1553,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,876,168,41,43,8760316817,Orsinium Area,876.0234375,-168.8671875,3
1554,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,874,149,22,96,8740314996,Orsinium Area,874.0234375,-149.25,3
1555,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,906,176,19,69,9061917669,Orsinium Area,906.1484375,-176.4609375,3
1556,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,897,153,100,10,89710015310,Orsinium Area,897.78125,-153.921875,3
1557,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,895,152,11,33,8950415233,Orsinium Area,895.03125,-152.7421875,3
1558,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,872,158,20,116,87220158119,Orsinium Area,872.15625,-158.0703125,3
1559,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,883,176,78,74,8837817674,Orsinium Area,883.609375,-176.421875,3
1561,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,870,152,70,100,87070152100,Orsinium Area,870.546875,-152.21875,3
1562,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,882,148,20,24,8822014824,Orsinium Area,882.15625,-148.8125,3
1563,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,881,172,14,61,8811417261,Orsinium Area,881.109375,-172.5234375,3
1566,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,886,171,108,8,88610817108,Orsinium Area,886.84375,-171.9375,3
1574,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,863,146,41,39,8630514633,Orsinium Area,863.0390625,-146.7421875,3
1575,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,892,173,52,110,89252173110,Orsinium Area,892.40625,-173.140625,3
1576,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,880,149,27,5,8802714905,Orsinium Area,880.2109375,-149.9609375,3
1580,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,884,147,120,118,884124147118,Orsinium Area,884.96875,-147.078125,3
1581,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,882,167,67,72,8826716772,Orsinium Area,882.5234375,-167.4375,3
1582,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,886,175,67,22,8866717515,Orsinium Area,886.5234375,-175.8828125,3
1584,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,901,154,122,110,901123154110,Orsinium Area,901.9609375,-154.140625,3
1585,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,887,173,79,105,88779173105,Orsinium Area,887.6171875,-173.1796875,3
1587,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,874,151,121,105,874127151105,Orsinium Area,874.9921875,-151.1796875,3
1589,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,895,151,100,22,89510015114,Orsinium Area,895.78125,-151.890625,3
1590,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,853,152,90,18,8539015218,Orsinium Area,853.703125,-152.859375,3
1593,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,853,148,108,50,85310814850,Orsinium Area,853.84375,-148.609375,3
1594,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,904,169,114,54,90411416954,Orsinium Area,904.890625,-169.578125,3
1595,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,892,164,58,37,8925816435,Orsinium Area,892.453125,-164.7265625,3
1596,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,876,162,31,84,8763116284,Orsinium Area,876.2421875,-162.34375,3
1597,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,896,159,122,41,89612415941,Orsinium Area,896.96875,-159.6796875,3
1598,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,893,172,67,46,8936717246,Orsinium Area,893.5234375,-172.640625,3
1599,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,876,155,108,119,876108155120,Orsinium Area,876.84375,-155.0625,3
1600,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,853,166,38,33,8533816633,Orsinium Area,853.296875,-166.7421875,3
1601,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,871,168,18,78,8711816878,Orsinium Area,871.140625,-168.390625,3
1604,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,852,145,93,49,8529314549,Orsinium Area,852.7265625,-145.6171875,3
1605,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,852,165,115,26,85211516526,Orsinium Area,852.8984375,-165.796875,3
1606,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,878,147,115,110,878115147110,Orsinium Area,878.8984375,-147.140625,3
1607,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,893,174,114,110,893114174110,Orsinium Area,893.890625,-174.140625,3
1609,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,872,151,41,85,87212151118,Orsinium Area,872.09375,-151.078125,3
1610,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,893,152,18,59,8931815259,Orsinium Area,893.140625,-152.5390625,3
1611,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,856,148,5,84,8560114884,Orsinium Area,856.0078125,-148.34375,3
1612,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,869,147,99,17,8699914717,Orsinium Area,869.7734375,-147.8671875,3
1613,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,875,146,11,65,8750314665,Orsinium Area,875.0234375,-146.4921875,3
1615,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,872,172,49,27,8724917227,Orsinium Area,872.3828125,-172.7890625,3
1616,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,904,168,56,40,9045616819,Orsinium Area,904.4375,-168.8515625,3
1619,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,888,153,9,123,88809153123,Orsinium Area,888.0703125,-153.0390625,3
1620,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,894,178,10,61,8940317861,Orsinium Area,894.0234375,-178.5234375,3
1622,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,856,148,76,122,85676148125,Orsinium Area,856.59375,-148.0234375,3
1626,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,909,176,110,95,90911017695,Orsinium Area,909.859375,-176.2578125,3
1627,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,854,158,91,74,8549115874,Orsinium Area,854.7109375,-158.421875,3
1628,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,891,153,45,59,8914515359,Orsinium Area,891.3515625,-153.5390625,3
1630,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,899,165,87,43,89911316515,Orsinium Area,899.8828125,-165.8828125,3
1631,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,858,152,106,67,85811815267,Orsinium Area,858.921875,-152.4765625,3
1633,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,898,163,76,114,89876163114,Orsinium Area,898.59375,-163.109375,3
1634,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,875,149,41,10,8754114910,Orsinium Area,875.3203125,-149.921875,3
1635,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,876,175,22,13,8762217513,Orsinium Area,876.171875,-175.8984375,3
1636,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,868,158,108,87,86810815887,Orsinium Area,868.84375,-158.3203125,3
1637,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,888,168,65,32,8886516806,Orsinium Area,888.5078125,-168.953125,3
1638,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,878,149,28,107,87828149116,Orsinium Area,878.21875,-149.09375,3
1639,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,892,175,36,122,89236175124,Orsinium Area,892.28125,-175.03125,3
1640,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,870,162,37,64,8703716264,Orsinium Area,870.2890625,-162.5,3
1641,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,905,167,102,49,90510216749,Orsinium Area,905.796875,-167.6171875,3
1642,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,854,152,27,115,85427152125,Orsinium Area,854.2109375,-152.0234375,3
1645,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,908,179,88,107,90888179124,Orsinium Area,908.6875,-179.03125,3
1646,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,861,163,122,73,86112216373,Orsinium Area,861.953125,-163.4296875,3
1647,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,869,174,47,31,8694717431,Orsinium Area,869.3671875,-174.7578125,3
1650,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,897,183,87,76,8978718376,Orsinium Area,897.6796875,-183.40625,3
1654,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,856,153,29,69,8562915369,Orsinium Area,856.2265625,-153.4609375,3
1655,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,883,154,118,79,88312415479,Orsinium Area,883.96875,-154.3828125,3
1657,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,857,163,120,111,857120163111,Orsinium Area,857.9375,-163.1328125,3
1660,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,891,160,59,44,8915916044,Orsinium Area,891.4609375,-160.65625,3
1662,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,886,172,99,108,88699172108,Orsinium Area,886.7734375,-172.15625,3
1663,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,897,161,23,14,8972316114,Orsinium Area,897.1796875,-161.890625,3
1665,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,868,173,83,55,8689617355,Orsinium Area,868.75,-173.5703125,3
1666,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,855,164,97,56,8559716456,Orsinium Area,855.7578125,-164.5625,3
1667,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,893,176,102,95,89310217695,Orsinium Area,893.796875,-176.2578125,3
1668,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,857,149,6,81,8570614981,Orsinium Area,857.046875,-149.3671875,3
1669,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,876,164,59,99,8765916499,Orsinium Area,876.4609375,-164.2265625,3
1671,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,891,181,15,14,8911518114,Orsinium Area,891.1171875,-181.890625,3
1675,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,894,175,109,6,89410917504,Orsinium Area,894.8515625,-175.96875,3
1679,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,882,157,41,84,8822615784,Orsinium Area,882.203125,-157.34375,3
1680,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,907,179,20,31,9072017931,Orsinium Area,907.15625,-179.7578125,3
1681,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,876,150,116,17,87611615017,Orsinium Area,876.90625,-150.8671875,3
1682,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,865,166,111,24,86511116624,Orsinium Area,865.8671875,-166.8125,3
1684,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,883,153,64,13,8836415305,Orsinium Area,883.5,-153.9609375,3
1686,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,899,158,68,89,89968158109,Orsinium Area,899.53125,-158.1484375,3
1687,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,871,157,21,109,87105157115,Orsinium Area,871.0390625,-157.1015625,3
1689,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,907,181,76,13,9077618113,Orsinium Area,907.59375,-181.8984375,3
1690,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,885,174,10,46,8850317446,Orsinium Area,885.0234375,-174.640625,3
1693,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,869,173,42,58,8694217358,Orsinium Area,869.328125,-173.546875,3
1694,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,874,175,59,56,8745917556,Orsinium Area,874.4609375,-175.5625,3
1695,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,896,150,83,110,89683150110,Orsinium Area,896.6484375,-150.140625,3
1697,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,889,169,31,35,8893116935,Orsinium Area,889.2421875,-169.7265625,3
1699,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,870,160,10,8,8701016008,Orsinium Area,870.078125,-160.9375,3
1700,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,869,160,45,59,8693116059,Orsinium Area,869.2421875,-160.5390625,3
169,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,864,138,68,65,8646813865,Orsinium Area,864.53125,-138.4921875,4
170,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,863,139,111,37,86311113937,Orsinium Area,863.8671875,-139.7109375,4
222,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,872,136,110,15,87211013615,Orsinium Area,872.859375,-136.8828125,4
