name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate,altitude,sink,scale
Mountain,1,WOD_Mountain_09,29,873,140,77,76,8737714076,Orsinium Area,873.6015625,-140.40625,4.0,9,1,0.6551656441669519
Mountain,1,WOD_Mountain_03,24,869,140,15,42,8691514042,Orsinium Area,869.1171875,-140.671875,4.0,9,1,0.6235617881769067
Mountain,1,WOD_Mountain_01,-90,864,140,95,33,8649514033,Orsinium Area,864.7421875,-140.7421875,4.0,9,1,0.6304009732429182
Mountain,1,WOD_Mountain_06,-6,860,139,91,42,8609113942,Orsinium Area,860.7109375,-139.671875,4.0,9,1,0.7487480188750507
Mountain,1,WOD_Mountain_10,141,877,141,22,119,87722141119,Orsinium Area,877.171875,-141.0703125,4.0,9,1,0.8068983345645504
Mountain,1,WOD_Mountain_09,-104,870,139,105,14,87010513914,Orsinium Area,870.8203125,-139.890625,4.0,9,1,0.7635410154769042
Mountain,1,WOD_Mountain_01,165,871,140,109,99,87110914099,Orsinium Area,871.8515625,-140.2265625,4.0,9,1,0.7771920122636355
Mountain,1,WOD_Mountain_04,-89,864,139,128,76,86412813976,Orsinium Area,865.0,-139.40625,4.0,9,1,0.8304098459380382
Mountain,1,WOD_Mountain_07,100,871,140,115,92,87111514092,Orsinium Area,871.8984375,-140.28125,4.0,9,1,0.8526896041740478
Mountain,1,WOD_Mountain_01,-160,871,139,5,35,8710513935,Orsinium Area,871.0390625,-139.7265625,4.0,9,1,0.8663727919843406
Mountain,1,WOD_Mountain_08,129,865,139,77,52,8657713952,Orsinium Area,865.6015625,-139.59375,4.0,9,1,0.96423749037927
Mountain,1,WOD_Mountain_02,-34,861,139,67,59,8616713959,Orsinium Area,861.5234375,-139.5390625,4.0,9,1,0.7644258634473244
Mountain,1,WOD_Mountain_09,-83,864,140,76,113,86476140113,Orsinium Area,864.59375,-140.1171875,4.0,9,1,0.8700480827661887
Mountain,1,WOD_Mountain_03,161,861,140,128,115,861128140115,Orsinium Area,862.0,-140.1015625,4.0,9,1,0.6433842551263443
Mountain,1,WOD_Mountain_06,52,862,139,65,41,8626513941,Orsinium Area,862.5078125,-139.6796875,4.0,9,1,0.8556830261391446
Mountain,1,WOD_Mountain_10,151,864,140,58,113,86458140113,Orsinium Area,864.453125,-140.1171875,4.0,9,1,0.7693483154093956
Mountain,1,WOD_Mountain_04,79,862,139,42,55,8624213955,Orsinium Area,862.328125,-139.5703125,4.0,9,1,0.8626521538619567
Mountain,1,WOD_Mountain_09,-81,872,140,83,78,8728314078,Orsinium Area,872.6484375,-140.390625,4.0,9,1,0.8005617260630933
Mountain,1,WOD_Mountain_03,-85,872,140,46,90,8724614090,Orsinium Area,872.359375,-140.296875,4.0,9,1,0.6834629069692408
Mountain,1,WOD_Mountain_09,-44,875,142,10,90,8751014290,Orsinium Area,875.078125,-142.296875,4.0,5,1,0.6550670288783951
Mountain,1,WOD_Mountain_10,-74,874,139,110,101,874110139101,Orsinium Area,874.859375,-139.2109375,4.0,5,1,0.8815523789910262
Mountain,1,WOD_Mountain_08,-163,869,137,100,41,86910013741,Orsinium Area,869.78125,-137.6796875,4.0,5,1,0.8871897726206059
Mountain,1,WOD_Mountain_09,-95,872,142,106,122,872106142122,Orsinium Area,872.828125,-142.046875,4.0,5,1,0.7697083899213761
Mountain,1,WOD_Mountain_09,-161,878,144,33,45,8783314445,Orsinium Area,878.2578125,-144.6484375,4.0,5,1,0.6586842196114447
Mountain,1,WOD_Mountain_07,-67,862,136,54,83,8625413683,Orsinium Area,862.421875,-136.3515625,4.0,5,1,0.7663545675712125
Mountain,1,WOD_Mountain_04,10,867,138,31,125,86731138125,Orsinium Area,867.2421875,-138.0234375,4.0,5,1,0.7769752990555755
Mountain,1,WOD_Mountain_01,113,878,145,52,70,8785214570,Orsinium Area,878.40625,-145.453125,4.0,5,1,0.8825752975624401
Mountain,1,WOD_Mountain_05,35,876,142,4,127,87604142127,Orsinium Area,876.03125,-142.0078125,4.0,5,1,0.931777989619658
Mountain,1,WOD_Mountain_08,-73,854,141,96,64,8549614164,Orsinium Area,854.75,-141.5,4.0,5,1,0.6306937295795781
Mountain,1,WOD_Mountain_08,139,876,142,38,118,87638142118,Orsinium Area,876.296875,-142.078125,4.0,5,1,0.6549486294475448
Mountain,1,WOD_Mountain_05,-10,877,144,81,115,87781144115,Orsinium Area,877.6328125,-144.1015625,4.0,5,1,0.7523713677564274
Mountain,1,WOD_Mountain_07,-160,873,138,40,10,8734013810,Orsinium Area,873.3125,-138.921875,4.0,5,1,0.6279974827206496
Mountain,1,WOD_Mountain_09,-80,875,144,40,122,87540144122,Orsinium Area,875.3125,-144.046875,4.0,5,1,0.9822753236646772
Mountain,1,WOD_Mountain_10,61,866,138,127,69,86612713869,Orsinium Area,866.9921875,-138.4609375,4.0,5,1,0.6174354697872027
Mountain,1,WOD_Mountain_04,-7,859,139,67,67,8596713967,Orsinium Area,859.5234375,-139.4765625,4.0,5,1,0.7535729639039186
Mountain,1,WOD_Mountain_08,-168,876,143,40,90,8764014390,Orsinium Area,876.3125,-143.296875,4.0,5,1,0.9691290256348648
Mountain,1,WOD_Mountain_01,-122,867,137,104,52,86710413752,Orsinium Area,867.8125,-137.59375,4.0,5,1,0.7892683698801998
