name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,rotYaxis,scale
Small Mountain,3,WOD_Mountain_04,802,90,64,78,802649078,Wrothgarian Mountains,802.5,-90.390625,-51,0.69
Small Mountain,3,WOD_Mountain_09,801,102,12,36,8011210236,Wrothgarian Mountains,801.09375,-102.71875,-149,0.71
Small Mountain,3,WOD_Mountain_02,681,34,8,55,681083455,Wrothgarian Mountains,681.0625,-34.5703125,-118,0.65
Small Mountain,3,WOD_Mountain_04,955,91,78,63,955789163,Wrothgarian Mountains,955.609375,-91.5078125,-74,0.69
Small Mountain,3,WOD_Mountain_08,970,62,49,73,970496273,Wrothgarian Mountains,970.3828125,-62.4296875,105,0.51
Small Mountain,3,WOD_Mountain_01,744,4,3,91,744030491,Wrothgarian Mountains,744.0234375,-4.2890625,-145,0.5
Small Mountain,3,WOD_Mountain_06,915,73,105,120,91510573120,Wrothgarian Mountains,915.8203125,-73.0625,114,0.58
Small Mountain,3,WOD_Mountain_08,850,44,59,32,850594432,Wrothgarian Mountains,850.4609375,-44.75,70,0.67
Small Mountain,3,WOD_Mountain_09,963,3,99,116,9639903116,Wrothgarian Mountains,963.7734375,-3.09375,-116,0.54
Small Mountain,3,WOD_Mountain_03,998,148,50,83,9985014883,Wrothgarian Mountains,998.390625,-148.3515625,-35,0.52
Small Mountain,3,WOD_Mountain_03,831,22,36,123,8313622123,Wrothgarian Mountains,831.28125,-22.0390625,46,0.58
Small Mountain,3,WOD_Mountain_05,768,117,56,99,7685611799,Wrothgarian Mountains,768.4375,-117.2265625,-98,0.55
Small Mountain,3,WOD_Mountain_09,803,11,29,110,8032911110,Wrothgarian Mountains,803.2265625,-11.140625,-49,0.63
Small Mountain,3,WOD_Mountain_09,774,138,31,58,7743113858,Wrothgarian Mountains,774.2421875,-138.546875,-136,0.67
Small Mountain,3,WOD_Mountain_02,713,58,119,38,7131195838,Wrothgarian Mountains,713.9296875,-58.703125,52,0.64
Small Mountain,3,WOD_Mountain_01,929,83,23,33,929238333,Wrothgarian Mountains,929.1796875,-83.7421875,75,0.7
Small Mountain,3,WOD_Mountain_04,989,156,97,108,98997156108,Wrothgarian Mountains,989.7578125,-156.15625,-75,0.54
Small Mountain,3,WOD_Mountain_07,665,27,38,76,665382776,Wrothgarian Mountains,665.296875,-27.40625,-14,0.7
Small Mountain,3,WOD_Mountain_08,771,115,120,81,77112011581,Wrothgarian Mountains,771.9375,-115.3671875,-60,0.55
Small Mountain,3,WOD_Mountain_01,992,164,49,41,9924916441,Wrothgarian Mountains,992.3828125,-164.6796875,-53,0.6
Small Mountain,3,WOD_Mountain_06,992,101,9,26,9920910126,Wrothgarian Mountains,992.0703125,-101.796875,14,0.51
Small Mountain,3,WOD_Mountain_08,804,97,113,42,8041139742,Wrothgarian Mountains,804.8828125,-97.671875,119,0.5
Small Mountain,3,WOD_Mountain_05,988,79,92,46,988927946,Wrothgarian Mountains,988.71875,-79.640625,-113,0.71
Small Mountain,3,WOD_Mountain_06,911,156,50,44,9115015644,Wrothgarian Mountains,911.390625,-156.65625,87,0.69
Small Mountain,3,WOD_Mountain_08,854,54,42,74,854425474,Wrothgarian Mountains,854.328125,-54.421875,-60,0.63
Small Mountain,3,WOD_Mountain_03,625,18,5,96,625051896,Wrothgarian Mountains,625.0390625,-18.25,132,0.68
Small Mountain,3,WOD_Mountain_04,776,1,42,9,776420109,Wrothgarian Mountains,776.328125,-1.9296875,50,0.73
Small Mountain,3,WOD_Mountain_08,831,54,79,70,831795470,Wrothgarian Mountains,831.6171875,-54.453125,37,0.56
Small Mountain,3,WOD_Mountain_06,867,20,119,29,8671192029,Wrothgarian Mountains,867.9296875,-20.7734375,-108,0.59
Small Mountain,3,WOD_Mountain_01,913,84,38,93,913388493,Wrothgarian Mountains,913.296875,-84.2734375,-72,0.51
Small Mountain,3,WOD_Mountain_05,849,127,73,116,84973127116,Wrothgarian Mountains,849.5703125,-127.09375,-133,0.56
Small Mountain,3,WOD_Mountain_03,829,142,113,14,82911314214,Wrothgarian Mountains,829.8828125,-142.890625,83,0.75
Small Mountain,3,WOD_Mountain_09,893,53,56,4,893565304,Wrothgarian Mountains,893.4375,-53.96875,171,0.58
Small Mountain,3,WOD_Mountain_01,838,67,113,23,8381136723,Wrothgarian Mountains,838.8828125,-67.8203125,86,0.68
Small Mountain,3,WOD_Mountain_01,909,124,14,37,9091412437,Wrothgarian Mountains,909.109375,-124.7109375,-103,0.65
Small Mountain,3,WOD_Mountain_04,978,60,40,20,978406020,Wrothgarian Mountains,978.3125,-60.84375,71,0.57
Small Mountain,3,WOD_Mountain_05,678,31,109,24,6781093124,Wrothgarian Mountains,678.8515625,-31.8125,-105,0.65
Small Mountain,3,WOD_Mountain_07,956,2,5,76,956050276,Wrothgarian Mountains,956.0390625,-2.40625,-171,0.74
Small Mountain,3,WOD_Mountain_01,994,61,113,88,9941136188,Wrothgarian Mountains,994.8828125,-61.3125,-179,0.56
Small Mountain,3,WOD_Mountain_05,884,38,101,125,88410138125,Wrothgarian Mountains,884.7890625,-38.0234375,-118,0.56
Small Mountain,3,WOD_Mountain_07,901,143,29,83,9012914383,Wrothgarian Mountains,901.2265625,-143.3515625,17,0.64
Small Mountain,3,WOD_Mountain_06,821,114,41,101,82141114101,Wrothgarian Mountains,821.3203125,-114.2109375,79,0.75
Small Mountain,3,WOD_Mountain_07,943,127,33,63,9433312763,Wrothgarian Mountains,943.2578125,-127.5078125,40,0.56
Small Mountain,3,WOD_Mountain_08,624,12,41,77,624411277,Wrothgarian Mountains,624.3203125,-12.3984375,120,0.58
Small Mountain,3,WOD_Mountain_06,803,4,31,86,803310486,Wrothgarian Mountains,803.2421875,-4.328125,-18,0.5
Small Mountain,3,WOD_Mountain_09,758,81,74,67,758748167,Wrothgarian Mountains,758.578125,-81.4765625,-141,0.62
Small Mountain,3,WOD_Mountain_05,948,58,13,110,9481358110,Wrothgarian Mountains,948.1015625,-58.140625,42,0.52
Small Mountain,3,WOD_Mountain_06,918,77,15,50,918157750,Wrothgarian Mountains,918.1171875,-77.609375,-32,0.61
Small Mountain,3,WOD_Mountain_09,766,55,95,118,7669555118,Wrothgarian Mountains,766.7421875,-55.078125,-135,0.58
Small Mountain,3,WOD_Mountain_01,829,45,102,10,8291024510,Wrothgarian Mountains,829.796875,-45.921875,-60,0.55
Small Mountain,3,WOD_Mountain_07,715,59,124,102,71512459102,Wrothgarian Mountains,715.96875,-59.203125,-30,0.5
Small Mountain,3,WOD_Mountain_09,987,168,69,28,9876916828,Wrothgarian Mountains,987.5390625,-168.78125,20,0.75
Small Mountain,3,WOD_Mountain_09,924,76,104,88,9241047688,Wrothgarian Mountains,924.8125,-76.3125,-50,0.52
Small Mountain,3,WOD_Mountain_07,937,9,27,118,9372709118,Wrothgarian Mountains,937.2109375,-9.078125,-91,0.55
Small Mountain,3,WOD_Mountain_08,794,61,78,87,794786187,Wrothgarian Mountains,794.609375,-61.3203125,146,0.7
Small Mountain,3,WOD_Mountain_07,745,2,52,116,7455202116,Wrothgarian Mountains,745.40625,-2.09375,154,0.53
Small Mountain,3,WOD_Mountain_09,762,73,50,84,762507384,Wrothgarian Mountains,762.390625,-73.34375,59,0.63
Small Mountain,3,WOD_Mountain_04,859,25,101,28,8591012528,Wrothgarian Mountains,859.7890625,-25.78125,176,0.7
Small Mountain,3,WOD_Mountain_09,870,25,31,14,870312514,Wrothgarian Mountains,870.2421875,-25.890625,-3,0.6
Small Mountain,3,WOD_Mountain_04,998,93,97,79,998979379,Wrothgarian Mountains,998.7578125,-93.3828125,122,0.58
Small Mountain,3,WOD_Mountain_08,853,111,120,84,85312011184,Wrothgarian Mountains,853.9375,-111.34375,-40,0.71
Small Mountain,3,WOD_Mountain_01,936,63,67,70,936676370,Wrothgarian Mountains,936.5234375,-63.453125,-13,0.74
Small Mountain,3,WOD_Mountain_03,953,145,28,58,9532814558,Wrothgarian Mountains,953.21875,-145.546875,-39,0.55
Small Mountain,3,WOD_Mountain_06,741,117,9,118,74109117118,Wrothgarian Mountains,741.0703125,-117.078125,11,0.68
Small Mountain,3,WOD_Mountain_08,756,123,12,102,75612123102,Wrothgarian Mountains,756.09375,-123.203125,54,0.66
Small Mountain,3,WOD_Mountain_02,788,45,102,40,7881024540,Wrothgarian Mountains,788.796875,-45.6875,-88,0.52
Small Mountain,3,WOD_Mountain_04,996,70,68,97,996687097,Wrothgarian Mountains,996.53125,-70.2421875,-61,0.72
Small Mountain,3,WOD_Mountain_09,993,69,38,106,9933869106,Wrothgarian Mountains,993.296875,-69.171875,-158,0.52
Small Mountain,3,WOD_Mountain_06,875,122,9,127,87509122127,Wrothgarian Mountains,875.0703125,-122.0078125,114,0.7
Small Mountain,3,WOD_Mountain_09,733,71,44,86,733447186,Wrothgarian Mountains,733.34375,-71.328125,174,0.66
Small Mountain,3,WOD_Mountain_01,794,148,84,64,7948414864,Wrothgarian Mountains,794.65625,-148.5,67,0.73
Small Mountain,3,WOD_Mountain_03,888,53,68,6,888685306,Wrothgarian Mountains,888.53125,-53.953125,-12,0.74
Small Mountain,3,WOD_Mountain_06,943,46,125,95,9431254695,Wrothgarian Mountains,943.9765625,-46.2578125,-16,0.68
Small Mountain,3,WOD_Mountain_09,880,12,99,88,880991288,Wrothgarian Mountains,880.7734375,-12.3125,-116,0.62
Small Mountain,3,WOD_Mountain_01,993,121,59,110,99359121110,Wrothgarian Mountains,993.4609375,-121.140625,17,0.74
Small Mountain,3,WOD_Mountain_05,986,52,18,9,986185209,Wrothgarian Mountains,986.140625,-52.9296875,18,0.52
Small Mountain,3,WOD_Mountain_09,917,93,76,23,917769323,Wrothgarian Mountains,917.59375,-93.8203125,-176,0.75
Small Mountain,3,WOD_Mountain_03,868,126,54,6,8685412606,Wrothgarian Mountains,868.421875,-126.953125,-64,0.56
Small Mountain,3,WOD_Mountain_07,761,95,20,45,761209545,Wrothgarian Mountains,761.15625,-95.6484375,-85,0.5
Small Mountain,3,WOD_Mountain_08,751,52,76,54,751765254,Wrothgarian Mountains,751.59375,-52.578125,124,0.66
Small Mountain,3,WOD_Mountain_04,863,23,125,40,8631252340,Wrothgarian Mountains,863.9765625,-23.6875,153,0.58
Small Mountain,3,WOD_Mountain_09,932,60,79,26,932796026,Wrothgarian Mountains,932.6171875,-60.796875,-126,0.53
Small Mountain,3,WOD_Mountain_06,806,94,55,17,806559417,Wrothgarian Mountains,806.4296875,-94.8671875,58,0.58
Small Mountain,3,WOD_Mountain_08,800,125,47,99,8004712599,Wrothgarian Mountains,800.3671875,-125.2265625,-146,0.73
Small Mountain,3,WOD_Mountain_01,758,93,44,104,7584493104,Wrothgarian Mountains,758.34375,-93.1875,77,0.69
Small Mountain,3,WOD_Mountain_05,904,110,76,120,90476110120,Wrothgarian Mountains,904.59375,-110.0625,-97,0.64
Small Mountain,3,WOD_Mountain_08,994,110,122,122,994122110122,Wrothgarian Mountains,994.953125,-110.046875,136,0.64
Small Mountain,3,WOD_Mountain_04,880,81,58,125,8805881125,Wrothgarian Mountains,880.453125,-81.0234375,-136,0.73
Small Mountain,3,WOD_Mountain_05,768,89,32,13,768328913,Wrothgarian Mountains,768.25,-89.8984375,175,0.54
Small Mountain,3,WOD_Mountain_04,897,119,115,3,89711511903,Wrothgarian Mountains,897.8984375,-119.9765625,26,0.54
Small Mountain,3,WOD_Mountain_08,744,20,6,87,744062087,Wrothgarian Mountains,744.046875,-20.3203125,-135,0.62
Small Mountain,3,WOD_Mountain_06,914,129,52,106,91452129106,Wrothgarian Mountains,914.40625,-129.171875,36,0.66
Small Mountain,3,WOD_Mountain_07,754,63,118,120,75411863120,Wrothgarian Mountains,754.921875,-63.0625,177,0.74
Small Mountain,3,WOD_Mountain_02,780,119,113,97,78011311997,Wrothgarian Mountains,780.8828125,-119.2421875,-174,0.67
Small Mountain,3,WOD_Mountain_04,836,76,72,3,836727603,Wrothgarian Mountains,836.5625,-76.9765625,-167,0.71
Small Mountain,3,WOD_Mountain_07,729,29,99,92,729992992,Wrothgarian Mountains,729.7734375,-29.28125,-164,0.65
Small Mountain,3,WOD_Mountain_08,818,37,86,14,818863714,Wrothgarian Mountains,818.671875,-37.890625,-176,0.65
Small Mountain,3,WOD_Mountain_06,993,9,106,79,9931060979,Wrothgarian Mountains,993.828125,-9.3828125,16,0.51
Small Mountain,3,WOD_Mountain_03,769,77,120,125,76912077125,Wrothgarian Mountains,769.9375,-77.0234375,96,0.54
Small Mountain,3,WOD_Mountain_02,687,13,105,5,6871051305,Wrothgarian Mountains,687.8203125,-13.9609375,8,0.63
Small Mountain,3,WOD_Mountain_01,973,22,1,77,973012277,Wrothgarian Mountains,973.0078125,-22.3984375,-115,0.6
Small Mountain,3,WOD_Mountain_06,815,38,27,77,815273877,Wrothgarian Mountains,815.2109375,-38.3984375,170,0.57
Small Mountain,3,WOD_Mountain_08,772,69,0,125,7720069125,Wrothgarian Mountains,772,-69.0234375,173,0.56
Small Mountain,3,WOD_Mountain_09,935,113,40,56,9354011356,Wrothgarian Mountains,935.3125,-113.5625,-92,0.52
Small Mountain,3,WOD_Mountain_04,736,27,54,12,736542712,Wrothgarian Mountains,736.421875,-27.90625,-3,0.63
Small Mountain,3,WOD_Mountain_04,668,18,109,3,6681091803,Wrothgarian Mountains,668.8515625,-18.9765625,139,0.64
Small Mountain,3,WOD_Mountain_08,760,120,73,55,7607312055,Wrothgarian Mountains,760.5703125,-120.5703125,6,0.67
Small Mountain,3,WOD_Mountain_05,937,191,118,68,93711819168,Wrothgarian Mountains,937.921875,-191.46875,-123,0.55
Small Mountain,3,WOD_Mountain_07,978,131,47,15,9784713115,Wrothgarian Mountains,978.3671875,-131.8828125,166,0.6
Small Mountain,3,WOD_Mountain_09,929,10,24,118,9292410118,Wrothgarian Mountains,929.1875,-10.078125,-140,0.65
Small Mountain,3,WOD_Mountain_02,662,12,69,55,662691255,Wrothgarian Mountains,662.5390625,-12.5703125,140,0.68
Small Mountain,3,WOD_Mountain_02,934,134,5,46,9340513446,Wrothgarian Mountains,934.0390625,-134.640625,-113,0.75
Small Mountain,3,WOD_Mountain_06,713,14,1,22,713011422,Wrothgarian Mountains,713.0078125,-14.828125,53,0.5
Small Mountain,3,WOD_Mountain_08,909,160,110,46,90911016046,Wrothgarian Mountains,909.859375,-160.640625,31,0.62
Small Mountain,3,WOD_Mountain_09,899,93,70,124,8997093124,Wrothgarian Mountains,899.546875,-93.03125,-85,0.54
Small Mountain,3,WOD_Mountain_08,989,111,88,19,9898811119,Wrothgarian Mountains,989.6875,-111.8515625,-126,0.59
Small Mountain,3,WOD_Mountain_02,850,56,10,99,850105699,Wrothgarian Mountains,850.078125,-56.2265625,14,0.61
Small Mountain,3,WOD_Mountain_03,842,68,111,18,8421116818,Wrothgarian Mountains,842.8671875,-68.859375,-4,0.51
Small Mountain,3,WOD_Mountain_01,934,70,10,24,934107024,Wrothgarian Mountains,934.078125,-70.8125,-52,0.55
Small Mountain,3,WOD_Mountain_02,983,167,14,100,98314167100,Wrothgarian Mountains,983.109375,-167.21875,121,0.63
Small Mountain,3,WOD_Mountain_03,916,76,113,6,9161137606,Wrothgarian Mountains,916.8828125,-76.953125,-53,0.75
Small Mountain,3,WOD_Mountain_04,990,47,111,37,9901114737,Wrothgarian Mountains,990.8671875,-47.7109375,54,0.71
Small Mountain,3,WOD_Mountain_09,947,128,22,23,9472212823,Wrothgarian Mountains,947.171875,-128.8203125,-176,0.67
Small Mountain,3,WOD_Mountain_01,922,79,108,41,9221087941,Wrothgarian Mountains,922.84375,-79.6796875,150,0.72
Small Mountain,3,WOD_Mountain_07,995,89,70,68,995708968,Wrothgarian Mountains,995.546875,-89.46875,-3,0.64
Small Mountain,3,WOD_Mountain_09,833,131,120,12,83312013112,Wrothgarian Mountains,833.9375,-131.90625,-37,0.61
Small Mountain,3,WOD_Mountain_01,795,132,72,77,7957213277,Wrothgarian Mountains,795.5625,-132.3984375,-42,0.65
Small Mountain,3,WOD_Mountain_02,770,78,74,50,770747850,Wrothgarian Mountains,770.578125,-78.609375,-2,0.58
Small Mountain,3,WOD_Mountain_03,790,23,55,93,790552393,Wrothgarian Mountains,790.4296875,-23.2734375,41,0.61
Small Mountain,3,WOD_Mountain_08,782,87,50,59,782508759,Wrothgarian Mountains,782.390625,-87.5390625,-50,0.73
Small Mountain,3,WOD_Mountain_09,974,35,61,127,9746135127,Wrothgarian Mountains,974.4765625,-35.0078125,114,0.54
Small Mountain,3,WOD_Mountain_03,847,115,37,47,8473711547,Wrothgarian Mountains,847.2890625,-115.6328125,164,0.6
Small Mountain,3,WOD_Mountain_07,995,76,19,68,995197668,Wrothgarian Mountains,995.1484375,-76.46875,-144,0.6
Small Mountain,3,WOD_Mountain_07,997,124,15,74,9971512474,Wrothgarian Mountains,997.1171875,-124.421875,162,0.68
Small Mountain,3,WOD_Mountain_02,774,93,50,69,774509369,Wrothgarian Mountains,774.390625,-93.4609375,-129,0.56
Small Mountain,3,WOD_Mountain_08,890,30,14,119,8901430119,Wrothgarian Mountains,890.109375,-30.0703125,96,0.61
Small Mountain,3,WOD_Mountain_03,998,24,1,79,998012479,Wrothgarian Mountains,998.0078125,-24.3828125,-133,0.67
Small Mountain,3,WOD_Mountain_01,710,73,111,105,71011173105,Wrothgarian Mountains,710.8671875,-73.1796875,28,0.7
Small Mountain,3,WOD_Mountain_05,986,179,124,90,98612417990,Wrothgarian Mountains,986.96875,-179.296875,92,0.54
Small Mountain,3,WOD_Mountain_06,808,9,58,58,808580958,Wrothgarian Mountains,808.453125,-9.546875,-130,0.66
Small Mountain,3,WOD_Mountain_04,915,167,120,18,91512016718,Wrothgarian Mountains,915.9375,-167.859375,-59,0.52
Small Mountain,3,WOD_Mountain_06,775,137,118,52,77511813752,Wrothgarian Mountains,775.921875,-137.59375,-55,0.73
Small Mountain,3,WOD_Mountain_01,931,162,28,86,9312816286,Wrothgarian Mountains,931.21875,-162.328125,-118,0.73
Small Mountain,3,WOD_Mountain_02,999,71,40,32,999407132,Wrothgarian Mountains,999.3125,-71.75,75,0.54
Small Mountain,3,WOD_Mountain_03,669,6,3,87,669030687,Wrothgarian Mountains,669.0234375,-6.3203125,-75,0.67
Small Mountain,3,WOD_Mountain_04,758,112,109,41,75810911241,Wrothgarian Mountains,758.8515625,-112.6796875,-1,0.65
Small Mountain,3,WOD_Mountain_08,855,6,102,46,8551020646,Wrothgarian Mountains,855.796875,-6.640625,179,0.6
Small Mountain,3,WOD_Mountain_03,996,52,32,18,996325218,Wrothgarian Mountains,996.25,-52.859375,51,0.75
Small Mountain,3,WOD_Mountain_08,999,189,59,119,99959189119,Wrothgarian Mountains,999.4609375,-189.0703125,-98,0.61
Small Mountain,3,WOD_Mountain_01,673,18,22,47,673221847,Wrothgarian Mountains,673.171875,-18.6328125,-160,0.71
Small Mountain,3,WOD_Mountain_04,623,19,67,128,6236719128,Wrothgarian Mountains,623.5234375,-19,-84,0.62
Small Mountain,3,WOD_Mountain_01,875,121,18,44,8751812144,Wrothgarian Mountains,875.140625,-121.65625,-36,0.72
Small Mountain,3,WOD_Mountain_07,827,2,51,31,827510231,Wrothgarian Mountains,827.3984375,-2.7578125,96,0.65
Small Mountain,3,WOD_Mountain_08,795,38,123,22,7951233822,Wrothgarian Mountains,795.9609375,-38.828125,-66,0.63
Small Mountain,3,WOD_Mountain_02,945,76,96,63,945967663,Wrothgarian Mountains,945.75,-76.5078125,-116,0.75
Small Mountain,3,WOD_Mountain_04,997,73,64,50,997647350,Wrothgarian Mountains,997.5,-73.609375,-156,0.65
Small Mountain,3,WOD_Mountain_03,919,118,10,92,9191011892,Wrothgarian Mountains,919.078125,-118.28125,110,0.5
Small Mountain,3,WOD_Mountain_06,978,10,60,41,978601041,Wrothgarian Mountains,978.46875,-10.6796875,-81,0.52
Small Mountain,3,WOD_Mountain_03,842,14,82,8,842821408,Wrothgarian Mountains,842.640625,-14.9375,96,0.75
Small Mountain,3,WOD_Mountain_04,762,76,10,23,762107623,Wrothgarian Mountains,762.078125,-76.8203125,157,0.69
Small Mountain,3,WOD_Mountain_02,963,85,45,104,9634585104,Wrothgarian Mountains,963.3515625,-85.1875,45,0.69
Small Mountain,3,WOD_Mountain_06,786,30,106,14,7861063014,Wrothgarian Mountains,786.828125,-30.890625,116,0.71
Small Mountain,3,WOD_Mountain_01,978,117,74,17,9787411717,Wrothgarian Mountains,978.578125,-117.8671875,149,0.69
Small Mountain,3,WOD_Mountain_04,896,26,28,27,896282627,Wrothgarian Mountains,896.21875,-26.7890625,-88,0.74
Small Mountain,3,WOD_Mountain_07,678,54,67,87,678675487,Wrothgarian Mountains,678.5234375,-54.3203125,58,0.56
Small Mountain,3,WOD_Mountain_09,814,80,84,99,814848099,Wrothgarian Mountains,814.65625,-80.2265625,33,0.63
Small Mountain,3,WOD_Mountain_02,998,16,104,55,9981041655,Wrothgarian Mountains,998.8125,-16.5703125,-93,0.74
Small Mountain,3,WOD_Mountain_07,958,8,111,68,9581110868,Wrothgarian Mountains,958.8671875,-8.46875,-64,0.52
Small Mountain,3,WOD_Mountain_03,776,107,81,91,7768110791,Wrothgarian Mountains,776.6328125,-107.2890625,165,0.6
Small Mountain,3,WOD_Mountain_09,991,180,60,9,9916018009,Wrothgarian Mountains,991.46875,-180.9296875,-164,0.66
Small Mountain,3,WOD_Mountain_04,850,116,56,118,85056116118,Wrothgarian Mountains,850.4375,-116.078125,122,0.69
Small Mountain,3,WOD_Mountain_03,785,45,82,45,785824545,Wrothgarian Mountains,785.640625,-45.6484375,117,0.69
Small Mountain,3,WOD_Mountain_09,787,137,111,14,78711113714,Wrothgarian Mountains,787.8671875,-137.890625,-120,0.62
Small Mountain,3,WOD_Mountain_03,993,162,27,31,9932716231,Wrothgarian Mountains,993.2109375,-162.7578125,-119,0.69
Small Mountain,3,WOD_Mountain_07,988,58,122,15,9881225815,Wrothgarian Mountains,988.953125,-58.8828125,-87,0.58
Small Mountain,3,WOD_Mountain_02,997,72,46,95,997467295,Wrothgarian Mountains,997.359375,-72.2578125,-34,0.71
Small Mountain,3,WOD_Mountain_01,761,77,110,125,76111077125,Wrothgarian Mountains,761.859375,-77.0234375,-168,0.54
Small Mountain,3,WOD_Mountain_08,964,86,35,19,964358619,Wrothgarian Mountains,964.2734375,-86.8515625,-147,0.67
Small Mountain,3,WOD_Mountain_09,795,146,56,93,7955614693,Wrothgarian Mountains,795.4375,-146.2734375,-32,0.5
Small Mountain,3,WOD_Mountain_08,802,93,63,47,802639347,Wrothgarian Mountains,802.4921875,-93.6328125,-15,0.5
Small Mountain,3,WOD_Mountain_09,867,39,86,22,867863922,Wrothgarian Mountains,867.671875,-39.828125,-157,0.62
Small Mountain,3,WOD_Mountain_02,770,67,37,120,7703767120,Wrothgarian Mountains,770.2890625,-67.0625,-39,0.51
Small Mountain,3,WOD_Mountain_04,991,35,63,105,9916335105,Wrothgarian Mountains,991.4921875,-35.1796875,-61,0.68
Small Mountain,3,WOD_Mountain_09,970,115,109,50,97010911550,Wrothgarian Mountains,970.8515625,-115.609375,-48,0.68
Small Mountain,3,WOD_Mountain_04,963,8,65,122,9636508122,Wrothgarian Mountains,963.5078125,-8.046875,-93,0.65
Small Mountain,3,WOD_Mountain_07,959,181,105,110,959105181110,Wrothgarian Mountains,959.8203125,-181.140625,35,0.53
Small Mountain,3,WOD_Mountain_01,888,81,41,101,8884181101,Wrothgarian Mountains,888.3203125,-81.2109375,-38,0.68
Small Mountain,3,WOD_Mountain_02,995,140,87,55,9958714055,Wrothgarian Mountains,995.6796875,-140.5703125,-19,0.57
Small Mountain,3,WOD_Mountain_03,816,86,81,90,816818690,Wrothgarian Mountains,816.6328125,-86.296875,71,0.52
Small Mountain,3,WOD_Mountain_08,930,17,46,36,930461736,Wrothgarian Mountains,930.359375,-17.71875,61,0.62
Small Mountain,3,WOD_Mountain_01,947,33,55,92,947553392,Wrothgarian Mountains,947.4296875,-33.28125,-146,0.5
