name,type,prefab,worldX,worldY,locationID,terrainX,terrainY,region,gisX,gixY,rotYaxis,heightOffset
Rocks,1,WOD_Rocks_Large_05,867,5,867720541,72,41,Wrothgarian Mountains,867.5625,-5.6796875,-75,-8
Rocks,1,WOD_Rocks_Large_09,683,44,68312044115,120,115,Wrothgarian Mountains,683.9375,-44.1015625,-90,-5
Rocks,1,WOD_Rocks_Small_05,737,112,7371311291,13,91,Wrothgarian Mountains,737.1015625,-112.2890625,133,0
Rocks,1,WOD_Rocks_Small_06,957,199,95702199106,2,106,Wrothgarian Mountains,957.015625,-199.171875,175,0
Rocks,1,WOD_Rocks_Small_08,868,55,8681105556,110,56,Wrothgarian Mountains,868.859375,-55.5625,-92,0
Rocks,1,WOD_Rocks_Small_09,725,37,725703703,70,3,Wrothgarian Mountains,725.546875,-37.9765625,-46,0
Rocks,1,WOD_Rocks_Small_10,945,161,9456816199,68,99,Wrothgarian Mountains,945.53125,-161.2265625,49,0
Rocks,1,WOD_Rocks_Medium_01,888,111,88883111103,83,103,Wrothgarian Mountains,888.6484375,-111.1953125,-57,-29
Rocks,1,WOD_Rocks_Medium_02,962,46,962284612,28,12,Wrothgarian Mountains,962.21875,-46.90625,-173,-15
Rocks,1,WOD_Rocks_Medium_09,766,30,766823035,82,35,Wrothgarian Mountains,766.640625,-30.7265625,-35,-18
Rocks,1,WOD_Rocks_Medium_10,781,92,7812492111,24,111,Wrothgarian Mountains,781.1875,-92.1328125,-152,-27
Rocks,1,WOD_Rocks_Medium_11,917,31,91710831126,108,126,Wrothgarian Mountains,917.84375,-31.015625,-111,-8
Rocks,1,WOD_Rocks_Medium_12,922,76,922997672,99,72,Wrothgarian Mountains,922.7734375,-76.4375,-36,-17
Rocks,1,WOD_Rocks_Large_01,784,54,784785481,78,81,Wrothgarian Mountains,784.609375,-54.3671875,-70,-27
Rocks,1,WOD_Rocks_Large_02,914,145,91412014551,120,51,Wrothgarian Mountains,914.9375,-145.6015625,-4,-13
Rocks,1,WOD_Rocks_Large_03,892,9,8922209106,22,106,Wrothgarian Mountains,892.171875,-9.171875,-153,-17
Rocks,1,WOD_Rocks_Large_04,726,93,7261099376,109,76,Wrothgarian Mountains,726.8515625,-93.40625,109,-19
Rocks,1,WOD_Rocks_Large_07,950,183,95011118306,111,6,Wrothgarian Mountains,950.8671875,-183.953125,-176,-6
Rocks,1,WOD_Rocks_Small_02,861,51,8612051108,20,108,Wrothgarian Mountains,861.15625,-51.15625,108,0
Rocks,1,WOD_Rocks_Small_05,949,196,949106196123,106,123,Wrothgarian Mountains,949.828125,-196.0390625,108,0
Rocks,1,WOD_Rocks_Small_07,874,40,8747940115,79,115,Wrothgarian Mountains,874.6171875,-40.1015625,19,0
Rocks,1,WOD_Rocks_Small_09,934,17,934991720,99,20,Wrothgarian Mountains,934.7734375,-17.84375,45,0
Rocks,1,WOD_Rocks_Small_10,941,143,9419214394,92,94,Wrothgarian Mountains,941.71875,-143.265625,21,0
Rocks,1,WOD_Rocks_Medium_04,674,29,6741162986,116,86,Wrothgarian Mountains,674.90625,-29.328125,-134,-15
Rocks,1,WOD_Rocks_Medium_05,964,105,96410710511,107,11,Wrothgarian Mountains,964.8359375,-105.9140625,-120,-19
Rocks,1,WOD_Rocks_Medium_10,927,174,9279617415,96,15,Wrothgarian Mountains,927.75,-174.8828125,48,-30
Rocks,1,WOD_Rocks_Large_04,880,47,880784736,78,36,Wrothgarian Mountains,880.609375,-47.71875,128,-24
Rocks,1,WOD_Rocks_Large_08,701,46,7016246112,62,112,Wrothgarian Mountains,701.484375,-46.125,-168,-23
Rocks,1,WOD_Rocks_Large_09,803,35,8031153590,115,90,Wrothgarian Mountains,803.8984375,-35.296875,-88,-27
Rocks,1,WOD_Rocks_Small_03,789,104,78939104115,39,115,Wrothgarian Mountains,789.3046875,-104.1015625,-104,0
Rocks,1,WOD_Rocks_Small_04,813,43,81312543121,125,121,Wrothgarian Mountains,813.9765625,-43.0546875,41,0
Rocks,1,WOD_Rocks_Small_05,630,32,6301732105,17,105,Wrothgarian Mountains,630.1328125,-32.1796875,-75,0
Rocks,1,WOD_Rocks_Small_07,937,147,93707147109,7,109,Wrothgarian Mountains,937.0546875,-147.1484375,163,0
Rocks,1,WOD_Rocks_Small_09,781,115,78107115112,7,112,Wrothgarian Mountains,781.0546875,-115.125,114,0
Rocks,1,WOD_Rocks_Medium_03,865,81,865338106,33,6,Wrothgarian Mountains,865.2578125,-81.953125,-118,-14
Rocks,1,WOD_Rocks_Large_01,829,66,829216694,21,94,Wrothgarian Mountains,829.1640625,-66.265625,29,-26
Rocks,1,WOD_Rocks_Large_06,950,45,9504845102,48,102,Wrothgarian Mountains,950.375,-45.203125,-179,-24
Rocks,1,WOD_Rocks_Large_09,975,106,9758410601,84,1,Wrothgarian Mountains,975.65625,-106.9921875,-150,-9
Rocks,1,WOD_Rocks_Small_01,920,45,920964593,96,93,Wrothgarian Mountains,920.75,-45.2734375,15,0
Rocks,1,WOD_Rocks_Medium_04,647,1,647800114,80,14,Wrothgarian Mountains,647.625,-1.890625,179,-10
Rocks,1,WOD_Rocks_Medium_09,922,115,92299115105,99,105,Wrothgarian Mountains,922.7734375,-115.1796875,-163,-12
Rocks,1,WOD_Rocks_Large_03,925,67,92512567106,125,106,Wrothgarian Mountains,925.9765625,-67.171875,74,-5
Rocks,1,WOD_Rocks_Small_01,888,34,8881143409,114,9,Wrothgarian Mountains,888.890625,-34.9296875,-89,0
Rocks,1,WOD_Rocks_Small_06,825,36,825043691,4,91,Wrothgarian Mountains,825.03125,-36.2890625,81,0
Rocks,1,WOD_Rocks_Small_08,732,61,732536133,53,33,Wrothgarian Mountains,732.4140625,-61.7421875,-67,0
Rocks,1,WOD_Rocks_Small_09,819,43,81910443117,104,117,Wrothgarian Mountains,819.8125,-43.0859375,-144,0
Rocks,1,WOD_Rocks_Medium_05,793,19,7931919120,19,120,Wrothgarian Mountains,793.1484375,-19.0625,-166,-13
Rocks,1,WOD_Rocks_Medium_06,849,111,8493011109,30,9,Wrothgarian Mountains,849.234375,-111.9296875,137,-23
Rocks,1,WOD_Rocks_Medium_07,986,181,9863218150,32,50,Wrothgarian Mountains,986.25,-181.609375,-26,-18
Rocks,1,WOD_Rocks_Medium_09,940,39,940513945,51,45,Wrothgarian Mountains,940.3984375,-39.6484375,-135,-17
Rocks,1,WOD_Rocks_Medium_11,787,101,78703101111,3,111,Wrothgarian Mountains,787.0234375,-101.1328125,-49,-27
Rocks,1,WOD_Rocks_Large_02,625,15,625591514,59,14,Wrothgarian Mountains,625.4609375,-15.890625,43,-6
Rocks,1,WOD_Rocks_Large_03,723,3,7231060325,106,25,Wrothgarian Mountains,723.828125,-3.8046875,151,-15
Rocks,1,WOD_Rocks_Small_02,782,43,7821024371,102,71,Wrothgarian Mountains,782.796875,-43.4453125,136,0
Rocks,1,WOD_Rocks_Small_03,954,199,95431199128,31,128,Wrothgarian Mountains,954.2421875,-199,-104,0
Rocks,1,WOD_Rocks_Small_07,923,188,92339188106,39,106,Wrothgarian Mountains,923.3046875,-188.171875,138,0
Rocks,1,WOD_Rocks_Small_08,754,96,75411796120,117,120,Wrothgarian Mountains,754.9140625,-96.0625,-174,0
Rocks,1,WOD_Rocks_Small_09,769,32,7691033284,103,84,Wrothgarian Mountains,769.8046875,-32.34375,-46,0
Rocks,1,WOD_Rocks_Medium_07,964,103,96412610382,126,82,Wrothgarian Mountains,964.984375,-103.359375,-130,-29
Rocks,1,WOD_Rocks_Medium_08,755,28,7554028127,40,127,Wrothgarian Mountains,755.3125,-28.0078125,128,-3
Rocks,1,WOD_Rocks_Medium_11,937,138,9373313809,33,9,Wrothgarian Mountains,937.2578125,-138.9296875,16,-13
Rocks,1,WOD_Rocks_Large_01,838,29,838572932,57,32,Wrothgarian Mountains,838.4453125,-29.75,179,-23
Rocks,1,WOD_Rocks_Large_04,857,105,8572810595,28,95,Wrothgarian Mountains,857.21875,-105.2578125,-5,-15
Rocks,1,WOD_Rocks_Large_05,844,80,844638043,63,43,Wrothgarian Mountains,844.4921875,-80.6640625,-32,-18
Rocks,1,WOD_Rocks_Large_08,741,85,7410685124,6,124,Wrothgarian Mountains,741.046875,-85.03125,-162,-10
Rocks,1,WOD_Rocks_Small_04,651,1,6512401110,24,110,Wrothgarian Mountains,651.1875,-1.140625,148,0
Rocks,1,WOD_Rocks_Small_07,983,134,9834213414,42,14,Wrothgarian Mountains,983.328125,-134.890625,177,0
Rocks,1,WOD_Rocks_Small_09,971,29,9711729125,17,125,Wrothgarian Mountains,971.1328125,-29.0234375,131,0
Rocks,1,WOD_Rocks_Small_10,930,76,9301067686,106,86,Wrothgarian Mountains,930.828125,-76.328125,110,0
Rocks,1,WOD_Rocks_Medium_01,960,46,960624603,62,3,Wrothgarian Mountains,960.484375,-46.9765625,49,-15
Rocks,1,WOD_Rocks_Medium_07,873,111,8737811105,78,5,Wrothgarian Mountains,873.609375,-111.9609375,-70,-18
Rocks,1,WOD_Rocks_Medium_08,851,50,8510150120,1,120,Wrothgarian Mountains,851.0078125,-50.0625,-172,-28
Rocks,1,WOD_Rocks_Medium_11,785,118,78510811865,108,65,Wrothgarian Mountains,785.84375,-118.4921875,-70,0
Rocks,1,WOD_Rocks_Medium_12,871,10,871391043,39,43,Wrothgarian Mountains,871.3046875,-10.6640625,146,-8
Rocks,1,WOD_Rocks_Large_02,868,112,8686011209,60,9,Wrothgarian Mountains,868.46875,-112.9296875,-23,-5
Rocks,1,WOD_Rocks_Large_06,875,108,8757210825,72,25,Wrothgarian Mountains,875.5625,-108.8046875,-110,-2
Rocks,1,WOD_Rocks_Large_07,940,188,94038188107,38,107,Wrothgarian Mountains,940.296875,-188.1640625,-13,-3
Rocks,1,WOD_Rocks_Large_09,739,42,739414258,41,58,Wrothgarian Mountains,739.3203125,-42.546875,175,-19
Rocks,1,WOD_Rocks_Small_02,976,29,97611429107,114,107,Wrothgarian Mountains,976.890625,-29.1640625,35,0
Rocks,1,WOD_Rocks_Small_03,898,69,898916951,91,51,Wrothgarian Mountains,898.7109375,-69.6015625,85,0
Rocks,1,WOD_Rocks_Small_07,591,36,5911143694,114,94,Wrothgarian Mountains,591.890625,-36.265625,-28,0
Rocks,1,WOD_Rocks_Small_09,832,9,832580997,58,97,Wrothgarian Mountains,832.453125,-9.2421875,165,0
Rocks,1,WOD_Rocks_Small_10,800,20,8001012047,101,47,Wrothgarian Mountains,800.7890625,-20.6328125,-30,0
Rocks,1,WOD_Rocks_Medium_01,822,129,8225812910,58,10,Wrothgarian Mountains,822.453125,-129.921875,-147,-25
Rocks,1,WOD_Rocks_Medium_05,930,106,9304710619,47,19,Wrothgarian Mountains,930.3671875,-106.8515625,31,-12
Rocks,1,WOD_Rocks_Medium_06,979,54,979035409,3,9,Wrothgarian Mountains,979.0234375,-54.9296875,70,-20
Rocks,1,WOD_Rocks_Medium_12,810,17,8101101769,110,69,Wrothgarian Mountains,810.859375,-17.4609375,-69,-23
Rocks,1,WOD_Rocks_Large_05,931,67,9317367110,73,110,Wrothgarian Mountains,931.5703125,-67.140625,-54,-29
Rocks,1,WOD_Rocks_Large_08,656,18,65612518126,125,126,Wrothgarian Mountains,656.9765625,-18.015625,149,-21
Rocks,1,WOD_Rocks_Large_09,910,150,9109215044,92,44,Wrothgarian Mountains,910.71875,-150.65625,90,-18
Rocks,1,WOD_Rocks_Small_01,827,30,8271103057,110,57,Wrothgarian Mountains,827.859375,-30.5546875,-170,0
Rocks,1,WOD_Rocks_Small_03,786,118,786100118106,100,106,Wrothgarian Mountains,786.78125,-118.171875,16,0
Rocks,1,WOD_Rocks_Small_06,768,120,76862120122,62,122,Wrothgarian Mountains,768.484375,-120.046875,33,0
Rocks,1,WOD_Rocks_Small_10,979,109,97992109109,92,109,Wrothgarian Mountains,979.71875,-109.1484375,7,0
Rocks,1,WOD_Rocks_Medium_02,967,29,967312978,31,78,Wrothgarian Mountains,967.2421875,-29.390625,29,-9
Rocks,1,WOD_Rocks_Medium_06,658,38,6589438113,94,113,Wrothgarian Mountains,658.734375,-38.1171875,-17,-27
Rocks,1,WOD_Rocks_Medium_10,956,98,956829807,82,7,Wrothgarian Mountains,956.640625,-98.9453125,99,0
Rocks,1,WOD_Rocks_Large_04,904,63,904866319,86,19,Wrothgarian Mountains,904.671875,-63.8515625,-32,-4
Rocks,1,WOD_Rocks_Small_02,705,9,70512309118,123,118,Wrothgarian Mountains,705.9609375,-9.078125,-160,0
Rocks,1,WOD_Rocks_Small_04,965,26,9658726126,87,126,Wrothgarian Mountains,965.6796875,-26.015625,-166,0
Rocks,1,WOD_Rocks_Small_05,895,120,89510012006,100,6,Wrothgarian Mountains,895.78125,-120.953125,-26,0
Rocks,1,WOD_Rocks_Small_08,860,106,860124106103,124,103,Wrothgarian Mountains,860.96875,-106.1953125,58,0
Rocks,1,WOD_Rocks_Small_09,762,115,7621511599,15,99,Wrothgarian Mountains,762.1171875,-115.2265625,-2,0
Rocks,1,WOD_Rocks_Small_10,912,24,912882446,88,46,Wrothgarian Mountains,912.6875,-24.640625,23,0
Rocks,1,WOD_Rocks_Medium_02,785,55,7851145592,114,92,Wrothgarian Mountains,785.890625,-55.28125,-63,-29
Rocks,1,WOD_Rocks_Medium_07,801,130,80143130120,43,120,Wrothgarian Mountains,801.3359375,-130.0625,-78,-24
Rocks,1,WOD_Rocks_Medium_08,978,174,978116174111,116,111,Wrothgarian Mountains,978.90625,-174.1328125,-123,-5
Rocks,1,WOD_Rocks_Medium_12,655,19,6551141939,114,39,Wrothgarian Mountains,655.890625,-19.6953125,95,-19
Rocks,1,WOD_Rocks_Large_02,665,34,665743459,74,59,Wrothgarian Mountains,665.578125,-34.5390625,-86,-17
Rocks,1,WOD_Rocks_Large_03,654,34,65410334115,103,115,Wrothgarian Mountains,654.8046875,-34.1015625,145,-14
Rocks,1,WOD_Rocks_Large_07,905,64,9051164113,11,113,Wrothgarian Mountains,905.0859375,-64.1171875,-19,-5
Rocks,1,WOD_Rocks_Small_01,848,99,848099901,9,1,Wrothgarian Mountains,848.0703125,-99.9921875,-79,0
Rocks,1,WOD_Rocks_Small_05,758,130,7589213081,92,81,Wrothgarian Mountains,758.71875,-130.3671875,-172,0
Rocks,1,WOD_Rocks_Small_06,742,52,7429852113,98,113,Wrothgarian Mountains,742.765625,-52.1171875,95,0
Rocks,1,WOD_Rocks_Medium_03,961,27,961102762,10,62,Wrothgarian Mountains,961.078125,-27.515625,-11,-10
Rocks,1,WOD_Rocks_Medium_04,914,11,914231124,23,24,Wrothgarian Mountains,914.1796875,-11.8125,125,-25
Rocks,1,WOD_Rocks_Medium_06,807,105,807105105109,105,109,Wrothgarian Mountains,807.8203125,-105.1484375,169,-9
Rocks,1,WOD_Rocks_Medium_07,942,154,94211615470,116,70,Wrothgarian Mountains,942.90625,-154.453125,-55,-24
Rocks,1,WOD_Rocks_Medium_09,727,85,7271018504,101,4,Wrothgarian Mountains,727.7890625,-85.96875,71,-28
Rocks,1,WOD_Rocks_Medium_11,923,66,92310266103,102,103,Wrothgarian Mountains,923.796875,-66.1953125,-6,-13
Rocks,1,WOD_Rocks_Medium_12,938,67,938276702,27,2,Wrothgarian Mountains,938.2109375,-67.984375,-141,-20
Rocks,1,WOD_Rocks_Large_01,842,99,842729923,72,23,Wrothgarian Mountains,842.5625,-99.8203125,-122,-20
Rocks,1,WOD_Rocks_Large_05,955,201,95589201112,89,112,Wrothgarian Mountains,955.6953125,-201.125,-176,-17
Rocks,1,WOD_Rocks_Small_01,745,111,7451511106,15,6,Wrothgarian Mountains,745.1171875,-111.953125,76,0
Rocks,1,WOD_Rocks_Small_05,756,114,7560911410,9,10,Wrothgarian Mountains,756.0703125,-114.921875,-137,0
Rocks,1,WOD_Rocks_Medium_02,629,11,629971160,97,60,Wrothgarian Mountains,629.7578125,-11.53125,-94,-1
Rocks,1,WOD_Rocks_Medium_05,890,39,890603910,60,10,Wrothgarian Mountains,890.46875,-39.921875,-128,-22
Rocks,1,WOD_Rocks_Medium_11,981,197,9813919746,39,46,Wrothgarian Mountains,981.3046875,-197.640625,-165,-17
Rocks,1,WOD_Rocks_Large_05,776,54,7766254114,62,114,Wrothgarian Mountains,776.484375,-54.109375,137,-27
Rocks,1,WOD_Rocks_Small_07,857,49,857744908,74,8,Wrothgarian Mountains,857.578125,-49.9375,-26,0
Rocks,1,WOD_Rocks_Small_08,803,32,803903219,90,19,Wrothgarian Mountains,803.703125,-32.8515625,173,0
Rocks,1,WOD_Rocks_Small_10,951,125,951118125126,118,126,Wrothgarian Mountains,951.921875,-125.015625,36,0
Rocks,1,WOD_Rocks_Medium_05,692,46,6926646124,66,124,Wrothgarian Mountains,692.515625,-46.03125,-62,-25
Rocks,1,WOD_Rocks_Medium_09,958,26,9581082617,108,17,Wrothgarian Mountains,958.84375,-26.8671875,69,-30
Rocks,1,WOD_Rocks_Medium_10,944,198,94434198123,34,123,Wrothgarian Mountains,944.265625,-198.0390625,132,-29
Rocks,1,WOD_Rocks_Large_02,950,97,9501059713,105,13,Wrothgarian Mountains,950.8203125,-97.8984375,-49,-15
Rocks,1,WOD_Rocks_Large_05,833,98,833589823,58,23,Wrothgarian Mountains,833.453125,-98.8203125,-83,-8
Rocks,1,WOD_Rocks_Large_06,874,50,874315015,31,15,Wrothgarian Mountains,874.2421875,-50.8828125,-93,-15
Rocks,1,WOD_Rocks_Large_07,630,31,630153108,15,8,Wrothgarian Mountains,630.1171875,-31.9375,15,-11
Rocks,1,WOD_Rocks_Large_09,713,77,7132577127,25,127,Wrothgarian Mountains,713.1953125,-77.0078125,145,-29
Rocks,1,WOD_Rocks_Small_01,905,51,9059151126,91,126,Wrothgarian Mountains,905.7109375,-51.015625,-121,0
Rocks,1,WOD_Rocks_Small_03,948,196,94863196110,63,110,Wrothgarian Mountains,948.4921875,-196.140625,-33,0
Rocks,1,WOD_Rocks_Small_05,707,9,7070609116,6,116,Wrothgarian Mountains,707.046875,-9.09375,41,0
Rocks,1,WOD_Rocks_Small_06,968,40,9681054037,105,37,Wrothgarian Mountains,968.8203125,-40.7109375,22,0
Rocks,1,WOD_Rocks_Small_09,811,30,81111530111,115,111,Wrothgarian Mountains,811.8984375,-30.1328125,65,0
Rocks,1,WOD_Rocks_Medium_09,934,6,9341100641,110,41,Wrothgarian Mountains,934.859375,-6.6796875,-7,-2
Rocks,1,WOD_Rocks_Medium_12,686,45,686624595,62,95,Wrothgarian Mountains,686.484375,-45.2578125,-47,-7
Rocks,1,WOD_Rocks_Large_02,787,74,7871207425,120,25,Wrothgarian Mountains,787.9375,-74.8046875,-75,-6
Rocks,1,WOD_Rocks_Large_06,637,34,637613439,61,39,Wrothgarian Mountains,637.4765625,-34.6953125,-76,-23
Rocks,1,WOD_Rocks_Large_07,937,13,937291307,29,7,Wrothgarian Mountains,937.2265625,-13.9453125,-76,0
Rocks,1,WOD_Rocks_Small_02,977,163,97750163102,50,102,Wrothgarian Mountains,977.390625,-163.203125,114,0
Rocks,1,WOD_Rocks_Small_05,743,60,7433760102,37,102,Wrothgarian Mountains,743.2890625,-60.203125,-107,0
Rocks,1,WOD_Rocks_Small_09,926,177,92684177113,84,113,Wrothgarian Mountains,926.65625,-177.1171875,-39,0
Rocks,1,WOD_Rocks_Small_10,929,187,92910818778,108,78,Wrothgarian Mountains,929.84375,-187.390625,-156,0
Rocks,1,WOD_Rocks_Medium_03,694,3,6941103124,11,124,Wrothgarian Mountains,694.0859375,-3.03125,51,-9
Rocks,1,WOD_Rocks_Medium_08,708,43,7082243118,22,118,Wrothgarian Mountains,708.171875,-43.078125,23,-23
Rocks,1,WOD_Rocks_Medium_09,692,45,692884510,88,10,Wrothgarian Mountains,692.6875,-45.921875,-14,-30
Rocks,1,WOD_Rocks_Medium_10,803,37,803563701,56,1,Wrothgarian Mountains,803.4375,-37.9921875,-12,-16
Rocks,1,WOD_Rocks_Medium_11,807,86,807218601,21,1,Wrothgarian Mountains,807.1640625,-86.9921875,132,0
Rocks,1,WOD_Rocks_Large_03,821,128,8212912879,29,79,Wrothgarian Mountains,821.2265625,-128.3828125,-71,-27
Rocks,1,WOD_Rocks_Large_06,983,140,98358140120,58,120,Wrothgarian Mountains,983.453125,-140.0625,-119,-5
Rocks,1,WOD_Rocks_Small_01,922,155,922111155103,111,103,Wrothgarian Mountains,922.8671875,-155.1953125,-39,0
Rocks,1,WOD_Rocks_Small_04,711,9,7112909123,29,123,Wrothgarian Mountains,711.2265625,-9.0390625,156,0
Rocks,1,WOD_Rocks_Small_05,784,136,7847413691,74,91,Wrothgarian Mountains,784.578125,-136.2890625,134,0
Rocks,1,WOD_Rocks_Small_07,837,11,837231149,23,49,Wrothgarian Mountains,837.1796875,-11.6171875,7,0
Rocks,1,WOD_Rocks_Small_08,943,154,943111154123,111,123,Wrothgarian Mountains,943.8671875,-154.0390625,-123,0
Rocks,1,WOD_Rocks_Small_09,710,44,7105644112,56,112,Wrothgarian Mountains,710.4375,-44.125,-5,0
Rocks,1,WOD_Rocks_Medium_08,654,0,654670025,67,25,Wrothgarian Mountains,654.5234375,-0.8046875,-11,-12
Rocks,1,WOD_Rocks_Large_01,623,14,623621467,62,67,Wrothgarian Mountains,623.484375,-14.4765625,111,-25
Rocks,1,WOD_Rocks_Large_04,922,141,9224214115,42,15,Wrothgarian Mountains,922.328125,-141.8828125,60,-16
Rocks,1,WOD_Rocks_Large_05,591,35,591983522,98,22,Wrothgarian Mountains,591.765625,-35.828125,-9,-27
Rocks,1,WOD_Rocks_Small_02,973,172,9734117245,41,45,Wrothgarian Mountains,973.3203125,-172.6484375,-46,0
Rocks,1,WOD_Rocks_Small_05,794,81,794268101,26,1,Wrothgarian Mountains,794.203125,-81.9921875,-22,0
Rocks,1,WOD_Rocks_Small_06,980,168,98010916831,109,31,Wrothgarian Mountains,980.8515625,-168.7578125,-14,0
Rocks,1,WOD_Rocks_Small_07,626,13,6261271374,127,74,Wrothgarian Mountains,626.9921875,-13.421875,154,0
Rocks,1,WOD_Rocks_Small_10,953,165,9531516567,15,67,Wrothgarian Mountains,953.1171875,-165.4765625,133,0
Rocks,1,WOD_Rocks_Medium_02,958,26,958512601,51,1,Wrothgarian Mountains,958.3984375,-26.9921875,61,-11
Rocks,1,WOD_Rocks_Medium_06,802,88,8020488126,4,126,Wrothgarian Mountains,802.03125,-88.015625,71,-22
Rocks,1,WOD_Rocks_Medium_08,921,100,92151100106,51,106,Wrothgarian Mountains,921.3984375,-100.171875,173,-9
Rocks,1,WOD_Rocks_Large_01,655,28,655012842,1,42,Wrothgarian Mountains,655.0078125,-28.671875,49,-26
Rocks,1,WOD_Rocks_Large_02,649,4,649450488,45,88,Wrothgarian Mountains,649.3515625,-4.3125,-27,-21
Rocks,1,WOD_Rocks_Large_03,874,75,8741167598,116,98,Wrothgarian Mountains,874.90625,-75.234375,-96,-4
Rocks,1,WOD_Rocks_Large_09,950,98,95012498115,124,115,Wrothgarian Mountains,950.96875,-98.1015625,-118,-13
Rocks,1,WOD_Rocks_Small_03,983,135,98391135110,91,110,Wrothgarian Mountains,983.7109375,-135.140625,-39,0
Rocks,1,WOD_Rocks_Small_04,809,74,8091037496,103,96,Wrothgarian Mountains,809.8046875,-74.25,95,0
Rocks,1,WOD_Rocks_Small_09,905,47,905424706,42,6,Wrothgarian Mountains,905.328125,-47.953125,-36,0
Rocks,1,WOD_Rocks_Small_10,823,145,82350145117,50,117,Wrothgarian Mountains,823.390625,-145.0859375,161,0
Rocks,1,WOD_Rocks_Medium_01,833,43,833514322,51,22,Wrothgarian Mountains,833.3984375,-43.828125,96,-17
Rocks,1,WOD_Rocks_Medium_06,960,166,9606816603,68,3,Wrothgarian Mountains,960.53125,-166.9765625,-89,-28
Rocks,1,WOD_Rocks_Medium_08,654,35,6541213510,121,10,Wrothgarian Mountains,654.9453125,-35.921875,115,-14
