fid,name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
301,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,964,166,19,42,9640416642,Wrothgarian Mountains,964.03125,-166.671875,4
302,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,963,164,113,13,96311316413,Wrothgarian Mountains,963.8828125,-164.8984375,4
303,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,964,164,28,82,9642816482,Wrothgarian Mountains,964.21875,-164.359375,4
304,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,952,166,32,69,9523216669,Wrothgarian Mountains,952.25,-166.4609375,4
306,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,952,167,26,83,9522616783,Wrothgarian Mountains,952.203125,-167.3515625,4
307,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,925,183,46,79,9254618379,Wrothgarian Mountains,925.359375,-183.3828125,4
308,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,925,184,49,46,9254918446,Wrothgarian Mountains,925.3828125,-184.640625,4
310,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,946,186,72,122,94672186125,Wrothgarian Mountains,946.5625,-186.0234375,4
311,Orc Camp,0,WOD_OrcCamp_Small_Mountains_03,947,185,81,11,9478118510,Wrothgarian Mountains,947.6328125,-185.921875,4
312,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,946,185,97,59,9469718559,Wrothgarian Mountains,946.7578125,-185.5390625,4
313,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,935,201,82,7,9358220103,Wrothgarian Mountains,935.640625,-201.9765625,4
481,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,610,17,24,36,610241736,Wrothgarian Mountains,610.1875,-17.71875,4
699,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,969,39,73,88,969733992,Wrothgarian Mountains,969.5703125,-39.28125,4
702,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,642,30,120,56,6421203056,Wrothgarian Mountains,642.9375,-30.5625,4
704,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_01,893,16,37,76,893371676,Wrothgarian Mountains,893.2890625,-16.40625,4
706,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,890,58,44,49,890235849,Wrothgarian Mountains,890.1796875,-58.6171875,4
712,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,885,46,116,70,8851164670,Wrothgarian Mountains,885.90625,-46.453125,4
713,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_03,970,148,45,44,9700514814,Wrothgarian Mountains,970.0390625,-148.890625,4
715,Orc Camp,0,WOD_OrcCamp_Small_Mountains_01,983,196,122,58,98312219658,Wrothgarian Mountains,983.953125,-196.546875,4
716,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,703,47,77,8,703774708,Wrothgarian Mountains,703.6015625,-47.9375,4
721,Orc Camp,0,WOD_OrcCamp_Large_Mountains_01,993,5,22,99,993220599,Wrothgarian Mountains,993.171875,-5.2265625,4
723,Orc Camp,0,WOD_OrcCamp_Small_Mountains_02,778,134,40,123,77840134127,Wrothgarian Mountains,778.3125,-134.0078125,4
726,Orc Camp,0,WOD_OrcCamp_Medium_Mountains_02,841,8,27,36,841270836,Wrothgarian Mountains,841.2109375,-8.71875,4
