fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY,climate
175,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,810,90,116,45,Wrothgarian Mountains,810.921875,-90.6484375,4.0
188,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,954,201,72,104,Wrothgarian Mountains,954.5625,-201.1875,4.0
189,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,922,159,111,116,Wrothgarian Mountains,922.8671875,-159.09375,4.0
194,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,963,47,95,99,Wrothgarian Mountains,963.7421875,-47.2265625,4.0
197,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,791,68,86,14,Wrothgarian Mountains,791.671875,-68.890625,4.0
203,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,974,134,60,115,Wrothgarian Mountains,974.46875,-134.1015625,4.0
213,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,724,10,54,86,Wrothgarian Mountains,724.421875,-10.328125,4.0
215,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,786,75,95,113,Wrothgarian Mountains,786.7421875,-75.1171875,4.0
224,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,794,21,49,13,Wrothgarian Mountains,794.3828125,-21.9375,4.0
230,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,929,180,92,9,Wrothgarian Mountains,929.71875,-180.9375,4.0
238,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,939,144,93,9,Wrothgarian Mountains,939.7265625,-144.953125,4.0
241,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,847,74,73,91,Wrothgarian Mountains,847.5703125,-74.2890625,4.0
245,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,963,101,29,47,Wrothgarian Mountains,963.2265625,-101.6328125,4.0
255,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,965,113,63,69,Wrothgarian Mountains,965.4921875,-113.4609375,4.0
259,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,691,51,119,33,Wrothgarian Mountains,691.9375,-51.7421875,4.0
264,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,972,29,95,105,Wrothgarian Mountains,972.7421875,-29.1796875,4.0
281,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,785,101,47,108,Wrothgarian Mountains,785.3671875,-101.15625,4.0
282,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,710,44,114,105,Wrothgarian Mountains,710.890625,-44.1796875,4.0
286,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,873,57,9,49,Wrothgarian Mountains,873.0703125,-57.6171875,4.0
287,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,971,105,111,51,Wrothgarian Mountains,971.8671875,-105.6015625,4.0
288,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,818,120,100,27,Wrothgarian Mountains,818.78125,-120.7890625,4.0
299,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,742,100,69,19,Wrothgarian Mountains,742.5390625,-100.8515625,4.0
326,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,763,126,64,100,Wrothgarian Mountains,763.5,-126.21875,4.0
330,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,787,101,68,79,Wrothgarian Mountains,787.53125,-101.3828125,4.0
132,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,689,446,72,99,Dak'fron,689.5625,-446.2265625,4.0
15,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,192,214,115,24,Daggerfall,192.8984375,-214.8125,1.0
20,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,220,213,64,119,Daggerfall,220.5,-213.0390625,1.0
31,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,175,205,19,111,Daggerfall,175.1484375,-205.1328125,1.0
36,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,263,136,23,38,Daggerfall,263.1796875,-136.703125,3.0
46,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,172,193,119,109,Daggerfall,172.953125,-193.1484375,1.0
65,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,169,198,76,33,Daggerfall,169.59375,-198.7421875,1.0
68,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,237,173,36,92,Daggerfall,237.28125,-173.28125,1.0
75,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,167,174,52,41,Daggerfall,167.40625,-174.6796875,1.0
115,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,170,219,54,24,Daggerfall,170.421875,-219.8125,1.0
123,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,276,161,12,13,Daggerfall,276.0234375,-161.9765625,1.0
149,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,137,167,56,84,Daggerfall,137.4375,-167.34375,1.0
187,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,235,139,102,77,Daggerfall,235.796875,-139.3984375,3.0
210,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,192,154,100,119,Daggerfall,192.78125,-154.03125,3.0
235,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,130,178,116,61,Daggerfall,131.0,-178.5234375,1.0
258,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,303,210,22,9,Daggerfall,303.171875,-210.96875,1.0
289,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,102,191,110,9,Daggerfall,102.859375,-191.953125,1.0
291,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,265,151,116,65,Daggerfall,265.953125,-151.4921875,3.0
334,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,115,173,83,81,Daggerfall,115.6484375,-173.3671875,1.0
339,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,292,172,79,51,Daggerfall,292.6171875,-172.6015625,1.0
76,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,717,110,35,9,Alcaire,717.2734375,-110.9375,1.0
91,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,714,96,91,52,Alcaire,714.7109375,-96.59375,4.0
101,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,769,139,26,68,Alcaire,769.203125,-139.46875,4.0
113,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,694,104,33,26,Alcaire,694.2578125,-104.796875,1.0
128,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,710,116,9,69,Alcaire,710.0703125,-116.4609375,1.0
134,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,706,128,50,22,Alcaire,706.390625,-128.828125,1.0
312,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,690,109,15,115,Alcaire,690.1171875,-109.0390625,1.0
337,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,694,121,70,9,Alcaire,694.546875,-121.9296875,1.0
78,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,122,115,9,9,Tulune,122.0234375,-115.953125,1.0
164,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,110,131,74,82,Tulune,110.578125,-131.359375,1.0
292,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,88,148,33,83,Tulune,88.2578125,-148.3515625,1.0
11,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,538,5,105,36,Phrygias,538.8203125,-5.71875,1.0
25,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,456,39,97,60,Phrygias,456.7578125,-39.53125,1.0
141,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,555,1,101,18,Phrygias,555.7890625,-1.859375,1.0
163,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,473,31,23,55,Phrygias,473.1796875,-31.5703125,1.0
208,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,482,35,102,29,Phrygias,482.796875,-35.7734375,1.0
344,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,588,2,12,29,Phrygias,588.0703125,-2.7734375,4.0
348,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,569,8,119,50,Phrygias,569.9609375,-8.609375,4.0
12,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,392,135,35,13,Anticlere,392.2734375,-135.96875,1.0
57,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,452,168,47,65,Anticlere,452.3671875,-168.4921875,1.0
89,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,406,141,83,33,Anticlere,406.6484375,-141.7421875,1.0
102,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,468,141,59,92,Anticlere,468.4609375,-141.28125,1.0
185,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,404,119,28,115,Anticlere,404.21875,-119.078125,1.0
253,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,423,129,67,68,Anticlere,423.5234375,-129.46875,1.0
267,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,475,163,12,111,Anticlere,475.09375,-163.1328125,1.0
269,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,335,163,96,59,Anticlere,335.75,-163.5390625,1.0
273,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,471,162,115,115,Anticlere,471.8984375,-162.0,1.0
278,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,396,137,59,83,Anticlere,396.4609375,-137.3515625,1.0
53,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,301,178,77,13,Shalgora,301.6015625,-178.9375,1.0
83,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,291,123,116,84,Shalgora,291.9296875,-123.34375,3.0
90,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,326,117,9,106,Shalgora,326.046875,-117.171875,1.0
117,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,326,116,79,55,Shalgora,326.6171875,-116.5703125,1.0
133,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,335,101,12,38,Shalgora,335.03125,-101.703125,1.0
177,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,327,158,22,24,Shalgora,327.171875,-158.8125,1.0
211,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,309,130,45,13,Shalgora,309.3515625,-130.9296875,3.0
236,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,316,176,119,109,Shalgora,316.9296875,-176.1484375,1.0
300,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,330,200,38,45,Shalgora,330.296875,-200.6484375,1.0
320,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,292,155,10,79,Shalgora,292.078125,-155.3828125,1.0
7,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,696,77,40,37,Koegria,696.3125,-77.7109375,4.0
41,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,701,78,101,24,Koegria,701.7890625,-78.8125,4.0
80,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,696,68,119,67,Koegria,696.9609375,-68.4765625,4.0
131,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,686,99,12,13,Koegria,686.0703125,-99.8984375,1.0
338,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,700,77,22,78,Koegria,700.171875,-77.390625,4.0
6,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,429,40,49,56,Ykalon,429.3828125,-40.5625,1.0
99,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,277,28,91,68,Ykalon,277.7109375,-28.46875,1.0
251,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,918,452,29,33,Ephesus,918.2265625,-452.7421875,4.0
271,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,912,426,40,13,Ephesus,912.3125,-426.9609375,4.0
303,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,897,425,12,18,Ephesus,897.0703125,-425.859375,4.0
346,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,884,454,41,79,Ephesus,884.3203125,-454.3828125,4.0
14,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,250,47,54,13,Northmoor,250.421875,-47.953125,1.0
48,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,244,30,31,22,Northmoor,244.2421875,-30.828125,1.0
100,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,228,64,18,64,Northmoor,228.140625,-64.5,1.0
110,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,261,7,49,119,Northmoor,261.3828125,-7.0234375,1.0
147,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,190,27,10,106,Northmoor,190.078125,-27.171875,1.0
150,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,206,18,68,60,Northmoor,206.53125,-18.53125,1.0
190,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,239,53,106,56,Northmoor,239.828125,-53.5625,1.0
207,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,270,27,38,9,Northmoor,270.296875,-28.0,1.0
257,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,126,53,119,65,Northmoor,126.9921875,-53.4921875,1.0
293,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,250,61,47,17,Northmoor,250.3671875,-61.8671875,1.0
322,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,249,58,109,79,Northmoor,249.8515625,-58.3828125,1.0
341,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,178,31,69,26,Northmoor,178.5390625,-31.796875,1.0
61,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,864,149,38,102,Orsinium Area,864.296875,-149.203125,3.0
244,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,866,143,101,82,Orsinium Area,866.7890625,-143.359375,4.0
272,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,852,173,93,113,Orsinium Area,852.7265625,-173.1171875,1.0
305,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,861,144,14,110,Orsinium Area,861.109375,-144.140625,4.0
307,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,868,157,113,97,Orsinium Area,868.8828125,-157.2421875,3.0
323,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,686,198,116,26,Isle of Balfiera,686.9921875,-198.796875,4.0
69,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,131,56,95,17,Glenumbra Moors,131.7421875,-56.8671875,1.0
124,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,117,97,63,20,Glenumbra Moors,117.4921875,-97.84375,1.0
170,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,74,82,119,14,Glenumbra Moors,74.9609375,-82.890625,1.0
201,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,105,98,97,38,Glenumbra Moors,105.7578125,-98.703125,1.0
231,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,71,96,87,115,Glenumbra Moors,71.6796875,-96.09375,1.0
239,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,109,80,9,24,Glenumbra Moors,109.0,-80.8125,1.0
265,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,68,104,68,32,Glenumbra Moors,68.53125,-104.75,1.0
285,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,108,61,116,26,Glenumbra Moors,108.9921875,-61.796875,1.0
3,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,909,409,95,17,Dragontail Mountains,909.7421875,-409.8671875,4.0
5,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,784,444,63,47,Dragontail Mountains,784.4921875,-444.6328125,4.0
19,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,698,444,28,20,Dragontail Mountains,698.21875,-444.84375,4.0
43,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,644,391,100,115,Dragontail Mountains,644.78125,-391.078125,4.0
47,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,780,415,79,50,Dragontail Mountains,780.6171875,-415.609375,4.0
49,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,664,381,12,108,Dragontail Mountains,664.09375,-381.15625,4.0
54,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,940,474,12,24,Dragontail Mountains,940.0234375,-474.8125,4.0
60,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,597,305,10,13,Dragontail Mountains,597.078125,-305.8984375,4.0
104,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,956,444,105,79,Dragontail Mountains,956.8203125,-444.3828125,4.0
108,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,744,397,9,69,Dragontail Mountains,744.0390625,-397.4609375,4.0
119,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,812,470,12,119,Dragontail Mountains,812.09375,-470.0625,4.0
121,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,968,414,33,58,Dragontail Mountains,968.2578125,-414.546875,4.0
135,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,825,421,58,84,Dragontail Mountains,825.453125,-421.34375,4.0
137,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,622,294,119,82,Dragontail Mountains,622.9921875,-294.359375,4.0
146,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,807,446,84,33,Dragontail Mountains,807.65625,-446.7421875,4.0
158,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,621,293,119,60,Dragontail Mountains,621.9296875,-293.53125,4.0
165,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,862,494,116,88,Dragontail Mountains,862.953125,-494.3125,4.0
172,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,648,331,18,37,Dragontail Mountains,648.140625,-331.7109375,4.0
174,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,706,384,12,70,Dragontail Mountains,706.0234375,-384.453125,4.0
176,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,715,439,47,33,Dragontail Mountains,715.3671875,-439.7421875,4.0
192,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,827,384,12,83,Dragontail Mountains,827.078125,-384.3515625,4.0
195,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,727,424,37,96,Dragontail Mountains,727.2890625,-424.25,4.0
220,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,855,419,13,109,Dragontail Mountains,855.1015625,-419.1484375,4.0
221,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,694,385,108,61,Dragontail Mountains,694.84375,-385.5234375,4.0
229,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,742,454,12,36,Dragontail Mountains,742.09375,-454.71875,4.0
250,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,862,483,50,102,Dragontail Mountains,862.390625,-483.203125,4.0
276,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,780,476,45,76,Dragontail Mountains,780.3515625,-476.40625,4.0
294,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,673,420,12,17,Dragontail Mountains,673.0234375,-420.8671875,4.0
295,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,932,470,84,108,Dragontail Mountains,932.65625,-470.15625,4.0
297,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,646,339,95,9,Dragontail Mountains,646.7421875,-339.9375,4.0
302,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,648,325,54,23,Dragontail Mountains,648.421875,-325.8203125,4.0
308,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,757,471,104,92,Dragontail Mountains,757.8125,-471.28125,4.0
310,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,794,474,45,95,Dragontail Mountains,794.3515625,-474.2578125,4.0
347,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,683,396,23,13,Dragontail Mountains,683.1796875,-396.8984375,4.0
349,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,660,415,59,119,Dragontail Mountains,660.4609375,-415.0,4.0
17,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,974,205,46,84,Gavaudon,974.359375,-205.34375,4.0
24,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,975,211,97,91,Gavaudon,975.7578125,-211.2890625,4.0
2,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,887,234,90,22,Wayrest,887.703125,-234.828125,1.0
30,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,855,205,116,119,Wayrest,855.90625,-205.046875,1.0
70,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,898,256,29,54,Wayrest,898.2265625,-256.578125,1.0
98,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,922,256,106,97,Wayrest,922.828125,-256.2421875,1.0
109,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,935,231,67,119,Wayrest,935.5234375,-231.03125,1.0
130,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,853,185,91,63,Wayrest,853.7109375,-185.5078125,1.0
136,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,918,199,12,104,Wayrest,918.09375,-199.1875,3.0
182,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,915,220,50,110,Wayrest,915.390625,-220.140625,1.0
232,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,935,248,79,31,Wayrest,935.6171875,-248.7578125,1.0
21,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,457,45,61,24,Urvaius,457.4765625,-45.8125,1.0
125,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,461,83,27,13,Urvaius,461.2109375,-83.90625,1.0
129,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,454,94,119,119,Urvaius,454.9375,-94.0078125,1.0
167,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,441,80,95,119,Urvaius,441.7421875,-80.03125,1.0
171,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,428,108,58,13,Urvaius,428.453125,-108.9765625,1.0
173,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,426,110,76,13,Urvaius,426.59375,-110.9296875,1.0
263,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,449,112,91,29,Urvaius,449.7109375,-112.7734375,1.0
296,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,422,69,100,32,Urvaius,422.78125,-69.75,1.0
342,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,481,47,109,13,Urvaius,481.8515625,-47.9765625,1.0
32,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,169,111,58,90,Glenpoint,169.453125,-111.296875,3.0
34,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,175,111,87,36,Glenpoint,175.6796875,-111.71875,3.0
37,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,167,90,119,93,Glenpoint,167.9921875,-90.2734375,3.0
38,Logging Camp,0,WOD_LoggingCamp_Medium_Woodlands,,158,71,56,73,Glenpoint,158.4375,-71.4296875,1.0
209,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,218,117,54,102,Glenpoint,218.421875,-117.203125,3.0
240,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,171,73,69,119,Glenpoint,171.5390625,-73.03125,1.0
270,Logging Camp,0,WOD_LoggingCamp_Medium_Destroyed_Woodlands,,184,96,83,40,Glenpoint,184.6484375,-96.6875,3.0
284,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,212,147,35,17,Glenpoint,212.2734375,-147.8671875,3.0
314,Logging Camp,0,WOD_LoggingCamp_Small_Woodlands,,146,110,100,91,Glenpoint,146.78125,-110.2890625,3.0
329,Logging Camp,0,WOD_LoggingCamp_Medium_Mountains,,135,145,23,119,Glenpoint,135.1796875,-145.046875,1.0
23,Logging Camp,0,WOD_LoggingCamp_Small_Mountains,,276,76,40,55,Ilessan Hills,276.3125,-76.5703125,1.0
145,Logging Camp,0,WOD_LoggingCamp_Small_Destroyed_Mountains,,306,68,116,113,Ilessan Hills,306.9375,-68.1171875,1.0
