fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
1207,Orc Camp,0,WOD_OrcCamp_Small_03,-72,905,200,31,59,9053120059,Wayrest,905.2421875,-200.5390625,1
1209,Orc Camp,0,WOD_OrcCamp_Medium_02,-144,977,270,92,82,9779227082,Wayrest,977.71875,-270.359375,1
1211,Orc Camp,0,WOD_OrcCamp_Large_01,11,901,249,115,0,90111524900,Wayrest,901.8984375,-250,1
1217,Orc Camp,0,WOD_OrcCamp_Medium_03,104,888,226,65,125,88865226125,Wayrest,888.5078125,-226.0234375,1
1240,Orc Camp,0,WOD_OrcCamp_Small_01,38,954,234,47,128,95447234128,Wayrest,954.3671875,-234,1
1247,Orc Camp,0,WOD_OrcCamp_Small_01,-178,866,206,45,26,8664520626,Wayrest,866.3515625,-206.796875,1
1262,Orc Camp,0,WOD_OrcCamp_Small_02,-168,883,219,56,86,8835621986,Wayrest,883.4375,-219.328125,1
1264,Orc Camp,0,WOD_OrcCamp_Medium_01,15,849,194,38,58,8493819458,Wayrest,849.296875,-194.546875,1
1273,Orc Camp,0,WOD_OrcCamp_Medium_03,151,871,209,101,64,87110120964,Wayrest,871.7890625,-209.5,1
1275,Orc Camp,0,WOD_OrcCamp_Small_01,-4,902,255,56,50,9025625550,Wayrest,902.4375,-255.609375,1
1290,Orc Camp,0,WOD_OrcCamp_Small_02,116,869,245,86,54,8698624554,Wayrest,869.671875,-245.578125,1
1291,Orc Camp,0,WOD_OrcCamp_Small_03,97,855,198,52,42,8555219842,Wayrest,855.40625,-198.671875,1
1299,Orc Camp,0,WOD_OrcCamp_Medium_01,111,902,226,73,128,90273226128,Wayrest,902.5703125,-226,1
1309,Orc Camp,0,WOD_OrcCamp_Large_01,-110,933,249,59,97,9335924997,Wayrest,933.4609375,-249.2421875,1
1313,Orc Camp,0,WOD_OrcCamp_Medium_01,95,919,223,96,91,9199622391,Wayrest,919.75,-223.2890625,1
1333,Orc Camp,0,WOD_OrcCamp_Small_03,-178,894,238,24,73,8942423873,Wayrest,894.1875,-238.4296875,1
1345,Orc Camp,0,WOD_OrcCamp_Small_01,111,947,233,17,49,9471723349,Wayrest,947.1328125,-233.6171875,1
1347,Orc Camp,0,WOD_OrcCamp_Small_03,20,914,228,86,32,9148622832,Wayrest,914.671875,-228.75,1
1383,Orc Camp,0,WOD_OrcCamp_Medium_01,179,930,241,87,77,9308724177,Wayrest,930.6796875,-241.3984375,1
1385,Orc Camp,0,WOD_OrcCamp_Medium_03,-111,936,237,33,88,9363323788,Wayrest,936.2578125,-237.3125,1
1389,Orc Camp,0,WOD_OrcCamp_Small_03,-176,860,234,4,58,8600423458,Wayrest,860.03125,-234.546875,1
1390,Orc Camp,0,WOD_OrcCamp_Medium_01,-30,838,222,18,44,8381822244,Wayrest,838.140625,-222.65625,1
