name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,region,gisX,gisY
Wayrest Border Tower,0,WOD_Wayrest_ScoutTower_01,180.0,985,249,118,56,Wayrest,985.921875,-249.5625
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,180.0,984,253,118,54,Wayrest,984.921875,-253.578125
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,180.0,983,256,124,99,Wayrest,983.96875,-256.2265625
Wayrest Border Tower,0,WOD_Wayrest_ScoutTower_01,180.0,983,257,109,20,Wayrest,983.8515625,-257.84375
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,180.0,983,261,115,91,Wayrest,983.8984375,-261.2890625
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,180.0,983,264,114,42,Wayrest,983.890625,-264.671875
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,180.0,981,268,120,52,Wayrest,981.9375,-268.59375
Wayrest Border Tower,0,WOD_Wayrest_ScoutTower_01,180.0,981,271,118,97,Wayrest,981.921875,-271.2421875
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,977,273,104,14,Wayrest,977.8125,-273.890625
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,970,269,36,17,Wayrest,970.28125,-269.8671875
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,963,266,100,17,Wayrest,963.78125,-266.8671875
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,955,264,23,17,Wayrest,955.1796875,-264.8671875
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,941,264,46,13,Wayrest,941.359375,-264.8984375
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,932,262,47,14,Wayrest,932.3671875,-262.890625
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,924,261,44,9,Wayrest,924.34375,-261.9296875
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,913,264,69,14,Wayrest,913.5390625,-264.890625
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,,899,266,20,19,Wayrest,899.15625,-266.8515625
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,906,258,60,17,Wayrest,906.46875,-258.8671875
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,895,258,69,28,Wayrest,895.5390625,-258.78125
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,882,255,101,18,Wayrest,882.7890625,-255.859375
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,871,250,119,12,Wayrest,871.9296875,-250.90625
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,,857,244,26,33,Wayrest,857.203125,-244.7421875
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,,855,240,17,26,Wayrest,855.1328125,-240.796875
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,,853,234,100,19,Wayrest,853.78125,-234.8515625
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,,848,230,87,9,Wayrest,848.6796875,-230.9296875
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,,841,226,18,51,Wayrest,841.140625,-226.6015625
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,834,225,79,14,Wayrest,834.6171875,-225.890625
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,,827,224,20,109,Wayrest,827.15625,-224.1484375
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,,828,220,20,106,Wayrest,828.15625,-220.171875
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,270.0,839,250,70,55,Wayrest,839.546875,-250.5703125
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,,829,240,27,23,Wayrest,829.2109375,-240.8203125
Wayrest Border Tower,0,WOD_Wayrest_BorderTower_01,180.0,843,241,90,95,Wayrest,843.703125,-241.2578125
