fid,name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,climate
770,Orc Camp,0,WOD_OrcCamp_Large_01,131,854,392,3,110,85403392110,Dragontail Mountains,854.0234375,-392.140625,4
776,Orc Camp,0,WOD_OrcCamp_Medium_03,139,726,362,128,38,72612836238,Dragontail Mountains,727,-362.703125,4
780,Orc Camp,0,WOD_OrcCamp_Small_03,-30,858,410,32,125,85832410125,Dragontail Mountains,858.25,-410.0234375,4
782,Orc Camp,0,WOD_OrcCamp_Medium_02,122,992,427,36,113,99236427113,Dragontail Mountains,992.28125,-427.1171875,4
785,Orc Camp,0,WOD_OrcCamp_Small_01,158,657,307,36,4,6573630704,Dragontail Mountains,657.28125,-307.96875,4
788,Orc Camp,0,WOD_OrcCamp_Medium_01,46,736,383,118,29,73611838329,Dragontail Mountains,736.921875,-383.7734375,4
791,Orc Camp,0,WOD_OrcCamp_Large_01,167,740,475,58,91,7405847591,Dragontail Mountains,740.453125,-475.2890625,4
792,Orc Camp,0,WOD_OrcCamp_Small_01,-43,721,393,114,19,72111439319,Dragontail Mountains,721.890625,-393.8515625,4
793,Orc Camp,0,WOD_OrcCamp_Small_02,-77,917,480,44,93,9174448093,Dragontail Mountains,917.34375,-480.2734375,4
795,Orc Camp,0,WOD_OrcCamp_Medium_01,73,741,444,63,95,7416344495,Dragontail Mountains,741.4921875,-444.2578125,4
796,Orc Camp,0,WOD_OrcCamp_Medium_02,153,789,457,64,128,78964457128,Dragontail Mountains,789.5,-457,4
799,Orc Camp,0,WOD_OrcCamp_Small_01,-154,699,412,123,125,699123412125,Dragontail Mountains,699.9609375,-412.0234375,4
801,Orc Camp,0,WOD_OrcCamp_Small_03,170,708,454,10,31,7081045431,Dragontail Mountains,708.078125,-454.7578125,4
807,Orc Camp,0,WOD_OrcCamp_Small_02,108,611,302,10,68,6111030268,Dragontail Mountains,611.078125,-302.46875,4
808,Orc Camp,0,WOD_OrcCamp_Small_03,94,963,460,65,59,9636546059,Dragontail Mountains,963.5078125,-460.5390625,4
810,Orc Camp,0,WOD_OrcCamp_Medium_02,127,701,432,1,81,7010143281,Dragontail Mountains,701.0078125,-432.3671875,4
811,Orc Camp,0,WOD_OrcCamp_Medium_03,-24,730,438,65,119,73065438119,Dragontail Mountains,730.5078125,-438.0703125,4
812,Orc Camp,0,WOD_OrcCamp_Large_01,-31,836,404,0,20,8360040420,Dragontail Mountains,836,-404.84375,4
817,Orc Camp,0,WOD_OrcCamp_Medium_02,100,718,357,51,92,7185135792,Dragontail Mountains,718.3984375,-357.28125,4
818,Orc Camp,0,WOD_OrcCamp_Medium_03,-165,986,480,60,12,9866048012,Dragontail Mountains,986.46875,-480.90625,4
819,Orc Camp,0,WOD_OrcCamp_Large_01,154,970,393,109,96,97010939396,Dragontail Mountains,970.8515625,-393.25,4
820,Orc Camp,0,WOD_OrcCamp_Small_01,-121,737,462,37,76,7373746276,Dragontail Mountains,737.2890625,-462.40625,4
826,Orc Camp,0,WOD_OrcCamp_Large_01,-13,650,372,6,113,65006372113,Dragontail Mountains,650.046875,-372.1171875,4
827,Orc Camp,0,WOD_OrcCamp_Small_01,112,962,469,42,116,96242469116,Dragontail Mountains,962.328125,-469.09375,4
828,Orc Camp,0,WOD_OrcCamp_Small_02,14,973,395,4,116,97304395116,Dragontail Mountains,973.03125,-395.09375,4
831,Orc Camp,0,WOD_OrcCamp_Medium_02,75,848,390,45,27,8484539027,Dragontail Mountains,848.3515625,-390.7890625,4
834,Orc Camp,0,WOD_OrcCamp_Small_01,163,848,400,32,12,8483240012,Dragontail Mountains,848.25,-400.90625,4
835,Orc Camp,0,WOD_OrcCamp_Small_02,-142,858,475,51,111,85851475111,Dragontail Mountains,858.3984375,-475.1328125,4
837,Orc Camp,0,WOD_OrcCamp_Medium_01,-61,860,403,87,96,8608740396,Dragontail Mountains,860.6796875,-403.25,4
838,Orc Camp,0,WOD_OrcCamp_Medium_02,-100,752,491,64,67,7526449167,Dragontail Mountains,752.5,-491.4765625,4
839,Orc Camp,0,WOD_OrcCamp_Medium_03,158,798,377,101,106,798101377106,Dragontail Mountains,798.7890625,-377.171875,4
843,Orc Camp,0,WOD_OrcCamp_Small_03,-151,999,442,37,26,9993744226,Dragontail Mountains,999.2890625,-442.796875,4
844,Orc Camp,0,WOD_OrcCamp_Medium_01,-127,762,430,76,92,7627643092,Dragontail Mountains,762.59375,-430.28125,4
845,Orc Camp,0,WOD_OrcCamp_Medium_02,-128,620,359,70,55,6207035955,Dragontail Mountains,620.546875,-359.5703125,4
846,Orc Camp,0,WOD_OrcCamp_Medium_03,-48,786,490,92,28,7869249028,Dragontail Mountains,786.71875,-490.78125,4
847,Orc Camp,0,WOD_OrcCamp_Large_01,150,924,410,54,32,9245441032,Dragontail Mountains,924.421875,-410.75,4
850,Orc Camp,0,WOD_OrcCamp_Small_03,7,774,399,113,15,77411339915,Dragontail Mountains,774.8828125,-399.8828125,4
851,Orc Camp,0,WOD_OrcCamp_Medium_01,-134,634,351,110,95,63411035195,Dragontail Mountains,634.859375,-351.2578125,4
852,Orc Camp,0,WOD_OrcCamp_Medium_02,157,734,472,70,33,7347047233,Dragontail Mountains,734.546875,-472.7421875,4
854,Orc Camp,0,WOD_OrcCamp_Large_01,-78,974,428,58,91,9745842891,Dragontail Mountains,974.453125,-428.2890625,4
856,Orc Camp,0,WOD_OrcCamp_Small_02,96,910,489,54,124,91054489124,Dragontail Mountains,910.421875,-489.03125,4
858,Orc Camp,0,WOD_OrcCamp_Medium_01,-33,828,404,46,54,8284640454,Dragontail Mountains,828.359375,-404.578125,4
859,Orc Camp,0,WOD_OrcCamp_Medium_02,68,972,402,116,50,97211640250,Dragontail Mountains,972.90625,-402.609375,4
861,Orc Camp,0,WOD_OrcCamp_Large_01,-55,998,407,76,46,9987640746,Dragontail Mountains,998.59375,-407.640625,4
866,Orc Camp,0,WOD_OrcCamp_Medium_02,123,803,383,31,120,80331383120,Dragontail Mountains,803.2421875,-383.0625,4
867,Orc Camp,0,WOD_OrcCamp_Medium_03,136,858,497,38,24,8583849724,Dragontail Mountains,858.296875,-497.8125,4
868,Orc Camp,0,WOD_OrcCamp_Large_01,16,776,472,99,113,77699472113,Dragontail Mountains,776.7734375,-472.1171875,4
869,Orc Camp,0,WOD_OrcCamp_Small_01,-50,845,399,24,9,8452439909,Dragontail Mountains,845.1875,-399.9296875,4
871,Orc Camp,0,WOD_OrcCamp_Small_03,117,825,494,102,87,82510249487,Dragontail Mountains,825.796875,-494.3203125,4
875,Orc Camp,0,WOD_OrcCamp_Large_01,42,798,437,36,88,7983643788,Dragontail Mountains,798.28125,-437.3125,4
880,Orc Camp,0,WOD_OrcCamp_Medium_02,-134,799,465,64,44,7996446544,Dragontail Mountains,799.5,-465.65625,4
882,Orc Camp,0,WOD_OrcCamp_Large_01,-22,795,498,15,51,7951549851,Dragontail Mountains,795.1171875,-498.6015625,4
889,Orc Camp,0,WOD_OrcCamp_Large_01,-125,676,420,46,6,6764642006,Dragontail Mountains,676.359375,-420.953125,4
890,Orc Camp,0,WOD_OrcCamp_Small_01,-143,894,403,123,109,894123403109,Dragontail Mountains,894.9609375,-403.1484375,4
899,Orc Camp,0,WOD_OrcCamp_Small_03,153,937,418,77,82,9377741882,Dragontail Mountains,937.6015625,-418.359375,4
900,Orc Camp,0,WOD_OrcCamp_Medium_01,-164,639,348,99,86,6399934886,Dragontail Mountains,639.7734375,-348.328125,4
901,Orc Camp,0,WOD_OrcCamp_Medium_02,165,853,418,116,27,85311641827,Dragontail Mountains,853.90625,-418.7890625,4
906,Orc Camp,0,WOD_OrcCamp_Small_03,-176,946,467,110,105,946110467105,Dragontail Mountains,946.859375,-467.1796875,4
910,Orc Camp,0,WOD_OrcCamp_Large_01,44,942,473,67,108,94267473108,Dragontail Mountains,942.5234375,-473.15625,4
911,Orc Camp,0,WOD_OrcCamp_Small_01,94,610,326,83,72,6108332672,Dragontail Mountains,610.6484375,-326.4375,4
914,Orc Camp,0,WOD_OrcCamp_Medium_01,-163,754,454,120,115,754120454115,Dragontail Mountains,754.9375,-454.1015625,4
915,Orc Camp,0,WOD_OrcCamp_Medium_02,35,634,366,77,123,63477366123,Dragontail Mountains,634.6015625,-366.0390625,4
920,Orc Camp,0,WOD_OrcCamp_Small_03,-67,993,386,8,60,9930838660,Dragontail Mountains,993.0625,-386.53125,4
921,Orc Camp,0,WOD_OrcCamp_Medium_01,-145,798,491,5,56,7980549156,Dragontail Mountains,798.0390625,-491.5625,4
923,Orc Camp,0,WOD_OrcCamp_Medium_03,-99,770,411,96,120,77096411120,Dragontail Mountains,770.75,-411.0625,4
925,Orc Camp,0,WOD_OrcCamp_Small_01,65,660,397,74,27,6607439727,Dragontail Mountains,660.578125,-397.7890625,4
928,Orc Camp,0,WOD_OrcCamp_Medium_01,-57,725,461,1,52,7250146152,Dragontail Mountains,725.0078125,-461.59375,4
930,Orc Camp,0,WOD_OrcCamp_Medium_03,-33,810,482,38,90,8103848290,Dragontail Mountains,810.296875,-482.296875,4
931,Orc Camp,0,WOD_OrcCamp_Large_01,-18,957,466,29,33,9572946633,Dragontail Mountains,957.2265625,-466.7421875,4
934,Orc Camp,0,WOD_OrcCamp_Small_03,70,658,404,42,77,6584240477,Dragontail Mountains,658.328125,-404.3984375,4
941,Orc Camp,0,WOD_OrcCamp_Small_03,54,917,406,105,37,91710540637,Dragontail Mountains,917.8203125,-406.7109375,4
952,Orc Camp,0,WOD_OrcCamp_Large_01,142,752,421,87,50,7528742150,Dragontail Mountains,752.6796875,-421.609375,4
953,Orc Camp,0,WOD_OrcCamp_Small_01,-144,740,471,33,102,74033471102,Dragontail Mountains,740.2578125,-471.203125,4
954,Orc Camp,0,WOD_OrcCamp_Small_02,151,839,390,77,44,8397739044,Dragontail Mountains,839.6015625,-390.65625,4
960,Orc Camp,0,WOD_OrcCamp_Small_01,52,785,424,82,6,7858242406,Dragontail Mountains,785.640625,-424.953125,4
961,Orc Camp,0,WOD_OrcCamp_Small_02,131,930,447,8,37,9300844737,Dragontail Mountains,930.0625,-447.7109375,4
962,Orc Camp,0,WOD_OrcCamp_Small_03,89,634,372,20,86,6342037286,Dragontail Mountains,634.15625,-372.328125,4
966,Orc Camp,0,WOD_OrcCamp_Large_01,12,768,430,54,104,76854430104,Dragontail Mountains,768.421875,-430.1875,4
967,Orc Camp,0,WOD_OrcCamp_Small_01,125,819,410,56,44,8195641044,Dragontail Mountains,819.4375,-410.65625,4
972,Orc Camp,0,WOD_OrcCamp_Medium_03,164,966,497,61,5,9666149705,Dragontail Mountains,966.4765625,-497.9609375,4
976,Orc Camp,0,WOD_OrcCamp_Small_03,-155,623,352,49,100,62349352100,Dragontail Mountains,623.3828125,-352.21875,4
977,Orc Camp,0,WOD_OrcCamp_Medium_01,-44,665,417,50,88,6655041788,Dragontail Mountains,665.390625,-417.3125,4
979,Orc Camp,0,WOD_OrcCamp_Medium_03,-99,964,483,51,13,9645148313,Dragontail Mountains,964.3984375,-483.8984375,4
981,Orc Camp,0,WOD_OrcCamp_Small_01,-117,837,397,83,10,8378339710,Dragontail Mountains,837.6484375,-397.921875,4
982,Orc Camp,0,WOD_OrcCamp_Small_02,124,764,376,74,109,76474376109,Dragontail Mountains,764.578125,-376.1484375,4
984,Orc Camp,0,WOD_OrcCamp_Medium_01,44,848,477,42,123,84842477123,Dragontail Mountains,848.328125,-477.0390625,4
985,Orc Camp,0,WOD_OrcCamp_Medium_02,-28,743,473,113,27,74311347327,Dragontail Mountains,743.8828125,-473.7890625,4
986,Orc Camp,0,WOD_OrcCamp_Medium_03,133,654,353,58,108,65458353108,Dragontail Mountains,654.453125,-353.15625,4
988,Orc Camp,0,WOD_OrcCamp_Small_01,-13,745,416,8,15,7450841615,Dragontail Mountains,745.0625,-416.8828125,4
1000,Orc Camp,0,WOD_OrcCamp_Medium_03,-111,732,384,56,76,7325638476,Dragontail Mountains,732.4375,-384.40625,4
1001,Orc Camp,0,WOD_OrcCamp_Large_01,-66,608,287,69,100,60869287100,Dragontail Mountains,608.5390625,-287.21875,4
1004,Orc Camp,0,WOD_OrcCamp_Small_03,-99,709,442,111,76,70911144276,Dragontail Mountains,709.8671875,-442.40625,4
1005,Orc Camp,0,WOD_OrcCamp_Medium_01,142,884,412,61,27,8846141227,Dragontail Mountains,884.4765625,-412.7890625,4
1010,Orc Camp,0,WOD_OrcCamp_Small_02,-51,810,384,14,124,81014384124,Dragontail Mountains,810.109375,-384.03125,4
1013,Orc Camp,0,WOD_OrcCamp_Medium_02,-148,764,464,55,70,7645546470,Dragontail Mountains,764.4296875,-464.453125,4
1014,Orc Camp,0,WOD_OrcCamp_Medium_03,-20,938,470,67,63,9386747063,Dragontail Mountains,938.5234375,-470.5078125,4
1017,Orc Camp,0,WOD_OrcCamp_Small_02,-178,906,498,99,12,9069949812,Dragontail Mountains,906.7734375,-498.90625,4
1020,Orc Camp,0,WOD_OrcCamp_Medium_02,-84,649,368,59,14,6495936814,Dragontail Mountains,649.4609375,-368.890625,4
1022,Orc Camp,0,WOD_OrcCamp_Large_01,73,658,354,113,6,65811335406,Dragontail Mountains,658.8828125,-354.953125,4
1023,Orc Camp,0,WOD_OrcCamp_Small_01,122,672,380,15,61,6721538061,Dragontail Mountains,672.1171875,-380.5234375,4
1029,Orc Camp,0,WOD_OrcCamp_Large_01,-9,672,425,64,115,67264425115,Dragontail Mountains,672.5,-425.1015625,4
1038,Orc Camp,0,WOD_OrcCamp_Small_02,-166,812,470,68,97,8126847097,Dragontail Mountains,812.53125,-470.2421875,4
1039,Orc Camp,0,WOD_OrcCamp_Small_03,82,837,396,59,101,83759396101,Dragontail Mountains,837.4609375,-396.2109375,4
1043,Orc Camp,0,WOD_OrcCamp_Large_01,-158,650,375,33,44,6503337544,Dragontail Mountains,650.2578125,-375.65625,4
1046,Orc Camp,0,WOD_OrcCamp_Small_03,143,915,485,70,69,9157048569,Dragontail Mountains,915.546875,-485.4609375,4
1047,Orc Camp,0,WOD_OrcCamp_Medium_01,101,816,394,20,28,8162039428,Dragontail Mountains,816.15625,-394.78125,4
1049,Orc Camp,0,WOD_OrcCamp_Medium_03,32,672,419,10,9,6721041909,Dragontail Mountains,672.078125,-419.9296875,4
1050,Orc Camp,0,WOD_OrcCamp_Large_01,113,669,376,86,52,6698637652,Dragontail Mountains,669.671875,-376.59375,4
1052,Orc Camp,0,WOD_OrcCamp_Small_02,67,958,428,14,65,9581442865,Dragontail Mountains,958.109375,-428.4921875,4
1054,Orc Camp,0,WOD_OrcCamp_Medium_01,-97,618,358,84,106,61884358106,Dragontail Mountains,618.65625,-358.171875,4
1057,Orc Camp,0,WOD_OrcCamp_Large_01,48,765,496,12,83,7651249683,Dragontail Mountains,765.09375,-496.3515625,4
1065,Orc Camp,0,WOD_OrcCamp_Small_01,79,714,394,32,33,7143239433,Dragontail Mountains,714.25,-394.7421875,4
1066,Orc Camp,0,WOD_OrcCamp_Small_02,-171,706,393,78,60,7067839360,Dragontail Mountains,706.609375,-393.53125,4
1073,Orc Camp,0,WOD_OrcCamp_Small_02,-106,600,345,46,64,6004634564,Dragontail Mountains,600.359375,-345.5,4
1074,Orc Camp,0,WOD_OrcCamp_Small_03,168,746,432,0,36,7460043236,Dragontail Mountains,746,-432.71875,4
1076,Orc Camp,0,WOD_OrcCamp_Medium_02,42,948,447,120,61,94812044761,Dragontail Mountains,948.9375,-447.5234375,4
1080,Orc Camp,0,WOD_OrcCamp_Small_02,33,710,404,10,127,71010404127,Dragontail Mountains,710.078125,-404.0078125,4
1085,Orc Camp,0,WOD_OrcCamp_Large_01,-150,650,340,70,38,6507034038,Dragontail Mountains,650.546875,-340.703125,4
1086,Orc Camp,0,WOD_OrcCamp_Small_01,-93,695,402,110,118,695110402118,Dragontail Mountains,695.859375,-402.078125,4
1087,Orc Camp,0,WOD_OrcCamp_Small_02,-22,978,405,69,104,97869405104,Dragontail Mountains,978.5390625,-405.1875,4
1088,Orc Camp,0,WOD_OrcCamp_Small_03,-150,949,497,44,24,9494449724,Dragontail Mountains,949.34375,-497.8125,4
1089,Orc Camp,0,WOD_OrcCamp_Medium_01,-64,635,345,76,78,6357634578,Dragontail Mountains,635.59375,-345.390625,4
1091,Orc Camp,0,WOD_OrcCamp_Medium_03,-157,790,450,54,29,7905445029,Dragontail Mountains,790.421875,-450.7734375,4
1092,Orc Camp,0,WOD_OrcCamp_Large_01,-27,696,419,35,31,6963541931,Dragontail Mountains,696.2734375,-419.7578125,4
1093,Orc Camp,0,WOD_OrcCamp_Small_01,152,697,441,109,35,69710944135,Dragontail Mountains,697.8515625,-441.7265625,4
1094,Orc Camp,0,WOD_OrcCamp_Small_02,-47,843,402,46,4,8434640204,Dragontail Mountains,843.359375,-402.96875,4
