name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY,rotYaxis,scale,sink
Small Mountain,1,WOD_Mountain_Gray_06,699,193,102,97,69910219397,Isle of Balfiera,699.796875,-193.2421875,112,0.59,1
Small Mountain,1,WOD_Mountain_Gray_08,690,190,79,36,6907919036,Isle of Balfiera,690.6171875,-190.71875,-25,0.69,1
Small Mountain,1,WOD_Mountain_Gray_07,703,214,100,118,703100214118,Isle of Balfiera,703.78125,-214.078125,103,0.57,1
Small Mountain,1,WOD_Mountain_Gray_09,748,225,108,76,74810822576,Isle of Balfiera,748.84375,-225.40625,112,0.62,1
Small Mountain,1,WOD_Mountain_Gray_03,717,197,24,91,7172419791,Isle of Balfiera,717.1875,-197.2890625,-151,0.7,1
Small Mountain,1,WOD_Mountain_Gray_05,743,209,91,58,7439120958,Isle of Balfiera,743.7109375,-209.546875,-109,0.65,1
Small Mountain,1,WOD_Mountain_Gray_08,722,222,68,105,72268222105,Isle of Balfiera,722.53125,-222.1796875,-95,0.53,1
Small Mountain,1,WOD_Mountain_Gray_03,726,205,46,6,7264620506,Isle of Balfiera,726.359375,-205.953125,96,0.5,1
Small Mountain,1,WOD_Mountain_Gray_04,705,224,15,31,7051522431,Isle of Balfiera,705.1171875,-224.7578125,-144,0.73,1
Small Mountain,1,WOD_Mountain_Gray_05,708,218,128,116,708128218116,Isle of Balfiera,709,-218.09375,-1,0.61,1
Small Mountain,1,WOD_Mountain_Gray_09,725,215,119,70,72511921570,Isle of Balfiera,725.9296875,-215.453125,-179,0.53,1
Small Mountain,1,WOD_Mountain_Gray_09,699,227,125,46,69912522746,Isle of Balfiera,699.9765625,-227.640625,-21,0.7,1
Small Mountain,1,WOD_Mountain_Gray_04,695,211,96,47,6959621147,Isle of Balfiera,695.75,-211.6328125,-151,0.67,1
Small Mountain,1,WOD_Mountain_Gray_04,715,186,1,115,71501186115,Isle of Balfiera,715.0078125,-186.1015625,-33,0.7,1
Small Mountain,1,WOD_Mountain_Gray_02,700,192,14,115,70014192115,Isle of Balfiera,700.109375,-192.1015625,-115,0.72,1
Small Mountain,1,WOD_Mountain_Gray_01,694,183,69,122,69469183122,Isle of Balfiera,694.5390625,-183.046875,54,0.69,1
Small Mountain,1,WOD_Mountain_Gray_07,727,209,67,38,7276720938,Isle of Balfiera,727.5234375,-209.703125,130,0.66,1
Small Mountain,1,WOD_Mountain_Gray_06,714,224,12,38,7141222438,Isle of Balfiera,714.09375,-224.703125,6,0.75,1
Small Mountain,1,WOD_Mountain_Gray_04,695,193,122,90,69512219390,Isle of Balfiera,695.953125,-193.296875,-147,0.73,1
Small Mountain,1,WOD_Mountain_Gray_04,741,228,70,56,7417022856,Isle of Balfiera,741.546875,-228.5625,-154,0.54,1
Small Mountain,1,WOD_Mountain_Gray_02,701,183,5,26,7010518326,Isle of Balfiera,701.0390625,-183.796875,-77,0.51,1
Small Mountain,1,WOD_Mountain_Gray_05,730,210,14,90,7301421090,Isle of Balfiera,730.109375,-210.296875,144,0.67,1
Small Mountain,1,WOD_Mountain_Gray_01,718,228,123,102,718123228102,Isle of Balfiera,718.9609375,-228.203125,22,0.55,1
Small Mountain,1,WOD_Mountain_Gray_06,747,217,1,84,7470121784,Isle of Balfiera,747.0078125,-217.34375,-166,0.57,1
Small Mountain,1,WOD_Mountain_Gray_01,708,193,28,13,7082819313,Isle of Balfiera,708.21875,-193.8984375,-67,0.62,1
Small Mountain,1,WOD_Mountain_Gray_05,702,185,124,32,70212418532,Isle of Balfiera,702.96875,-185.75,150,0.67,1
Small Mountain,1,WOD_Mountain_Gray_06,685,211,99,58,6859921158,Isle of Balfiera,685.7734375,-211.546875,104,0.64,1
Small Mountain,1,WOD_Mountain_Gray_02,691,189,73,105,69173189105,Isle of Balfiera,691.5703125,-189.1796875,-71,0.74,1
Small Mountain,1,WOD_Mountain_Gray_03,732,191,36,45,7323619145,Isle of Balfiera,732.28125,-191.6484375,11,0.69,1
Small Mountain,1,WOD_Mountain_Gray_08,741,231,59,46,7415923146,Isle of Balfiera,741.4609375,-231.640625,113,0.52,1
Small Mountain,1,WOD_Mountain_Gray_09,726,191,114,58,72611419158,Isle of Balfiera,726.890625,-191.546875,-115,0.71,1
Small Mountain,1,WOD_Mountain_Gray_01,744,205,35,84,7443520584,Isle of Balfiera,744.2734375,-205.34375,-106,0.61,1
Small Mountain,1,WOD_Mountain_Gray_06,752,212,72,4,7527221204,Isle of Balfiera,752.5625,-212.96875,-127,0.72,1
Small Mountain,1,WOD_Mountain_Gray_03,721,233,92,38,7219223338,Isle of Balfiera,721.71875,-233.703125,-9,0.61,1
Small Mountain,1,WOD_Mountain_Gray_05,706,232,97,31,7069723231,Isle of Balfiera,706.7578125,-232.7578125,152,0.62,1
Small Mountain,1,WOD_Mountain_Gray_08,720,197,64,0,7206419700,Isle of Balfiera,720.5,-198,-112,0.67,1
Small Mountain,1,WOD_Mountain_Gray_08,705,231,97,35,7059723135,Isle of Balfiera,705.7578125,-231.7265625,122,0.59,1
Small Mountain,1,WOD_Mountain_Gray_06,744,211,56,47,7445621147,Isle of Balfiera,744.4375,-211.6328125,-98,0.5,1
Small Mountain,1,WOD_Mountain_Gray_07,702,231,95,99,7029523199,Isle of Balfiera,702.7421875,-231.2265625,-148,0.5,1
Small Mountain,1,WOD_Mountain_Gray_06,700,200,87,4,7008720004,Isle of Balfiera,700.6796875,-200.96875,-151,0.59,1
Small Mountain,1,WOD_Mountain_Gray_08,742,228,59,27,7425922827,Isle of Balfiera,742.4609375,-228.7890625,-131,0.73,1
Small Mountain,1,WOD_Mountain_Gray_06,741,224,56,113,74156224113,Isle of Balfiera,741.4375,-224.1171875,161,0.67,1
Small Mountain,1,WOD_Mountain_Gray_02,694,184,92,101,69492184101,Isle of Balfiera,694.71875,-184.2109375,-30,0.67,1
Small Mountain,1,WOD_Mountain_Gray_04,715,196,23,83,7152319683,Isle of Balfiera,715.1796875,-196.3515625,15,0.5,1
Small Mountain,1,WOD_Mountain_Gray_09,700,196,52,31,7005219631,Isle of Balfiera,700.40625,-196.7578125,-176,0.73,1
Small Mountain,1,WOD_Mountain_Gray_05,695,209,97,93,6959720993,Isle of Balfiera,695.7578125,-209.2734375,95,0.51,1
Small Mountain,1,WOD_Mountain_Gray_06,711,219,18,114,71118219114,Isle of Balfiera,711.140625,-219.109375,43,0.53,1
Small Mountain,1,WOD_Mountain_Gray_03,713,203,110,17,71311020317,Isle of Balfiera,713.859375,-203.8671875,26,0.52,1
Small Mountain,1,WOD_Mountain_Gray_08,716,225,87,106,71687225106,Isle of Balfiera,716.6796875,-225.171875,48,0.7,1
Small Mountain,1,WOD_Mountain_Gray_07,710,193,13,72,7101319372,Isle of Balfiera,710.1015625,-193.4375,-115,0.62,1
Small Mountain,1,WOD_Mountain_Gray_09,714,193,105,109,714105193109,Isle of Balfiera,714.8203125,-193.1484375,-2,0.67,1
Small Mountain,1,WOD_Mountain_Gray_01,716,191,36,8,7163619108,Isle of Balfiera,716.28125,-191.9375,70,0.63,1
Small Mountain,1,WOD_Mountain_Gray_06,680,206,40,61,6804020661,Isle of Balfiera,680.3125,-206.5234375,120,0.52,1
Small Mountain,1,WOD_Mountain_Gray_01,723,191,124,58,72312419158,Isle of Balfiera,723.96875,-191.546875,-41,0.55,1
Small Mountain,1,WOD_Mountain_Gray_01,719,208,45,73,7194520873,Isle of Balfiera,719.3515625,-208.4296875,-125,0.56,1
Small Mountain,1,WOD_Mountain_Gray_03,721,209,51,100,72151209100,Isle of Balfiera,721.3984375,-209.21875,-59,0.6,1
Small Mountain,1,WOD_Mountain_Gray_02,697,223,84,5,6978422305,Isle of Balfiera,697.65625,-223.9609375,170,0.75,1
Small Mountain,1,WOD_Mountain_Gray_09,717,199,18,36,7171819936,Isle of Balfiera,717.140625,-199.71875,50,0.63,1
Small Mountain,1,WOD_Mountain_Gray_05,727,203,111,84,72711120384,Isle of Balfiera,727.8671875,-203.34375,72,0.7,1
Small Mountain,1,WOD_Mountain_Gray_09,699,181,6,114,69906181114,Isle of Balfiera,699.046875,-181.109375,-9,0.75,1
Small Mountain,1,WOD_Mountain_Gray_06,737,207,100,97,73710020797,Isle of Balfiera,737.78125,-207.2421875,-164,0.55,1
Small Mountain,1,WOD_Mountain_Gray_01,684,178,97,60,6849717860,Isle of Balfiera,684.7578125,-178.53125,-179,0.72,1
Small Mountain,1,WOD_Mountain_Gray_05,719,231,74,95,7197423195,Isle of Balfiera,719.578125,-231.2578125,-41,0.68,1
Small Mountain,1,WOD_Mountain_Gray_01,725,208,73,41,7257320841,Isle of Balfiera,725.5703125,-208.6796875,163,0.63,1
Small Mountain,1,WOD_Mountain_Gray_08,736,212,115,9,73611521209,Isle of Balfiera,736.8984375,-212.9296875,-57,0.52,1
Small Mountain,1,WOD_Mountain_Gray_02,689,187,15,54,6891518754,Isle of Balfiera,689.1171875,-187.578125,-85,0.57,1
Small Mountain,1,WOD_Mountain_Gray_02,681,226,84,116,68184226116,Isle of Balfiera,681.65625,-226.09375,-73,0.67,1
Small Mountain,1,WOD_Mountain_Gray_05,742,218,123,22,74212321822,Isle of Balfiera,742.9609375,-218.828125,178,0.7,1
Small Mountain,1,WOD_Mountain_Gray_08,694,205,119,51,69411920551,Isle of Balfiera,694.9296875,-205.6015625,-117,0.65,1
Small Mountain,1,WOD_Mountain_Gray_07,713,225,108,9,71310822509,Isle of Balfiera,713.84375,-225.9296875,177,0.65,1
Small Mountain,1,WOD_Mountain_Gray_01,689,182,31,6,6893118206,Isle of Balfiera,689.2421875,-182.953125,126,0.5,1
Small Mountain,1,WOD_Mountain_Gray_04,743,210,110,78,74311021078,Isle of Balfiera,743.859375,-210.390625,51,0.75,1
Small Mountain,1,WOD_Mountain_Gray_05,728,224,72,49,7287222449,Isle of Balfiera,728.5625,-224.6171875,-32,0.57,1
Small Mountain,1,WOD_Mountain_Gray_04,740,204,15,54,7401520454,Isle of Balfiera,740.1171875,-204.578125,33,0.59,1
Small Mountain,1,WOD_Mountain_Gray_03,748,216,78,72,7487821672,Isle of Balfiera,748.609375,-216.4375,-54,0.62,1
Small Mountain,1,WOD_Mountain_Gray_02,685,176,88,40,6858817640,Isle of Balfiera,685.6875,-176.6875,-39,0.75,1
Small Mountain,1,WOD_Mountain_Gray_09,721,190,54,101,72154190101,Isle of Balfiera,721.421875,-190.2109375,-33,0.6,1
Small Mountain,1,WOD_Mountain_Gray_04,737,227,127,18,73712722718,Isle of Balfiera,737.9921875,-227.859375,-76,0.56,1
Small Mountain,1,WOD_Mountain_Gray_08,709,196,68,54,7096819654,Isle of Balfiera,709.53125,-196.578125,179,0.51,1
Small Mountain,1,WOD_Mountain_Gray_09,696,212,70,122,69670212122,Isle of Balfiera,696.546875,-212.046875,-114,0.6,1
Small Mountain,1,WOD_Mountain_Gray_02,684,211,68,70,6846821170,Isle of Balfiera,684.53125,-211.453125,103,0.71,1
Small Mountain,1,WOD_Mountain_Gray_05,726,208,127,90,72612720890,Isle of Balfiera,726.9921875,-208.296875,134,0.6,1
Small Mountain,1,WOD_Mountain_Gray_06,703,224,38,92,7033822492,Isle of Balfiera,703.296875,-224.28125,-72,0.5,1
Small Mountain,1,WOD_Mountain_Gray_03,731,208,68,67,7316820867,Isle of Balfiera,731.53125,-208.4765625,23,0.51,1
Small Mountain,1,WOD_Mountain_Gray_09,705,195,83,58,7058319558,Isle of Balfiera,705.6484375,-195.546875,-23,0.56,1
Small Mountain,1,WOD_Mountain_Gray_01,716,196,64,60,7166419660,Isle of Balfiera,716.5,-196.53125,-148,0.63,1
Small Mountain,1,WOD_Mountain_Gray_07,740,217,96,50,7409621750,Isle of Balfiera,740.75,-217.609375,124,0.51,1
Small Mountain,1,WOD_Mountain_Gray_02,701,206,12,12,7011220612,Isle of Balfiera,701.09375,-206.90625,34,0.54,1
Small Mountain,1,WOD_Mountain_Gray_09,745,212,120,58,74512021258,Isle of Balfiera,745.9375,-212.546875,-58,0.73,1
Small Mountain,1,WOD_Mountain_Gray_01,745,213,79,68,7457921368,Isle of Balfiera,745.6171875,-213.46875,-172,0.6,1
Small Mountain,1,WOD_Mountain_Gray_01,731,209,22,56,7312220956,Isle of Balfiera,731.171875,-209.5625,104,0.62,1
Small Mountain,1,WOD_Mountain_Gray_07,683,187,122,49,68312218749,Isle of Balfiera,683.953125,-187.6171875,-47,0.52,1
Small Mountain,1,WOD_Mountain_Gray_04,708,187,41,37,7084118737,Isle of Balfiera,708.3203125,-187.7109375,171,0.58,1
Small Mountain,1,WOD_Mountain_Gray_01,713,219,13,111,71313219111,Isle of Balfiera,713.1015625,-219.1328125,158,0.51,1
Small Mountain,1,WOD_Mountain_Gray_09,711,226,56,116,71156226116,Isle of Balfiera,711.4375,-226.09375,71,0.64,1
Small Mountain,1,WOD_Mountain_Gray_04,722,232,41,54,7224123254,Isle of Balfiera,722.3203125,-232.578125,82,0.58,1
Small Mountain,1,WOD_Mountain_Gray_03,702,188,101,8,70210118808,Isle of Balfiera,702.7890625,-188.9375,-69,0.72,1
Small Mountain,1,WOD_Mountain_Gray_05,726,197,83,92,7268319792,Isle of Balfiera,726.6484375,-197.28125,-45,0.52,1
Small Mountain,1,WOD_Mountain_Gray_03,717,231,17,116,71717231116,Isle of Balfiera,717.1328125,-231.09375,121,0.62,1
Small Mountain,1,WOD_Mountain_Gray_04,710,230,90,79,7109023079,Isle of Balfiera,710.703125,-230.3828125,180,0.61,1
Small Mountain,1,WOD_Mountain_Gray_09,727,194,58,127,72758194127,Isle of Balfiera,727.453125,-194.0078125,48,0.59,1
Small Mountain,1,WOD_Mountain_Gray_07,749,206,115,73,74911520673,Isle of Balfiera,749.8984375,-206.4296875,93,0.5,1
Small Mountain,1,WOD_Mountain_Gray_06,701,207,122,32,70112220732,Isle of Balfiera,701.953125,-207.75,89,0.56,1
Small Mountain,1,WOD_Mountain_Gray_02,710,187,27,88,7102718788,Isle of Balfiera,710.2109375,-187.3125,-103,0.65,1
Small Mountain,1,WOD_Mountain_Gray_04,698,201,4,114,69804201114,Isle of Balfiera,698.03125,-201.109375,-137,0.75,1
Small Mountain,1,WOD_Mountain_Gray_01,717,208,110,51,71711020851,Isle of Balfiera,717.859375,-208.6015625,124,0.74,1
Small Mountain,1,WOD_Mountain_Gray_09,744,214,65,120,74465214120,Isle of Balfiera,744.5078125,-214.0625,-33,0.59,1
Small Mountain,1,WOD_Mountain_Gray_09,729,229,74,24,7297422924,Isle of Balfiera,729.578125,-229.8125,6,0.72,1
Small Mountain,1,WOD_Mountain_Gray_09,729,231,17,24,7291723124,Isle of Balfiera,729.1328125,-231.8125,4,0.57,1
Small Mountain,1,WOD_Mountain_Gray_01,673,209,40,54,6734020954,Isle of Balfiera,673.3125,-209.578125,118,0.57,1
Small Mountain,1,WOD_Mountain_Gray_08,715,194,109,79,71510919479,Isle of Balfiera,715.8515625,-194.3828125,109,0.73,1
Small Mountain,1,WOD_Mountain_Gray_09,718,227,104,19,71810422719,Isle of Balfiera,718.8125,-227.8515625,-56,0.62,1
Small Mountain,1,WOD_Mountain_Gray_07,731,209,37,110,73137209110,Isle of Balfiera,731.2890625,-209.140625,-164,0.64,1
Small Mountain,1,WOD_Mountain_Gray_08,718,213,8,12,7180821312,Isle of Balfiera,718.0625,-213.90625,-36,0.69,1
Small Mountain,1,WOD_Mountain_Gray_03,682,200,123,28,68212320028,Isle of Balfiera,682.9609375,-200.78125,-71,0.64,1
Small Mountain,1,WOD_Mountain_Gray_09,687,224,82,102,68782224102,Isle of Balfiera,687.640625,-224.203125,-90,0.69,1
Small Mountain,1,WOD_Mountain_Gray_05,698,211,61,27,6986121127,Isle of Balfiera,698.4765625,-211.7890625,178,0.66,1
Small Mountain,1,WOD_Mountain_Gray_09,739,197,95,86,7399519786,Isle of Balfiera,739.7421875,-197.328125,44,0.66,1
Small Mountain,1,WOD_Mountain_Gray_07,671,217,127,15,67112721715,Isle of Balfiera,671.9921875,-217.8828125,-113,0.56,1
Small Mountain,1,WOD_Mountain_Gray_08,690,222,50,110,69050222110,Isle of Balfiera,690.390625,-222.140625,-62,0.74,1
Small Mountain,1,WOD_Mountain_Gray_04,703,226,37,109,70337226109,Isle of Balfiera,703.2890625,-226.1484375,68,0.65,1
Small Mountain,1,WOD_Mountain_Gray_07,706,214,127,22,70612721422,Isle of Balfiera,706.9921875,-214.828125,51,0.55,1
Small Mountain,1,WOD_Mountain_Gray_01,742,208,77,17,7427720817,Isle of Balfiera,742.6015625,-208.8671875,25,0.51,1
Small Mountain,1,WOD_Mountain_Gray_08,687,185,56,49,6875618549,Isle of Balfiera,687.4375,-185.6171875,18,0.51,1
Small Mountain,1,WOD_Mountain_Gray_01,710,217,109,64,71010921764,Isle of Balfiera,710.8515625,-217.5,85,0.67,1
Small Mountain,1,WOD_Mountain_Gray_03,727,210,97,1,7279721001,Isle of Balfiera,727.7578125,-210.9921875,-159,0.67,1
Small Mountain,1,WOD_Mountain_Gray_01,730,196,87,122,73087196122,Isle of Balfiera,730.6796875,-196.046875,61,0.59,1
Small Mountain,1,WOD_Mountain_Gray_05,747,228,52,93,7475222893,Isle of Balfiera,747.40625,-228.2734375,48,0.71,1
Small Mountain,1,WOD_Mountain_Gray_07,700,190,106,40,70010619040,Isle of Balfiera,700.828125,-190.6875,-66,0.61,1
Small Mountain,1,WOD_Mountain_Gray_07,714,208,63,92,7146320892,Isle of Balfiera,714.4921875,-208.28125,-99,0.57,1
Small Mountain,1,WOD_Mountain_Gray_04,718,191,51,59,7185119159,Isle of Balfiera,718.3984375,-191.5390625,141,0.69,1
Small Mountain,1,WOD_Mountain_Gray_06,712,219,91,60,7129121960,Isle of Balfiera,712.7109375,-219.53125,-130,0.64,1
Small Mountain,1,WOD_Mountain_Gray_01,743,225,67,12,7436722512,Isle of Balfiera,743.5234375,-225.90625,71,0.52,1
Small Mountain,1,WOD_Mountain_Gray_07,684,178,13,128,68413178128,Isle of Balfiera,684.1015625,-178,-23,0.6,1
Small Mountain,1,WOD_Mountain_Gray_01,698,191,60,111,69860191111,Isle of Balfiera,698.46875,-191.1328125,-126,0.65,1
Small Mountain,1,WOD_Mountain_Gray_03,744,210,92,90,7449221090,Isle of Balfiera,744.71875,-210.296875,-31,0.52,1
Small Mountain,1,WOD_Mountain_Gray_04,699,209,65,90,6996520990,Isle of Balfiera,699.5078125,-209.296875,-37,0.72,1
Small Mountain,1,WOD_Mountain_Gray_08,692,204,119,47,69211920447,Isle of Balfiera,692.9296875,-204.6328125,-118,0.65,1
Small Mountain,1,WOD_Mountain_Gray_02,738,206,24,87,7382420687,Isle of Balfiera,738.1875,-206.3203125,-134,0.73,1
Small Mountain,1,WOD_Mountain_Gray_03,718,229,32,108,71832229108,Isle of Balfiera,718.25,-229.15625,-113,0.63,1
Small Mountain,1,WOD_Mountain_Gray_06,690,222,44,41,6904422241,Isle of Balfiera,690.34375,-222.6796875,144,0.66,1
Small Mountain,1,WOD_Mountain_Gray_07,718,198,24,12,7182419812,Isle of Balfiera,718.1875,-198.90625,-72,0.52,1
Small Mountain,1,WOD_Mountain_Gray_08,739,225,40,8,7394022508,Isle of Balfiera,739.3125,-225.9375,145,0.55,1
Small Mountain,1,WOD_Mountain_Gray_04,740,211,96,95,7409621195,Isle of Balfiera,740.75,-211.2578125,80,0.5,1
Small Mountain,1,WOD_Mountain_Gray_06,696,190,1,49,6960119049,Isle of Balfiera,696.0078125,-190.6171875,11,0.59,1
Small Mountain,1,WOD_Mountain_Gray_01,706,192,51,38,7065119238,Isle of Balfiera,706.3984375,-192.703125,-105,0.71,1
Small Mountain,1,WOD_Mountain_Gray_09,699,228,84,124,69984228124,Isle of Balfiera,699.65625,-228.03125,29,0.59,1
Small Mountain,1,WOD_Mountain_Gray_02,725,190,31,58,7253119058,Isle of Balfiera,725.2421875,-190.546875,124,0.74,1
Small Mountain,1,WOD_Mountain_Gray_07,695,184,127,99,69512718499,Isle of Balfiera,695.9921875,-184.2265625,-36,0.55,1
Small Mountain,1,WOD_Mountain_Gray_04,737,227,110,105,737110227105,Isle of Balfiera,737.859375,-227.1796875,-140,0.64,1
Small Mountain,1,WOD_Mountain_Gray_08,691,200,3,70,6910320070,Isle of Balfiera,691.0234375,-200.453125,15,0.64,1
Small Mountain,1,WOD_Mountain_Gray_04,734,231,109,15,73410923115,Isle of Balfiera,734.8515625,-231.8828125,-162,0.52,1
Small Mountain,1,WOD_Mountain_Gray_01,727,227,8,49,7270822749,Isle of Balfiera,727.0625,-227.6171875,119,0.72,1
Small Mountain,1,WOD_Mountain_Gray_01,696,211,52,68,6965221168,Isle of Balfiera,696.40625,-211.46875,-163,0.65,1
Small Mountain,1,WOD_Mountain_Gray_02,732,205,19,5,7321920505,Isle of Balfiera,732.1484375,-205.9609375,-19,0.55,1
Small Mountain,1,WOD_Mountain_Gray_05,690,181,105,12,69010518112,Isle of Balfiera,690.8203125,-181.90625,-161,0.59,1
Small Mountain,1,WOD_Mountain_Gray_01,702,185,18,88,7021818588,Isle of Balfiera,702.140625,-185.3125,54,0.58,1
Small Mountain,1,WOD_Mountain_Gray_06,721,199,38,22,7213819922,Isle of Balfiera,721.296875,-199.828125,-99,0.57,1
Small Mountain,1,WOD_Mountain_Gray_02,691,180,77,22,6917718022,Isle of Balfiera,691.6015625,-180.828125,157,0.63,1
Small Mountain,1,WOD_Mountain_Gray_05,704,207,111,56,70411120756,Isle of Balfiera,704.8671875,-207.5625,12,0.67,1
Small Mountain,1,WOD_Mountain_Gray_07,720,193,13,76,7201319376,Isle of Balfiera,720.1015625,-193.40625,-129,0.68,1
Small Mountain,1,WOD_Mountain_Gray_02,725,195,113,83,72511319583,Isle of Balfiera,725.8828125,-195.3515625,-163,0.74,1
Small Mountain,1,WOD_Mountain_Gray_06,700,214,108,35,70010821435,Isle of Balfiera,700.84375,-214.7265625,140,0.59,1
Small Mountain,1,WOD_Mountain_Gray_07,701,201,13,6,7011320106,Isle of Balfiera,701.1015625,-201.953125,-157,0.59,1
Small Mountain,1,WOD_Mountain_Gray_04,692,180,108,95,69210818095,Isle of Balfiera,692.84375,-180.2578125,179,0.73,1
Small Mountain,1,WOD_Mountain_Gray_06,694,204,82,42,6948220442,Isle of Balfiera,694.640625,-204.671875,17,0.53,1
Small Mountain,1,WOD_Mountain_Gray_09,708,227,22,58,7082222758,Isle of Balfiera,708.171875,-227.546875,56,0.7,1
Small Mountain,1,WOD_Mountain_Gray_03,748,224,95,83,7489522483,Isle of Balfiera,748.7421875,-224.3515625,-37,0.63,1
Small Mountain,1,WOD_Mountain_Gray_05,729,192,41,29,7294119229,Isle of Balfiera,729.3203125,-192.7734375,170,0.53,1
Small Mountain,1,WOD_Mountain_Gray_07,726,197,82,38,7268219738,Isle of Balfiera,726.640625,-197.703125,-87,0.74,1
Small Mountain,1,WOD_Mountain_Gray_01,730,228,51,5,7305122805,Isle of Balfiera,730.3984375,-228.9609375,-161,0.63,1
Small Mountain,1,WOD_Mountain_Gray_02,715,225,64,86,7156422586,Isle of Balfiera,715.5,-225.328125,-96,0.59,1
Small Mountain,1,WOD_Mountain_Gray_09,698,229,79,118,69879229118,Isle of Balfiera,698.6171875,-229.078125,-120,0.75,1
Small Mountain,1,WOD_Mountain_Gray_09,727,216,18,92,7271821692,Isle of Balfiera,727.140625,-216.28125,156,0.61,1
Small Mountain,1,WOD_Mountain_Gray_07,749,209,67,22,7496720922,Isle of Balfiera,749.5234375,-209.828125,164,0.59,1
Small Mountain,1,WOD_Mountain_Gray_02,722,190,114,123,722114190123,Isle of Balfiera,722.890625,-190.0390625,12,0.67,1
Small Mountain,1,WOD_Mountain_Gray_08,713,203,73,74,7137320374,Isle of Balfiera,713.5703125,-203.421875,-21,0.74,1
Small Mountain,1,WOD_Mountain_Gray_09,718,192,105,14,71810519214,Isle of Balfiera,718.8203125,-192.890625,-161,0.67,1
Small Mountain,1,WOD_Mountain_Gray_09,710,193,9,110,71009193110,Isle of Balfiera,710.0703125,-193.140625,-153,0.59,1
Small Mountain,1,WOD_Mountain_Gray_04,716,224,113,14,71611322414,Isle of Balfiera,716.8828125,-224.890625,171,0.5,1
Small Mountain,1,WOD_Mountain_Gray_07,708,225,33,6,7083322506,Isle of Balfiera,708.2578125,-225.953125,-99,0.64,1
Small Mountain,1,WOD_Mountain_Gray_09,718,198,19,74,7181919874,Isle of Balfiera,718.1484375,-198.421875,-158,0.75,1
Small Mountain,1,WOD_Mountain_Gray_07,690,221,58,78,6905822178,Isle of Balfiera,690.453125,-221.390625,-70,0.51,1
Small Mountain,1,WOD_Mountain_Gray_02,745,210,33,78,7453321078,Isle of Balfiera,745.2578125,-210.390625,158,0.51,1
Small Mountain,1,WOD_Mountain_Gray_02,691,214,93,95,6919321495,Isle of Balfiera,691.7265625,-214.2578125,-19,0.5,1
Small Mountain,1,WOD_Mountain_Gray_09,741,210,123,76,74112321076,Isle of Balfiera,741.9609375,-210.40625,4,0.6,1
Small Mountain,1,WOD_Mountain_Gray_07,718,208,91,40,7189120840,Isle of Balfiera,718.7109375,-208.6875,-158,0.63,1
Small Mountain,1,WOD_Mountain_Gray_01,712,226,106,36,71210622636,Isle of Balfiera,712.828125,-226.71875,-105,0.53,1
Small Mountain,1,WOD_Mountain_Gray_09,743,217,79,9,7437921709,Isle of Balfiera,743.6171875,-217.9296875,-88,0.75,1
Small Mountain,1,WOD_Mountain_Gray_08,725,239,116,106,725116239106,Isle of Balfiera,725.90625,-239.171875,171,0.7,1
Small Mountain,1,WOD_Mountain_Gray_08,744,212,97,102,74497212102,Isle of Balfiera,744.7578125,-212.203125,137,0.56,1
Small Mountain,1,WOD_Mountain_Gray_02,722,213,92,8,7229221308,Isle of Balfiera,722.71875,-213.9375,123,0.58,1
