fid,name,type,prefab,worldX,worldY,locationID,terrainX,terrainY,region,gisX,gixY,rotYaxis,climate,color,sink
130013,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,548,394,5489439430,94,30,Alik'r Desert,548.734375,-394.765625,-126,Desert,Brown,0.5
136735,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,338,436,3383643678,36,78,Alik'r Desert,338.28125,-436.390625,-128,Desert,Brown,0.5
133684,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,602,404,60249404120,49,120,Alik'r Desert,602.3828125,-404.0625,80,Desert,Brown,0.5
136769,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,283,472,28327472125,27,125,Alik'r Desert,283.2109375,-472.0234375,-79,Desert,Brown,0.5
131122,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,371,409,3713840963,38,63,Alik'r Desert,371.296875,-409.5078125,-66,Desert,Brown,0.5
132732,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,362,456,36212245652,122,52,Alik'r Desert,362.953125,-456.59375,121,Desert,Brown,0.5
137178,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,346,472,346121472115,121,115,Alik'r Desert,346.9453125,-472.1015625,-166,Desert,Brown,0.5
134499,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,246,478,2463347825,33,25,Alik'r Desert,246.2578125,-478.8046875,-44,Desert,Brown,0.5
135848,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,453,459,45328459127,28,127,Alik'r Desert,453.21875,-459.0078125,-16,Desert,Brown,0.5
130430,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,522,429,5227142955,71,55,Alik'r Desert,522.5546875,-429.5703125,163,Desert,Brown,0.5
135710,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,319,431,319113431111,113,111,Alik'r Desert,319.8828125,-431.1328125,153,Desert,Brown,0.5
134175,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,606,420,606128420121,128,121,Alik'r Desert,607,-420.0546875,170,Desert,Brown,0.5
133256,Rocks,1,WOD_Rocks_Flat_Brown_Medium_11,424,487,4241948789,19,89,Alik'r Desert,424.1484375,-487.3046875,-169,Desert,Brown,0.5
133392,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,404,492,4043749201,37,1,Alik'r Desert,404.2890625,-492.9921875,-53,Desert,Brown,0.5
132232,Rocks,1,WOD_Rocks_Flat_Brown_Medium_01,394,462,39410246274,102,74,Alik'r Desert,394.796875,-462.421875,94,Desert,Brown,0.5
132582,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,389,472,3898947221,89,21,Alik'r Desert,389.6953125,-472.8359375,98,Desert,Brown,0.5
137092,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,275,453,2756845392,68,92,Alik'r Desert,275.53125,-453.28125,-146,Desert,Brown,0.5
134567,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,596,435,59658435109,58,109,Alik'r Desert,596.453125,-435.1484375,-24,Desert,Brown,0.5
134205,Rocks,1,WOD_Rocks_Flat_Brown_Large_02,353,465,3537746513,77,13,Alik'r Desert,353.6015625,-465.8984375,109,Desert,Brown,0.5
134278,Rocks,1,WOD_Rocks_Flat_Brown_Medium_02,441,488,4419248864,92,64,Alik'r Desert,441.71875,-488.5,159,Desert,Brown,0.5
136720,Rocks,1,WOD_Rocks_Flat_Brown_Large_05,409,478,4096447832,64,32,Alik'r Desert,409.5,-478.75,-33,Desert,Brown,0.5
135764,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,379,457,3797845723,78,23,Alik'r Desert,379.609375,-457.8203125,106,Desert,Brown,0.5
136197,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,284,463,28412746367,127,67,Alik'r Desert,284.9921875,-463.4765625,112,Desert,Brown,0.5
135682,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,244,467,2444246767,42,67,Alik'r Desert,244.328125,-467.4765625,-64,Desert,Brown,0.5
137168,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,556,430,55621430122,21,122,Alik'r Desert,556.1640625,-430.046875,178,Desert,Brown,0.5
137073,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,342,438,34211543894,115,94,Alik'r Desert,342.8984375,-438.265625,131,Desert,Brown,0.5
132031,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,565,389,56552389128,52,128,Alik'r Desert,565.40625,-389,-175,Desert,Brown,0.5
136586,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,526,408,5264140879,41,79,Alik'r Desert,526.3203125,-408.3828125,90,Desert,Brown,0.5
136726,Rocks,1,WOD_Rocks_Flat_Brown_Small_03,299,457,2999945739,99,39,Alik'r Desert,299.7734375,-457.6953125,-63,Desert,Brown,0.5
132443,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,326,457,3266545749,65,49,Alik'r Desert,326.5078125,-457.6171875,123,Desert,Brown,0.5
134126,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,326,461,3264246185,42,85,Alik'r Desert,326.328125,-461.3359375,-149,Desert,Brown,0.5
136535,Rocks,1,WOD_Rocks_Flat_Brown_Medium_04,387,433,3879843389,98,89,Alik'r Desert,387.765625,-433.3046875,-131,Desert,Brown,0.5
137130,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,365,472,3650547249,5,49,Alik'r Desert,365.0390625,-472.6171875,124,Desert,Brown,0.5
136672,Rocks,1,WOD_Rocks_Flat_Brown_Small_07,382,475,3820847526,8,26,Alik'r Desert,382.0625,-475.796875,73,Desert,Brown,0.5
130979,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,486,464,4864146493,41,93,Alik'r Desert,486.3203125,-464.2734375,-120,Desert,Brown,0.5
130542,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,414,447,4149844777,98,77,Alik'r Desert,414.765625,-447.3984375,-95,Desert,Brown,0.5
131265,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,377,481,3773648143,36,43,Alik'r Desert,377.28125,-481.6640625,-55,Desert,Brown,0.5
130490,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,607,417,6079341747,93,47,Alik'r Desert,607.7265625,-417.6328125,174,Desert,Brown,0.5
135972,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,429,441,4293544164,35,64,Alik'r Desert,429.2734375,-441.5,145,Desert,Brown,0.5
136170,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,522,446,5225244607,52,7,Alik'r Desert,522.40625,-446.9453125,8,Desert,Brown,0.5
132799,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,604,433,6045443322,54,22,Alik'r Desert,604.421875,-433.828125,148,Desert,Brown,0.5
130700,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,552,421,55257421114,57,114,Alik'r Desert,552.4453125,-421.109375,1,Desert,Brown,0.5
136940,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,322,441,3229344122,93,22,Alik'r Desert,322.7265625,-441.828125,107,Desert,Brown,0.5
132018,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,461,460,4613246091,32,91,Alik'r Desert,461.25,-460.2890625,-35,Desert,Brown,0.5
130036,Rocks,1,WOD_Rocks_Flat_Brown_Large_01,360,469,36068469128,68,128,Alik'r Desert,360.53125,-469,2,Desert,Brown,0.5
132712,Rocks,1,WOD_Rocks_Flat_Brown_Medium_07,546,427,5467042725,70,25,Alik'r Desert,546.546875,-427.8046875,-171,Desert,Brown,0.5
132337,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,359,488,3591848882,18,82,Alik'r Desert,359.140625,-488.359375,-70,Desert,Brown,0.5
136063,Rocks,1,WOD_Rocks_Flat_Brown_Medium_12,430,490,43012149021,121,21,Alik'r Desert,430.9453125,-490.8359375,51,Desert,Brown,0.5
132714,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,380,466,38097466110,97,110,Alik'r Desert,380.7578125,-466.140625,13,Desert,Brown,0.5
135663,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,494,417,4949441748,94,48,Alik'r Desert,494.734375,-417.625,-126,Desert,Brown,0.5
133217,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,592,413,5925341339,53,39,Alik'r Desert,592.4140625,-413.6953125,-116,Desert,Brown,0.5
134057,Rocks,1,WOD_Rocks_Flat_Brown_Medium_08,625,407,62551407122,51,122,Alik'r Desert,625.3984375,-407.046875,81,Desert,Brown,0.5
131015,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,275,488,2755248874,52,74,Alik'r Desert,275.40625,-488.421875,-25,Desert,Brown,0.5
132955,Rocks,1,WOD_Rocks_Flat_Brown_Small_10,493,467,4938746790,87,90,Alik'r Desert,493.6796875,-467.296875,-46,Desert,Brown,0.5
136732,Rocks,1,WOD_Rocks_Flat_Brown_Small_09,458,451,45811845121,118,21,Alik'r Desert,458.921875,-451.8359375,-163,Desert,Brown,0.5
132634,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,480,404,48012240428,122,28,Alik'r Desert,480.953125,-404.78125,-81,Desert,Brown,0.5
131373,Rocks,1,WOD_Rocks_Flat_Brown_Large_06,514,392,5140139227,1,27,Alik'r Desert,514.0078125,-392.7890625,-17,Desert,Brown,0.5
133060,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,300,474,30068474114,68,114,Alik'r Desert,300.53125,-474.109375,122,Desert,Brown,0.5
136728,Rocks,1,WOD_Rocks_Flat_Brown_Small_05,326,467,326116467111,116,111,Alik'r Desert,326.90625,-467.1328125,-157,Desert,Brown,0.5
134379,Rocks,1,WOD_Rocks_Flat_Brown_Small_06,354,426,3542642608,26,8,Alik'r Desert,354.203125,-426.9375,110,Desert,Brown,0.5
131489,Rocks,1,WOD_Rocks_Flat_Brown_Small_04,330,467,3302746746,27,46,Alik'r Desert,330.2109375,-467.640625,-131,Desert,Brown,0.5
134887,Rocks,1,WOD_Rocks_Flat_Brown_Medium_03,238,473,23810947373,109,73,Alik'r Desert,238.8515625,-473.4296875,134,Desert,Brown,0.5
131447,Rocks,1,WOD_Rocks_Flat_Brown_Medium_09,287,479,28765479113,65,113,Alik'r Desert,287.5078125,-479.1171875,-170,Desert,Brown,0.5
136914,Rocks,1,WOD_Rocks_Flat_Brown_Medium_10,382,488,3820248819,2,19,Alik'r Desert,382.015625,-488.8515625,99,Desert,Brown,0.5
136976,Rocks,1,WOD_Rocks_Flat_Brown_Large_04,433,494,43391494104,91,104,Alik'r Desert,433.7109375,-494.1875,23,Desert,Brown,0.5
131592,Rocks,1,WOD_Rocks_Flat_Brown_Large_03,252,474,2526747498,67,98,Alik'r Desert,252.5234375,-474.234375,164,Desert,Brown,0.5
131557,Rocks,1,WOD_Rocks_Flat_Brown_Medium_06,522,447,5227944744,79,44,Alik'r Desert,522.6171875,-447.65625,-61,Desert,Brown,0.5
131147,Rocks,1,WOD_Rocks_Flat_Brown_Large_09,618,421,6182342111,23,11,Alik'r Desert,618.1796875,-421.9140625,-132,Desert,Brown,0.5
132313,Rocks,1,WOD_Rocks_Flat_Brown_Small_08,272,482,272101482122,101,122,Alik'r Desert,272.7890625,-482.046875,-174,Desert,Brown,0.5
133842,Rocks,1,WOD_Rocks_Flat_Brown_Large_08,281,495,2813449591,34,91,Alik'r Desert,281.265625,-495.2890625,-143,Desert,Brown,0.5
135323,Rocks,1,WOD_Rocks_Flat_Brown_Small_02,453,470,45311347030,113,30,Alik'r Desert,453.8828125,-470.765625,113,Desert,Brown,0.5
