name,type,prefab,worldX,worldY,terrainX,terrainY,locationID,region
Shrine of Dibella,0,WOD_Shrine_Dibella_01,359,469,75,88,3597446987,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,491,471,69,34,4916847133,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,386,489,39,42,3863848941,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,437,446,105,106,437104446105,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,334,460,83,80,3348246079,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,631,421,125,83,63112442182,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,520,435,121,119,520120435118,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,530,390,91,43,5309039042,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,439,493,93,53,4399249352,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,447,448,37,110,44736448109,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,559,395,6,100,5590539599,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,399,433,111,42,39911043341,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,285,489,91,6,2859048905,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,630,408,73,37,6307240836,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,582,428,96,34,5829542833,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,398,439,105,119,398104439118,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,275,474,126,87,27512547486,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,426,444,101,61,42610044460,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,424,498,19,64,4241849863,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,437,443,97,106,43796443105,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,345,419,23,53,3452241952,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,390,492,77,117,39076492116,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,242,493,105,78,24210449377,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,375,452,92,32,3759145231,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,608,426,116,84,60811542683,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,565,410,87,25,5658641024,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,544,442,27,42,5442644241,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,341,414,121,71,34112041470,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,551,420,70,53,5516942052,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,346,448,119,29,34611844828,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,387,436,57,68,3875643667,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,379,437,38,37,3793743736,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,564,427,98,13,5649742712,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,597,434,124,114,597123434113,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,609,401,70,80,6096940179,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,279,480,124,32,27912348031,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,284,466,84,23,2848346622,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,406,486,105,93,40610448692,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,616,415,123,89,61612241588,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,278,466,123,80,27812246679,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,550,403,92,18,5509140317,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,542,440,114,1,54211344000,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,214,487,112,57,21411148756,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,392,425,92,20,3929142519,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,362,413,61,56,3626041355,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,616,392,116,32,61611539231,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,577,399,84,100,5778339999,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,459,456,125,125,459124456124,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,397,433,9,46,3970843345,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,554,407,47,27,5544640726,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,243,483,94,123,24393483122,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,546,443,52,56,5465144355,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,279,452,78,62,2797745261,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,581,431,93,125,58192431124,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,335,493,9,52,3350849351,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,383,493,121,61,38312049360,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,407,439,79,103,40778439102,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,564,431,50,15,5644943114,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,480,402,114,53,48011340252,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,345,464,117,88,34511646487,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,610,424,88,128,61087424127,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,540,413,16,7,5401541306,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,457,475,78,50,4577747549,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,287,449,68,66,2876744965,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,358,449,29,5,3582844904,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,278,464,37,100,2783646499,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,416,434,121,73,41612043472,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,379,426,56,47,3795542646,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,293,456,6,80,2930545679,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,494,455,94,85,4949345584,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,477,400,77,106,47776400105,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,349,466,92,100,3499146699,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,467,480,91,4,4679048003,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,480,414,48,59,4804741458,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,467,467,87,60,4678646759,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,450,458,125,115,450124458114,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,317,497,65,94,3176449793,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,362,418,110,94,36210941893,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,406,487,42,10,4064148709,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,335,486,43,62,3354248661,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,217,491,28,34,2172749133,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,524,399,97,119,52496399118,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,227,476,88,78,2278747677,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,518,398,102,32,51810139831,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,284,496,34,15,2843349614,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,381,492,39,114,38138492113,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,360,464,70,41,3606946440,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,514,395,75,34,5147439533,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,316,478,38,98,3163747897,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,364,481,48,61,3644748160,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,534,387,96,69,5349538768,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,573,416,110,117,573109416116,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,478,414,51,73,4785041472,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,535,391,62,73,5356139172,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,511,439,82,114,51181439113,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,352,454,73,117,35272454116,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,498,453,50,80,4984945379,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,402,496,121,87,40212049686,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,287,453,114,120,287113453119,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,302,491,101,33,30210049132,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,326,483,125,13,32612448312,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,334,491,89,43,3348849142,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,415,428,115,53,41511442852,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,624,423,34,88,6243342387,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,375,474,66,10,3756547409,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,577,427,27,82,5772642781,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,444,444,42,10,4444144409,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,390,461,21,84,3902046183,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,576,405,84,65,5768340564,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,345,461,71,98,3457046197,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,357,486,28,43,3572748642,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,526,410,38,2,5263741001,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,337,440,59,85,3375844084,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,395,443,88,102,39587443101,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,552,416,27,48,5522641647,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,537,434,43,30,5374243429,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,276,489,107,39,27610648938,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,414,432,100,128,41499432127,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,303,466,27,102,30326466101,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,360,474,24,42,3602347441,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,555,422,89,55,5558842254,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,260,481,27,128,26026481127,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,526,428,9,114,52608428113,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,399,481,116,111,399115481110,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,538,390,32,62,5383139061,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,270,487,50,70,2704948769,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,270,481,96,21,2709548120,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,559,403,14,97,5591340396,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,361,456,18,80,3611745679,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,588,401,38,97,5883740196,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,494,460,96,98,4949546097,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,534,412,61,46,5346041245,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,249,480,28,84,2492748083,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,246,497,119,4,24611849703,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,245,478,27,77,2452647876,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,286,481,32,66,2863148165,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,291,467,105,10,29110446709,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,575,436,16,7,5751543606,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,344,462,50,106,34449462105,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,390,491,71,61,3907049160,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,245,484,30,50,2452948449,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,417,485,71,88,4177048587,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,479,412,24,57,4792341256,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,263,495,96,92,2639549591,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,310,481,73,87,3107248186,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,286,455,69,1,2866845500,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,520,417,5,68,5200441767,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,497,426,115,52,49711442651,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,260,486,112,56,26011148655,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,263,471,46,102,26345471101,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,380,417,29,97,3802841796,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,372,444,66,25,3726544424,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,455,476,71,75,4557047674,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,382,492,123,45,38212249244,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,362,486,6,96,3620548695,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,457,448,92,66,4579144865,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,547,421,119,110,547118421109,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,515,430,97,88,5159643087,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,318,492,93,32,3189249231,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,572,418,84,84,5728341883,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,559,424,55,103,55954424102,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,384,437,100,94,3849943793,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,498,449,42,14,4984144913,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,330,438,84,106,33083438105,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,588,407,109,107,588108407106,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,511,449,87,89,5118644988,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,347,439,32,94,3473143993,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,380,494,30,47,3802949446,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,517,445,97,65,5179644564,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,366,420,94,71,3669342070,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,546,384,29,1,5462838400,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,586,389,45,106,58644389105,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,505,412,62,105,50561412104,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,304,449,5,75,3040444974,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,530,423,48,4,5304742303,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,508,430,125,66,50812443065,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,467,477,96,97,4679547796,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,498,443,43,115,49842443114,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,465,478,93,4,4659247803,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,438,497,9,79,4380849778,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,381,455,103,53,38110245552,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,443,497,32,39,4433149738,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,374,444,33,24,3743244423,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,496,428,50,57,4964942856,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,505,446,51,10,5055044609,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,275,484,88,78,2758748477,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,288,496,73,43,2887249642,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,578,435,93,94,5789243593,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,375,475,51,119,37550475118,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,256,490,39,96,2563849095,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,576,439,5,50,5760443949,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,395,487,23,13,3952248712,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,455,483,91,41,4559048340,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,520,390,105,37,52010439036,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,376,494,52,100,3765149499,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,343,440,2,52,3430144051,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,393,485,13,57,3931248556,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,386,411,125,62,38612441161,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,366,456,37,93,3663645692,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,327,468,21,47,3272046846,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,405,488,59,116,40558488115,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,275,496,34,73,2753349672,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,512,448,36,106,51235448105,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,518,445,103,60,51810244559,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,574,417,21,83,5742041782,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,319,467,36,43,3193546742,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,232,492,52,87,2325149286,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,553,430,79,106,55378430105,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,276,454,19,25,2761845424,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,250,455,102,59,25010145558,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,302,474,60,74,3025947473,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,382,440,51,94,3825044093,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,589,394,69,29,5896839428,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,462,466,114,96,46211346695,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,349,444,85,27,3498444426,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,460,464,4,116,46003464115,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,324,496,23,24,3242249623,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,357,466,46,19,3574546618,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,342,482,115,100,34211448299,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,511,421,65,55,5116442154,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,579,413,21,25,5792041324,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,253,493,70,96,2536949395,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,482,470,102,43,48210147042,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,330,431,15,16,3301443115,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,273,457,107,91,27310645790,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,368,422,84,42,3688342241,Alik'r Desert
Shrine of Dibella,0,WOD_Shrine_Dibella_01,409,491,18,70,4091749169,Alik'r Desert
